Category,Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
Laptops,"MacBook Pro 13"" Touch Bar Space Gray i5 3.1GHz 8GB 256GB SSD - Very Good",$389.99,8 GB,Intel Core i5,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:16:28
Laptops,MacBook Pro 13 Touch Bar Late 2016 3.3 GHz Intel Core i7 16GB 1TB Good Condition,$289.99,16 GB,Intel Core i7 6th Gen.,MacBook Pro,Apple,N/A,13.3 in.,1 TB,2025-01-28 17:17:07
Laptops,"2020 A2251 Apple Macbook Pro 13"" 2ghz  4C i5 16gb 512GB MacBookPro16,2 #142",$378.98,16 GB,Intel Core i5 8th Gen.,A2251,Apple,N/A,13 in,512 GB,2025-01-28 17:16:38
Laptops,"Apple MacBook Air 13.3"" Intel Core i3 1.10 GHz 8GB 250GB SSD (2020) MWTJ2LL/A",$319.99,8 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13.3 in,250 GB,2025-01-28 17:14:03
Laptops,"Apple MacBook Pro A1278 (13.3 in Laptop) - 4GB, 500GB SSD, i5, Mac",$105.00,4 GB,Intel Core M,MacBook Pro,Apple,N/A,13.3 in,N/A,2025-01-28 17:13:45
Laptops,MacBook Pro 13 Space Gray 2017 2.5 GHz Intel Core i7 16GB 256GB Fair Condition,$229.99,16 GB,Intel Core i7 7th Gen.,MacBook Pro,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:16:00
Laptops,"Apple MacBook Pro 2159 i5 1.4GHz 8|256GB SSD 13"" MUHP2LL/A 2019 [touchbar issue]",$189.99,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-28 17:15:35
Laptops,"Apple Macbook Core M3 1.2GHz 256GB SSD 12"" MNYF2LL/A (2017) [missing spacebar]",$179.99,8 GB,Core m3,Apple MacBook,Apple,N/A,12 in,256 GB,2025-01-28 17:15:06
Laptops,"Apple MacBook Pro 13.3"" (128GB SSD, Intel Core i5 2.50GHz, 8GB RAM) MacOS USED",US $99.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:49
Laptops,"2018 A1932 Apple Macbook Air 13"" 1.6Ghz i5 8gb 128gb Gray #119 MacBookAir8,1",$224.98,8 GB,Intel Core i5 6th Gen.,A1932,Apple,N/A,13 in,128 GB,2025-01-28 17:18:25
Laptops,Apple MacBook Air 13-Inch Early 2020 1.1GHz Core i3 | LCD Discoloration,$180.00,8 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:15:31
Laptops,Apple MacBook Air 2020 Pink (ACC 🔒),$370.00,8 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-28 17:13:42
Laptops,Apple MacBook Pro A1398 Retina I7-4850HQ 2.3GHz 8GB RAM 512GB SSD 3389043,US $132.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:17:08
Laptops,"Apple MacBook Pro 13"" 2.5GHz i5 16GB RAM | 1TB SSD | Warranty",$279.00/ea,16 GB,Intel Core i5 3rd Gen.,MacBook Pro,Apple,N/A,13 in,1 TB,2025-01-28 17:17:21
Laptops,Apple Macbook Air Laptop Notebook 11 Inch A1465 Core i5 4GB RAM 128GB SSD Silver,$84.79,4 GB,Intel Core i5 3rd Gen.,Air,Apple,N/A,11 in,128 GB,2025-01-28 17:16:23
Laptops,"Apple MacBook Air 2015 13.3"" Intel Core i5-5250U 128GB SSD 8GB DDR3 A1466",$98.97,8 GB,Intel Core i5-5250U,Apple MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-28 17:14:07
Laptops,"Apple 13"" MacBook Air 1.6GHz Dual-Core Intel Core i5 8GB RAM Early 2015",$149.99,8 GB,Intel Core i5,N/A,Apple,N/A,13 in,N/A,2025-01-28 17:16:49
Laptops,"2018 A1932 Apple Macbook Air 13"" 1.6Ghz i5 8gb 128gb Gray #119 MacBookAir8,1",$224.98,8 GB,Intel Core i5 6th Gen.,A1932,Apple,N/A,13 in,128 GB,2025-01-28 17:18:23
Laptops,New Apple MacBook Air 13in M3 8C CPU 8C GPU - 16GB RAM 256GB SSD - Space Gray,$999.00,16 GB,Apple M3,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:13:50
Laptops,"2019 Apple MacBook Pro 13.3"" i5 1.4GHz 8GB 128GB Gray A2159 USED Read*#443",US $243.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:18:27
Laptops,MacBook Air 13 Silver 2020 M1 8-Core CPU/8-Core GPU 8GB 512GB SSD - Good Cond,$449.99,8 GB,Apple M1,MacBook Air,Apple,N/A,13 in,512 GB,2025-01-28 17:14:39
Laptops,"Apple MacBook Air Core i5 1.7GHz 4GB RAM 256GB SSD 13"" MC966LL/A 2011 Very Good",US $154.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:31
Laptops,"Apple MacBook Air Core i3 1.1GHz 8GB RAM 128GB SSD 13"" MWTJ2LL/A (2020) - Good",$349.97,8 GB,Intel Core i3,Apple MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-28 17:15:36
Laptops,"Apple MacBook Air 2015 11.6"" Intel  i5 128GB SSD 8GB RAM Mac OS A1465 #0045",$95.00,8 GB,Intel Core i5-5250U,A1465,Apple,N/A,11.6 in,128 GB,2025-01-28 17:15:38
Laptops,"Apple MacBook Pro Retina A1989 13"" Core i7 16GB SSD 1TB Gray",$339.99,16 GB,2.7GHz quad-core Intel Core i7,A1989,Apple,N/A,"13""",1TB,2025-01-28 17:15:20
Laptops,"Apple MacBook Air Core i5 1.3GHz 4GB RAM 128GB SSD 13"" MD760LL/A (2013) - Good",US $159.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:03
Laptops,"Apple MacBook Pro 16"" (512GB SSD, Intel Core i7  2.6 GHz, 16GB) Laptop",US $420.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:02
Laptops,"2019 A2141 Apple Macbook Pro 16"" 2.6ghz 16gb 512gb i7 6C  MacBookPro16,1 #136",$388.98,16 GB,Intel Core i9 8th Gen.,A2141,Apple,N/A,16 in,512 GB,2025-01-28 17:14:20
Laptops,"2014 Apple Macbook Pro 15.4'' i7 2.5GHz 16GB RAM 512GB SSD MGXA2LLA, Silver",$278.99,16 GB,Intel Core i7 4th Gen.,N/A,Apple,N/A,15.4 in,512 GB,2025-01-28 17:18:19
Laptops,"new OS Apple MacBook Pro 13"" 4.1GHz i7 Quad Core 32GB RAM 512GB SSD - SEQUOIA",US $680.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:53
Laptops,"Apple MacBook Pro Core i7 2.6GHz 16GB RAM 1TB SSD 15"" ME874LL/A (2013) - Good",$334.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,15 in,1 TB,2025-01-28 17:15:57
Laptops,Apple iBook G3 Blueberry Clamshell Laptop Mac Vintage Millennial From Japan,US $188.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:14:23
Laptops,MacBook Air 13 Silver 2020 M1 8-Core CPU/7-Core GPU 8GB 256GB SSD - Good Cond,$289.99,8 GB,Apple M1,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:16:12
Laptops,MacBook Pro Retina 15 Silver Mid 2015 2.2GHz i7 16GB 256GB SSD - Foreign KB READ,$179.29,16 GB,Intel Core i7 4th Gen.,MacBook Pro,Apple,N/A,15 in,256 GB,2025-01-28 17:17:19
Laptops,"Apple MacBook Pro  13"" 2020 1.4GHz i5 16GB RAM 500GB SSD A2289 macOS Sequoia",$222.50,16 GB,Intel Core i5 10th Gen.,MacBook Pro,Apple,N/A,13 in,500 GB,2025-01-28 17:14:45
Laptops,APPLE MACBOOK PRO A2338 (E16002565),$489.99,8 GB,Apple M1,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-28 17:14:24
Laptops,"Apple MacBook Air 13""  i3  1.1GHz 8GB 256GB Gray A2179 2020 Read*#397",$249.99,8 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:18:24
Laptops,Macbook Unibody 2009 13.3” Intel Core 2 Duo 8GB RAM-240GBSS mecOS Sonoma 2024,$149.00,8 GB,Intel Core 2 Duo,MacBook (Unibody),Apple,N/A,13.3 in,240GB,2025-01-28 17:14:48
Laptops,"Apple MacBook Pro (13-inch, 8GB RAM, 256GB SSD Storage, Magic Keyboard) - Silver",US $799.00,N/A,Intel Core i5 8th Gen.,MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-28 17:15:07
Laptops,"Apple MacBook Pro Laptop Core i5 2.4GHz 8GB RAM 256GB SSD 13""",$269.99,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-28 17:17:01
Laptops,"Apple Macbook Air 13"" 2017 Core i5 1.8GHZ 8GB 256gb SSD MacOS 12 Monterey",$165.00,8GB,Intel Core i5-5350U 2 Core,A1466,Apple,N/A,"13.3in widescreen TFT LED backlit active-matrix ""glossy"" d..",256 GB,2025-01-28 17:15:33
Laptops,MacBook Pro Retina 13 Inch Core I5 2.6GHz 8GB 256GB MacOS 11 Big Sur,$154.00,8 GB,Intel Core i5,MacBook Pro (Retina),Apple,N/A,13 in,256 GB,2025-01-28 17:14:46
Laptops,Apple Macbook Air A1466 13inch Laptop,$199.99,8GB,Intel Core i7 5th Gen.,MacBook Air A1466,Apple,N/A,13 in,N/A,2025-01-28 17:17:18
Laptops,"Apple MacBook Pro 13.3"" Retina i5 2.7GHz 16GB 128GB SSD - Mac OS X Customized",US $229.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:16:29
Laptops,"2019 Silver 16"" MacBook Pro | 1TB SSD | Intel Core i9 | 16GB RAM | USB-C",$590.00,16 GB,Intel Core i9 9th Gen.,MacBook Pro,Apple,N/A,16 in,1 TB,2025-01-28 17:17:37
Laptops,"Apple MacBook Air Core i5 1.4GHz 8GB RAM 256GB SSD 13"" MD761LL/B 2014 Very Good",$189.97,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:14:44
Laptops,Mac Book Air,$250.00,N/A,Intel Core i5 3rd Gen.,MacBook Air,Apple,N/A,13 in,N/A,2025-01-28 17:15:55
Laptops,"Apple MacBook Pro 15.4"" (512GB SSD, Intel Core i7 Mid 2014., 2.5GHz, 16GB)...",$200.00,16 GB,Intel Core i7 4th Gen.,Apple Macbook Pro,Apple,N/A,15.4 in,512 GB,2025-01-28 17:17:22
Laptops,2018 MAC MINI - i5 - 16gb RAM - 512GB SSD - GRAY,$250.00,16 GB,I5,mac mini,Apple,N/A,NA,512 GB,2025-01-28 17:17:41
Laptops,MacBook Pro 16 Touch Bar Silver 2019 2.4GHz i9 16GB 1TB - AMD Radeon Pro 5500M,$429.99,16 GB,Intel Core i9 9th Gen.,MacBook Pro,Apple,N/A,16 in,1 TB,2025-01-28 17:14:45
Laptops,"Apple MacBook Air 2020 A2179 13'' Core i3 1.1GHz 8GB RAM 128GB SSD, Silver, Good",$329.99,8 GB,Intel Core i3 10th Gen.,MacBook Air,Apple,N/A,13 in,128 GB,2025-01-28 17:14:47
Laptops,UPGRADE HI SPEED 4TB SSD MACBOOK PRO 13 16G RAM INTEL i5 TMEU,$249.00,N/A,Dual Core Intel Core i5,N/A,Apple,N/A,13 in,FOUR TB,2025-01-28 17:14:53
Laptops,"Apple MacBook Pro 15"" 2013 i7 2.6GHz 16GB 256GBSSD GrdD GT750M 1YR WARRANTY",$199.00,16 GB,Intel Core i7,A1398,Apple,N/A,15.4 in,256 GB,2025-01-28 17:16:41
Laptops,"Apple MacBook Air 2022 13"" Laptop 256GB SSD M2 8GB RAM Starlight w/Box",US $679.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:30
Laptops,"Apple Macbook Pro Mid 2018 Touchbar 13"" A1989 I5 2.3GHz 16GBb 512GB Space Gray",US $289.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:13:50
Laptops,"2020 Apple MacBook Pro 13.3"" M1 3.2GHz 8GB RAM 256GB SSD Silver MYD82LL/A",$518.99,8GB RAM,M1,MacBook Pro,Apple,N/A,"13.3""",N/A,2025-01-28 17:16:07
Laptops,"Apple MacBook Air A1465 5,1 11"" 1.7GHz i5 4GB RAM 128GB SSD 10.15 Grade A No AC",$53.99,4 GB,Intel Core i5-3317U,"MacBook Air A1465 5,1 MD223LL/A",Apple,N/A,11 in,128 GB,2025-01-28 17:18:29
Laptops,"2017 Apple Macbook Air 13"" - Dual Core i5 1.8GHZ 8GB 256GB SSD - OS Monterey",$199.00,8 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:16:13
Laptops,Apple MacBook Pro 13.3” 2012 2.5GHz i5 16GB RAM 512GBSSD macOS Big Sur 2021,$299.00,16 GB,Intel Core i5 3rd Gen.,i5,Apple,N/A,13.3 in,512 GB,2025-01-28 17:15:12
Laptops,"Apple Macbook Air 13"" (1TB SSD, Intel Core i5 10th Gen., 16GB) Laptop - Space...",$255.00,8 GB,Intel Core i5 10th Gen.,Apple Air,Apple,N/A,13.3 in,512 GB,2025-01-28 17:13:57
Laptops,"Apple MacBook Air Core i5 1.6GHz 8GB RAM 256GB SSD 13"" MVFJ2LL/A (2019) - Good",$369.97,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:15:07
Laptops,"2017 Apple Macbook Pro 13""  i5 2.9GHZ 16GB 512GB SSD (OCLP MacOS Sequoia 15.1.1)",$199.99,16 GB,Intel Core I5-7200U,MacBook Pro (Retina),Apple,N/A,13 in,512 GB,2025-01-28 17:14:35
Laptops,"Apple MacBook Pro A1708 2017 13"" 2.3GHz 8GB 256GB intel core i5 #0034",$165.00,8 GB,Intel Core i5 7th Gen.,A1708,Apple,N/A,13 in,256 GB,2025-01-28 17:16:15
Laptops,"Apple MacBook Air 2015 13.3"" Intel Core i5-5250U 128GB SSD 8GB DDR3 A1466",$71.97,8 GB,Intel Core i5-5250U,Apple MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-28 17:15:40
Laptops,"Apple 13.3 Macbook Pro 128GB Silver. Cosmetic Flaw, Works Great! (See Details)",$130.00,8 GB,Intel Core i5 5th Gen.,MacBook Pro,Apple,N/A,13.3 in,128 GB,2025-01-28 17:16:15
Laptops,"OSX 2021 | Apple MacBook Pro 15"" 2016 Touch Bar SSD Core i7 2.7 + 59 CYCLE COUNT",$364.00,N/A,Core i7,N/A,Apple,N/A,15 in,N/A,2025-01-28 17:15:30
Laptops,"Apple MacBook MNYG2LL/A 2017 12"" LED 8GB RAM 512GB SSD Intel Core i5 Space Gray",US $299.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:15:17
Laptops,"Apple MacBook Air Core i5 1.3GHz 8GB RAM 256GB SSD 11"" MD712LL/A (2013) - Good",$219.97,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,11 in,256 GB,2025-01-28 17:16:02
Laptops,"Apple Macbook Pro 16"" 2.3GHz i9 64GB RAM 2TB SSD 2019 Radeon Pro 5500M A2141",$441.00,64 GB,Intel Core i9 9th Gen.,MacBook Pro,Apple,N/A,16 in,2 TB,2025-01-28 17:16:55
Laptops,"Apple MacBook Air Core i5 1.6GHz 2GB RAM 64GB SSD 13"" MD508LL/A 2011 - Very Good",$129.97,2 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,64 GB,2025-01-28 17:13:59
Laptops,Mdngt Apple MBK Air 15-inch 2024 M3 / 8GB RAM / 256GB SSD / 10C gpu & Applecare+,US $929.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:17:16
Laptops,"Apple MacBook Pro 13.3""  i5 2.50 GHz, 16GBRAN-256GBSSD 2012 macOS Ventura 2023⭐️",$239.00,16 GB,Intel Core i5 3rd Gen.,MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-28 17:13:47
Laptops,"2017 Apple Macbook Air 13"" Laptop - i5 1.8GHZ 8GB RAM 256GB SSD - MacOS Monterey",$199.00/ea,8 GB,Intel Core i5 6th Gen.,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-28 17:16:01
Laptops,Apple MacBook Pro 13 Touch Bar 2020 M1 8-Core CPU 8-Core GPU 16GB 256GB Gray,$306.00,16 GB,Apple M1,MacBook Pro,Apple,N/A,13.3 in.,256 GB,2025-01-28 17:16:22
Laptops,"Apple Macbook Pro 16"" 2.3GHz i9 64GB RAM 2TB SSD 2019 Radeon Pro 5500M A2141",$441.00,64 GB,Intel Core i9 9th Gen.,MacBook Pro,Apple,N/A,16 in,2 TB,2025-01-28 17:16:38
Laptops,"Apple MacBook Air Core i5 1.4GHz 256GB SSD 13"" MD761LL/B (2014) Used-Excellent",$189.97,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-28 17:17:11
Laptops,MacBook Pro 15 Touch Bar Space Gray 2019 2.4 GHz i9 32GB 512GB Radeon Pro 560X,US $479.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:17:36
Laptops,"Apple MacBook Air 13.3"" (128GB SSD, Intel Core i5 1.80 GHz, 8GB) -2017 A1466",$120.00,8 GB,Intel Core i5 5th Gen.,MacBook,Apple,N/A,13.3 in,128 GB,2025-01-28 17:15:21
Laptops,"Apple MacBook Pro 13.3"" - i5-8259U 2.3GHz - 512GB - 8GB (Space Gray) A1989-READ",$204.95,8 GB,Intel Core i5 8th Gen.,MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-28 17:14:32
Laptops,"Apple Macbook Air 11"" Laptop - i5 1.7GHZ 4GB 64GB SSD - OS Catalina - Grade C",$90.25,N/A,Intel Core i5 3rd Gen.,MacBook Air,Apple,N/A,11 in,64 GB,2025-01-28 17:16:33
Laptops,"Apple Macbook Pro 15"" Laptop Retina i7 2.2Ghz  16GB RAM 250GB SSD OS X Yosemite",$274.99,16 GB,Intel Core i7,MacBook Pro (Retina),Apple,N/A,15 in,250 GB,2025-01-28 17:14:06
Laptops,"Apple MacBook Air (11"" Early 2015) Core i5 1.60GHz 4GB RAM 128GB SSD Monterey",$109.99,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,11.6 in,128 GB,2025-01-28 17:14:15
