Title,Price,Case Size,Battery Capacity,Brand,Model,Operating System,Storage Capacity,Collection Date
"GameSir T55 Pink 1.69"" AMOLED Display, Music, Fitness, ...",6.5125,45.2,,Unknown,"T55 Pink 1.69"" AMOLED Display, Music, Fitness, Sports",Android and ios,2.0,2025-02-02 20:35:32
"Pebble Axis 1.96"" Amoled Display, Quick Notification, A...",23.7375,45.2,,Unknown,"Axis 1.96"" Amoled Display, Quick Notification, AOD, BT Calling, Rotating Crown",Android @Ios,16.0,2025-02-02 20:35:32
Veritas Enterprises T800 Ultra Connect with Bluetooth C...,8.3625,45.2,,Unknown,"T800 Ultra Connect with Bluetooth Calling, Voice Assistant",Android @Ios,16.0,2025-02-02 20:35:32
Moktu T800 / S8 / T900/ T10 ULTRA SMART WATCH 4G T-25 S...,7.8500000000000005,45.2,,Unknown,T800 / S8 / T900/ T10 ULTRA SMART WATCH 4G T-25,Android @Ios,16.0,2025-02-02 20:35:32
Fastrack X2 with 1.91'' BT Calling|Rotating Crown|60 Hz...,18.7375,45.2,,Fastrack,X2 with 1.91'' BT Calling|Rotating Crown|60 Hz Refresh Rate|Fast Charge,Android @Ios,16.0,2025-02-02 20:35:32
Apple Watch Series 10 GPS 46mm Rose Gold Aluminium with...,588.7375000000001,46.0,,Apple,Watch Series 10 GPS 46mm Rose Gold Aluminium with Plum Sport Loop,watchOS 11,16.0,2025-02-02 20:35:32
EVAAENTERPRISES evaaenterprisess 7 in 1 Infinix Note 40...,14.375,45.2,,Unknown,evaaenterprisess 7 in 1 Infinix Note 40 Pro 5G with earbud smartwatch,android/ios,16.0,2025-02-02 20:35:32
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:35:32
Data not available,17.4875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:55
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...",99.98750000000001,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:55
"Pebble Hive 1.39""HD Octa Display,BT Calling, Health Sui...",21.2375,45.2,,Unknown,"Hive 1.39""HD Octa Display,BT Calling, Health Suite, DIY Watch Face, World Clock",Android @Ios,16.0,2025-02-02 20:35:55
EVAAENTERPRISES evaaenterprisess 7 in 1 smartwatch F27 ...,14.65,45.2,,Unknown,evaaenterprisess 7 in 1 smartwatch F27 Pro,android/ios,16.0,2025-02-02 20:35:55
Fire-Boltt Talk Ultra 35.3mm (1.39) Round Color HD Disp...,19.9875,35.3,,Unknown,Talk Ultra 35.3mm (1.39) Round Color HD Display Bluetooth Calling & Metal Body,Android @Ios,16.0,2025-02-02 20:35:55
Sanvitraders T10 Ultra Smart Watch Smartwatch,9.4875,45.2,,Unknown,T10 Ultra Smart Watch,Android @Ios,16.0,2025-02-02 20:35:55
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...",14.9875,45.2,,Unknown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Android @Ios,16.0,2025-02-02 20:35:55
Fastrack Revoltt FS1-1.83''|BT Calling|Fast Charge|110+...,14.9875,45.2,,Fastrack,Revoltt FS1-1.83''|BT Calling|Fast Charge|110+ Sports Mode|200+ WatchFaces|IP68,Android @Ios,16.0,2025-02-02 20:35:55
"itel Icon 3 Single chip BT Calling, 2.01"" AMOLED, 500 N...",18.7375,45.2,,Unknown,"Icon 3 Single chip BT Calling, 2.01"" AMOLED, 500 Nits & 24Hr Health Monitor",Android 6.0+ & iOS 12.0+,16.0,2025-02-02 20:35:55
"Melbon T800 Ultra Bluetooth calling, Multiple Watch Fac...",8.075000000000001,45.2,,Unknown,"T800 Ultra Bluetooth calling, Multiple Watch Faces,Sleep Monitor, Camera. game",Android and ios,1.0,2025-02-02 20:35:55
"INNOMAX S20 Force Plus 2.01"" Bigger Display Smart Watch...",8.8625,45.2,,Unknown,"S20 Force Plus 2.01"" Bigger Display Smart Watch with Advanced Bluetooth Calling",Android @Ios,16.0,2025-02-02 20:35:55
Data not available,14.9875,45.2,,Unknown,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Android @Ios,16.0,2025-02-02 20:35:55
