Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
Dell Latitude Computer .6dows 10,95.33,4.0,Unknown CPU,Dell Latitude 3190,Dell,Intel UHD Graphics 600,11.6,128.0,2025-02-05 01:14:12
Lenovo Slim 14Chromebook Mediatek ARMStorage82XJ002DUS,99.99,4.0,Unknown CPU,Lenovo IP Slim 3 Chrome 14M868,Lenovo,ARM Mali-G52,14.0,64.0,2025-02-05 01:14:24
HP 15DY1044NR ReplacementTouch LCD Screen Assembly OnCell Touch,113.99,16.0,Core i5,HP 15DY1044NR ReplacementTouch LCD Screen Assembly OnCell Touch,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:17
Dell LATITUDE 54008365U 16128dowsHome,119.99,16.0,Core i5,Dell Latitude 5400,Dell,Unknown Graphics,14.0,128.0,2025-02-05 01:14:11
Dell Latitude 3380 i3 dows 10,122.95,16.0,Core i3,Dell Latitude 3380,Dell,Intel HD Graphics 4400,13.3,128.0,2025-02-05 01:14:28
Dell Latitude Computer HDi3 dows,129.99,16.0,Core i3,Dell Latitude 3310,Dell,Intel HD Graphics 520,13.3,128.0,2025-02-05 01:14:20
Dell LatitudeComputer i3 dows,139.31,8.0,Core i3,Dell Latitude 3310,Dell,Intel UHD Graphics,13.3,128.0,2025-02-05 01:14:09
~CLEARANCE14Dell Latitude !,139.95,8.0,Core i5,Dell Latitude E6230,Dell,Intel HD Graphics,12.5,256.0,2025-02-05 01:14:18
Dell Latitude dows 10 !,149.95,8.0,Core i7,Dell Latitude E6330,Dell,Intel HD Graphics,13.3,256.0,2025-02-05 01:14:19
Dell Latitude ESeries dows 10,168.66,8.0,Core i5,Dell Latitude E5430/E6430,Dell,Intel HD Graphics 3000,14.1,512.0,2025-02-05 01:14:15
~CLEARANCE14Dell Latitude~ !,169.95,16.0,Core i5,Dell Latitude 5480,Dell,Intel HD Graphics,14.0,256.0,2025-02-05 01:14:12
HP EliteBook 840 G7 10610U,169.99,16.0,Unknown CPU,HP EliteBook 840 G7,HP,Intel UHD Graphics,14.0,256.0,2025-02-05 01:14:07
Dell Latitude 548014 730OU,175.74,16.0,Core i3,Dell Latitude 548014 730OU,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:21
DelldowsLatitude 54908th,179.0,16.0,Core i5,Dell Latitude 5490,Dell,Intel UHD Graphics 620,14.1,256.0,2025-02-05 01:14:13
Dell Latitude 3500 8th (AVA),179.95,8.0,Core i5,Dell Latitude 3500,Dell,Intel UHD Graphics 620,15.6,250.0,2025-02-05 01:14:12
Dell Latitude 7400 148th dows 10,179.99,16.0,Core i5,Dell Latitude 7400,Dell,Intel HD Graphics,14.0,256.0,2025-02-05 01:14:11
14Lenovo X1 Carbondows 10!,184.99,8.0,Core i7,Lenovo ThinkPad X1 Carbon 3rd Gen,Lenovo,Intel HD Graphics,14.0,256.0,2025-02-05 01:14:20
Panasonic Toughbook CFAX3 .610in,185.51,8.0,Core i5,Panasonic Toughbook CF-AX3,Panasonic,Intel HD Graphics,11.6,256.0,2025-02-05 01:14:10
HP Book dows 10!,194.99,8.0,Core i5,HP Elitebook 850 G3,HP,Intel HD Graphics,15.6,512.0,2025-02-05 01:14:16
HP 15DY2223ODHD LEDi315G4 H,195.0,8.0,Core i3,15-DY2223OD,HP,Intel UHD Graphics,15.6,256.0,2025-02-05 01:14:15
Dell Latitude Quad1080PBacklit !,197.99,8.0,Core i5,Dell Latitude 7390,Dell,Intel HD Graphics,13.3,256.0,2025-02-05 01:14:19
~CLEARANCE SALEHP Bookdows !,199.95,8.0,Core i5,HP ProBook,HP,Intel HD Graphics,15.6,256.0,2025-02-05 01:14:22
Lenovo inkPad dows 10,209.99,16.0,Core i5,Lenovo Thinkpad E550,Lenovo,Intel HD Graphics,15.6,1000.0,2025-02-05 01:14:19
~CLEARANCEDell Latitudedows 10 !,219.99,16.0,Core i7,Dell Latitude E5550,Dell,Unknown Graphics,15.6,256.0,2025-02-05 01:14:17
Dell 14 74908th,219.99,16.0,Core i3,Dell 14 74908th,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:08
Lenovo 14i3Storage(82QC006KUS),219.99,8.0,Core i3,82QC006KUS,Lenovo,Intel UHD Graphics,14.0,256.0,2025-02-05 01:14:17
Dell Latitude E7440 TOUCHOffice2024batt,220.99,16.0,core i7,Dell Latitude E7440,Dell,Unknown Graphics,14.0,512.0,2025-02-05 01:14:22
Dell Inspiron 15 3525 5NVMe( ),229.97,8.0,Ryzen 5,Dell Inspiron 15 3525,Dell,AMD Radeon,15.6,512.0,2025-02-05 01:14:12
HP EliteBook ~ dows 10 !,229.99,16.0,Core i5,HP Elitebook 850 G4,HP,Intel HD Graphics,15.6,512.0,2025-02-05 01:14:06
CHUWI Book14.1''i3 Quad,233.99,8.0,Core i3,Chuwi Corebook X,Chuwi,Intel Iris Graphics 650,14.1,512.0,2025-02-05 01:14:13
Lenovo inkPad T480s 148th NVME,237.99,16.0,Core i5,Lenovo ThinkPad T480s,Lenovo,Intel UHD Graphics,14.0,500.0,2025-02-05 01:14:20
Dell Latitude 54201445G7 NVMeLayout,239.9,16.0,Unknown CPU,Dell Latitude 54201445G7 NVMeLayout,,Unknown Graphics,14.0,512.0,2025-02-05 01:15:20
Dell Latitude5400 14 8665U,239.99,16.0,Core i5,Dell Latitude5400 14 8665U,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:16
Lenovo IdeaPad 1i 14 i3 (82QC006KUSOpen,239.99,8.0,Core i3,IdeaPad 1i,Lenovo,Intel UHD Graphics,14.0,256.0,2025-02-05 01:14:07
~CLEARANCE SALE HP EliteBook !,244.99,8.0,Core i7,HP Elitebook 830 G5,HP,Intel UHD Graphics,13.3,256.0,2025-02-05 01:14:09
Lenovo inkPad E1410210Udows,245.0,16.0,Unknown CPU,Lenovo inkPad E1410210Udows,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:08
HP EliteBook 845 G7 1920x1080 4650U,249.0,16.0,Ryzen 5,HP EliteBook 845 G7 Notebook PC,HP,AMD Radeon Graphics,14.0,256.0,2025-02-05 01:14:14
Lenovo inkPad E141465G7,249.99,8.0,Core i7,ThinkPad E14 Gen 2,Lenovo,Integrated Intel Iris Xe Graphics,14.0,512.0,2025-02-05 01:14:15
Dell Latitude 748010P,254.69,16.0,Unknown CPU,Latitude 7480,Dell,Intel HD Graphics 620,14.0,512.0,2025-02-05 01:14:19
Dell Latitude 144 NVMe dows,258.72,16.0,Core i5,Dell Latitude 5410,Dell,Intel UHD Graphics,14.0,512.0,2025-02-05 01:14:13
Dell Latitude 5400 14 TOUCH 8365U dows,259.99,32.0,core i5,DELL LATITUDE 5400,Dell,Intel UHD Graphics 620,14.0,500.0,2025-02-05 01:14:19
HP Book 650 G2 6820HQ,269.0,16.0,Core i7,HP ProBook,HP,Intel HD Graphics,15.6,1000.0,2025-02-05 01:14:11
Dell Latitude 7410 1410610uNVMeCAM,279.99,16.0,Core i5,Dell Latitude 7410 1410610uNVMeCAM,,Unknown Graphics,14.0,512.0,2025-02-05 01:15:32
Dell Latitude 5501 9400H,285.0,16.0,Core i5,Dell 5501,Dell,Intel UHD Graphics 630,15.6,1000.0,2025-02-05 01:14:18
Dell Latitude 7400 Business14dows,288.57,16.0,Unknown CPU,Dell Latitude 7400 Business14dows,,Unknown Graphics,14.0,512.0,2025-02-05 01:14:17
