Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage
MSI in 1512th12450H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,687.375,16 GB,Core i5,Thin 15 B12UC-1692IN,MSI,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512 GB
MSI in 1513th13620H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,812.375,16 GB,Core i7,Thin 15 B13UCX-1806IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
HP 255 G10 5 Quad7520U UPTO- (8 GB/512 GB /dows 11 Home) 255 G10 in an...,387.4875,8 GB,Ryzen 5 Quad Core,255 G10,HP,AMD Radeon AMD Radeon AMD Radeon™ Graphics,39.62 cm (15.6 inch),512 GB
"ASUS Vivobook 16X for Creator,12th12500H - (16 GB/512 GB /dows 11 Home/4 GB ...",749.875,16 GB,Core i5,K3605ZF-RP258WS,ASUS,NVIDIA GeForce RTX 2050,40.64 cm (16 Inch),512 GB
DELL Inspiron13th1335U - (8 GB/512 GB /dows 11 Home) Inspiron 5430 in and ...,648.625,8 GB,Core i5,Inspiron 5430,DELL,Intel Integrated Integrated,35.56 cm (14 Inch),512 GB
HP13th1334U - (16 GB/512 GB /dows 11 Home) 15fd0315TU in and Light,699.875,16 GB,Core i5,15-fd0315TU,HP,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
ASUS Vivobook Go 14 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1404FANK321WS ...,399.875,8 GB,Ryzen 3 Quad Core,E1404FA-NK321WS,ASUS,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
Lenovo IdeaPad Slim 312th12450H - (8 GB/512 GB /dows 11 Home) 14IAH8 in an...,626.125,8 GB,Core i5,14IAH8,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
Lenovo IdeaPad Slim 3 i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15IAU7 in and...,427.5,8 GB,Core i3,15IAU7,Lenovo,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
MSI in 1513th13620H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,812.375,16 GB,Core i7,Thin 15 B13UCX-1806IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
Lenovo V1412th1235U - (8 GB/512 GB /dows 11 Home) V14 ITL G2 in and Light ...,456.2375,8 GB,Core i5,V14,Lenovo,Intel Integrated Iris Xe,35.56 cm (14 inch),512 GB
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,474.875,8 GB,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
ASUS Vivobook Go 15Celeron DualN4020 - (8 GB/512 GB /dows 11 Home) E510MAEJ021WS T...,337.375,8 GB,Celeron Dual Core,E510MA-EJ021WS,ASUS,Intel Integrated Integrated,39.62 cm (15.6 Inch),512 GB
Lenovo V1512th- (16 GB/512 GB /dows 11 Home) 82TTA02UIH in and Light Lapto...,715.075,16 GB,Core i5,Lenovo V15,Lenovo,Intel Integrated Iris Xe,39.62 cm (15.6 inch),512 GB
"ASUS Vivobook 16X for Creator,12th12500H - (16 GB/512 GB /dows 11 Home/4 GB ...",749.875,16 GB,Core i5,K3605ZF-RP258WS,ASUS,NVIDIA GeForce RTX 2050,40.64 cm (16 Inch),512 GB
Acer Aspire 713th13420H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA G...,724.875,16 GB,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,684.9875,16 GB,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad 1Celeron DualN4020 - (8 GB/512 GB /dows 11 Home) 14IGL7 in and Lig...,306.125,8 GB,Celeron Dual Core,14IGL7,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
Lenovo LOQ13th13450HX - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA GeF...,924.875,16 GB,Core i5,LOQ,Lenovo,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512 GB
HP 15s 3 Quad5300U - (8 GB/512 GB /dows 11 Home) 15seq2143au in and Light Lap...,393.625,8 GB,Ryzen 3 Quad Core,15s-eq2143au,HP,AMD Radeon AMD,39.62 cm (15.6 inch),512 GB
HP12th1235U - (8 GB/1 TB /dows 11 Home) 15sfq5331TU in and Light,618.625,8 GB,Core i5,15s-fq5331TU,HP,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1 TB
"Acer Aspire Lite with Backlit ,12th1235U - (16 GB/512 GB /dows 11 Ho...",587.375,16 GB,Core i5,AL15-52,Acer,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
DELL Inspiron 5 Hexa5625U - (8 GB/512 GB /dows 11 Home)Inspiron 15T...,786.6125,8 GB,Ryzen 5 Hexa Core,Inspiron 3525,DELL,AMD Radeon Radeon,39.62 cm (15.6 Inch),512 GB
MSI in 1513th13420H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,706.25,16 GB,Core i5,Thin 15 B13UCX-1807IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 3 i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15IAU7 in and...,427.5,8 GB,Core i3,15IAU7,Lenovo,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
MSI Modern 1412th1235U - (8 GB/512 GB /dows 11 Home) Modern 14 C12M440IN ...,462.375,8 GB,Core i5,Modern 14 C12M-440IN,MSI,Intel Integrated Iris Xe,35.56 cm (14 Inch),512 GB
Acer Aspire Lite i3 12th1215U - (8 GB/512 GB /dows 11 Home) AL1552 in and Lig...,399.875,8 GB,Core i3,Aspire Lite,Acer,Intel Integrated Intel HD,39.62 cm (15.6 inch),512 GB
HP13th1334U - (16 GB/512 GB /dows 11 Home) 15fd0315TU in and Light,699.875,16 GB,Core i5,15-fd0315TU,HP,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
HP Pavilion12th1255U - (16 GB/1 TB /dows 11 Home) 14dv2015TU in and Light...,961.25,16 GB,Core i7,14-dv2015TU,HP,Intel Integrated UHD Graphics,35.56 cm (14 inch),1 TB
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,474.875,8 GB,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad 3 i3 12th1215U - (16 GB/512 GB /dows 11 Home) 14IAU7 in and Lig...,493.625,16 GB,Core i3,14IAU7,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,684.9875,16 GB,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
HP 15s i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15sfq5007TU in and Light La...,624.875,8 GB,Core i3,15s-fq5007TU,HP,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
Lenovo inkPad E14 5 Hexa7530U - (8 GB/512 GB /dows 11 Home) TP E145 in ...,612.375,8 GB,Ryzen 5 Hexa Core,TP E14 Gen 5,Lenovo,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
HP i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15sfy5006TU in and Light,437.4875,8 GB,Core i3,15s-fy5006TU,HP,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
Lenovo LOQ12th12450HX - (12 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,737.375,12 GB,Core i5,15IAX9,Lenovo,NVIDIA GeForce RTX 2050,39.62 cm (15.6 inch),512 GB
MSI Modern 1513th1355U - (8 GB/512 GB /dows 11 Home) Modern 15 B13M290IN ...,593.7375,8 GB,Core i7,Modern 15 B13M-290IN,MSI,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 5 AIUltra 5 125H - (16 GB/1 TB /dows 11 Home) 16IMH9 in and...,989.875,16 GB,Core Ultra 5,16IMH9,Lenovo,Intel Integrated Arc,40.64 cm (16 inch),1 TB
"DELL Inspiron 15 with Backlit ,13th1334U - (8 GB/512 GB /dows 11 Hom...",661.125,8 GB,Core i5,Inspiron 3530,DELL,Intel Integrated Integrated,39.62 cm (15.6 inch),512 GB
HP 245 G8 5 Quad3500u - (8 GB/512 GB /dows 11 Home) 245 G8 Business,437.375,8 GB,Ryzen 5 Quad Core,245 G8,HP,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
ASUS Vivobook 1512th1235U - (16 GB/512 GB /dows 11 Home) X1502ZAEJ545WS i...,587.375,16 GB,Core i5,X1502ZA-EJ545WS,ASUS,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Acer Aspire 312th1255U - (16 GB/1 TB /dows 11 Home) A32451 in and Light L...,687.375,16 GB,Core i7,A324-51,Acer,Intel Integrated Iris Xe,35.56 cm (14 Inch),1 TB
Acer Aspire 312th1255U - (16 GB/512 GB /dows 11 Home) A32451 in and Light...,624.875,16 GB,Core i7,A324-51,Acer,Intel Integrated Iris Xe,35.56 cm (14 Inch),512 GB
Acer Aspire Lite i3 12th1215U - (8 GB/512 GB /dows 11 Home) AL1552 in and Lig...,399.875,8 GB,Core i3,Aspire Lite,Acer,Intel Integrated Intel HD,39.62 cm (15.6 inch),512 GB
DELL12th1235U - (8 GB/512 GB /dows 11 Home)Inspiron 15in and ...,574.875,8 GB,Core i5,Inspiron 3520,DELL,Intel Integrated UHD,38.0 cm (14.96 inch),512 GB
Lenovo V1411th1135G7 - (8 GB/256 GB /dows 10) V14 in and Light,456.2375,8 GB,Core i5,V14,Lenovo,Intel Integrated Iris XE,35.56 cm (14 inch),256 GB
Lenovo IdeaPad Slim 512th12450H - (16 GB/1 TB /dows 11 Home) 14IAH8 in and...,777.375,16 GB,Core i5,14IAH8,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),1 TB
Acer Swift Go 14AIUltra 5 125H - (16 GB/512 GB /dows 11 Home) SFG14...,999.875,16 GB,Core Ultra 5,SFG14-73T,Acer,Intel Integrated Arc Graphics,35.56 cm (14 Inch),512 GB
Lenovo LOQ12th12450HX - (12 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,737.375,12 GB,Core i5,15IAX9,Lenovo,NVIDIA GeForce RTX 2050,39.62 cm (15.6 inch),512 GB
ASUS Vivobook Go 15 OLED 5 Quad7520U - (8 GB/512 GB /dows 11 Home) E1504FALK521...,562.375,8 GB,Ryzen 5 Quad Core,E1504FA-LK521WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512 GB
MSI Katana 1713th13620H - (16 GB/1 TB /dows 11 Home/6 GB /NVIDIA GeF...,1224.875,16 GB,Core i7,Katana 17 B13VEK-254IN,MSI,NVIDIA GeForce RTX 4050,43.94 cm (17.3 Inch),1 TB
Lenovo IdeaPad Slim 512th12450H - (16 GB/512 GB /dows 11 Home) 14IAH8 in a...,724.875,16 GB,Core i5,14IAH8,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
ASUS Vivobook 15 5 120U - (16 GB/512 GB /dows 11 Home) X1504VAPNJ541WS in and Ligh...,637.375,16 GB,Core 5,X1504VAP-NJ541WS,ASUS,Intel Integrated Intel Graphics,39.62 cm (15.6 Inch),512 GB
HP 5 Hexa5500U - (16 GB/512 GB /dows 11 Home) 15seq2305AU in and Light,562.375,16 GB,Ryzen 5 Hexa Core,15s-eq2305AU,HP,AMD Radeon AMD,39.62 cm (15.6 Inch),512 GB
ASUS Vivobook Go 15 OLED 5 Quad7520U - (16 GB/512 GB /dows 11 Home) E1504FALK54...,637.375,16 GB,Ryzen 5 Quad Core,E1504FA-LK542WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512 GB
Acer Aspire 713th13420H - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA G...,849.875,16 GB,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512 GB
ASUS 5 Quad- (8 GB/512 GB /dows 11 Home) E1404FANK522WS in and Light,474.875,8 GB,Ryzen 5 Quad Core,Vivobook Go 14,ASUS,AMD Radeon,35.56 cm (14 inch),512 GB
ASUS Vivobook Go 14 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1404FANK327WS ...,399.875,8 GB,Ryzen 3 Quad Core,Go 14,ASUS,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
DELL12th1235U - (16 GB/512 GB /dows 11 Home) Inspiron 3520 in and Light La...,637.375,16 GB,Core i5,Inspiron 3520,DELL,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 3 3 Quad7320U - (8 GB/512 GB /dows 11 Home) 15AMN8 in and ...,412.375,8 GB,Ryzen 3 Quad Core,Slim 3,Lenovo,AMD Radeon 610M,39.62 cm (15.6 Inch),512 GB
HPi3 N305 - (8 GB/512 GB /dows 11 Home) 15fd0123TU in and Light,418.625,8 GB,Core i3,15-fd0123TU,HP,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,474.875,8 GB,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
ASUS Vivobook i3 12th1215U - (8 GB/512 GB /dows 11 Home) X1504ZANJ325WS in an...,412.375,8 GB,Core i3,15,ASUS,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
HP Pavilion Ultra 5 125U - (16 GB/1 TB /dows 11 Home) 16af0056TU in and Light Lapt...,987.375,16 GB,Core Ultra 5,16-af0056TU,HP,Intel Integrated Graphics,40.64 cm (16 inch),1 TB
Lenovo Legion 513th13650HX - (24 GB/512 GB /dows 11 Home/8 GB /NVIDI...,1533.625,24 GB,Core i7,15IRX9,Lenovo,NVIDIA GeForce RTX 4060,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 3 5 Quad7520U - (8 GB/512 GB /dows 11 Home) 14AMN8 in and ...,502.375,8 GB,Ryzen 5 Quad Core,14AMN8,Lenovo,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,684.9875,16 GB,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Acer Aspire 313th1334U - (16 GB/512 GB /dows 11 Home) A32453 in and Light...,612.375,16 GB,Core i5,A324-53,Acer,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
Infinix GT Book13th13420H - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA...,937.375,16 GB,Core i5,GTBook,Infinix,NVIDIA GeForce RTX 4050,40.64 cm (16 inch),512 GB
Infinix Y1 Plus NeoCeleron Quad11thN5100 - (4 GB/128 GB /dows 11 Home) XL30 ...,224.875,4 GB,Celeron Quad Core,XL30,Infinix,Intel Integrated UHD,39.62 cm (15.6 Inch),128 GB
Acer Swift Go 14AIUltra 7 155H - (16 GB/1 TB /dows 11 Home) SFG1473...,1062.375,16 GB,Core Ultra 7,SFG14-73T,Acer,Intel Integrated Arc Graphics,35.56 cm (14 Inch),1 TB
HP Envy x36013th1335U - (16 GB/512 GB /dows 11 Home) 15fe0027TU,937.4875,16 GB,Core i5,15-fe0027TU,HP,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
HP G8 Series11th® ™ 1135G - (8 GB/512 GB /dows 11 Home) 240 G8 B...,510.5,8 GB,Core i5,240 G8,HP,Intel Integrated Intel® Iris® X? Graphics,35.56 cm (14 inch),512 GB
Acer Extensa 5 Quad7520U - (8 GB/512 GB /dows 11 Home) EX21523,637.4875,8 GB,Ryzen 5 Quad Core,EX215-23,Acer,AMD Radeon AMD,39.62 cm (15.6 Inch),512 GB
Acer Aspire 713th13420H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA G...,724.875,16 GB,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 3 i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15IAU7 in and...,427.5,8 GB,Core i3,15IAU7,Lenovo,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
ASUS Vivobook S 15 OLEDEVO HSeries13th13500H - (16 GB/512 GB /dows 1...,962.375,16 GB,Core i5,S5504VA-MA541WS,ASUS,Intel Integrated Iris Xe,39.62 cm (15.6 inch),512 GB
"ASUS Vivobook 16X for Creator,12th12500H - (8 GB/512 GB /dows 11 Home/4 GB G...",712.375,8 GB,Core i5,K3605ZF-RP258W,ASUS,NVIDIA GeForce RTX 2050,40.64 cm (16 Inch),512 GB
DELL12th1235U - (16 GB/512 GB /dows 11 Home) Inspiron 3520 in and Light La...,637.375,16 GB,Core i5,Inspiron 3520,DELL,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
Acer Nitro V 7 Octa7735HS - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA GeF...,1037.375,16 GB,Ryzen 7 Octa Core,ANV15-41,Acer,NVIDIA GeForce RTX 4050,39.62 cm (15.6 Inch),512 GB
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,474.875,8 GB,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
MSI Modern 14 i3 12th1215U - (8 GB/512 GB /dows 11 Home) Modern 14 C12MO Busines...,399.875,8 GB,Core i3,Modern 14 C12MO,MSI,Intel Integrated Iris Xe,35.56 cm (14 inch),512 GB
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,684.9875,16 GB,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
HP Ultra 5 125H - (16 GB/512 GB /dows 11 Home) 14gr1022TU in and Light,849.875,16 GB,Core Ultra 5,14-gr1022TU,HP,Intel Integrated Intel Arc,35.56 cm (14 Inch),512 GB
HP 245G9 3 Dual3 3250U - (8 GB/512 GB /dows 11 Home) 245 G8 Business L...,312.4875,8 GB,Ryzen 3 Dual Core,245 G8,HP,AMD Radeon AMD Radeon™ Graphics,35.56 cm (14 inch),512 GB
HP OMEN13th13420H - (16 GB/512 GB /dows 11 Home/6 GB /NVIDIA GeForce...,1099.875,16 GB,Core i5,16-wd0880TX,HP,NVIDIA GeForce RTX 4050,40.89 cm (16.1 Inch),512 GB
ASUS Vivobook 1512th- (16 GB/512 GB /dows 11 Home) X1504ZANJ542WS in and ...,579.875,16 GB,Core i5,Vivobook 15,ASUS,Intel Integrated Intel Hd,39.62 cm (15.6 inch),512 GB
"ASUS Vivobook 15, with Backlit ,12th1235U - (16 GB/512 GB /dows 11 H...",656.25,16 GB,Core i5,X1504ZA-NJ541WS,ASUS,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
HP 250R G9 i3 13th1315U - (8 GB/512 GB /dows 11 Home) 42V68PA in and Light Lap...,399.875,8 GB,Core i3,250,HP,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
"DELL Inspiron 15 with Backlit ,12th1235U - (8 GB/512 GB /dows 11 Hom...",637.375,8 GB,Core i5,Inspiron 3520,DELL,Intel Integrated Integrated,39.62 cm (15.6 Inch),512 GB
HP G10 i3 13th1315UBoost with Finger Print - (16 GB/512 GB /dows 11 ) ...,429.875,16 GB,Core i3,250R G10,HP,Intel Integrated Intel IrisXe Graphics,39.62 cm (15.6 inch),512 GB
Acer Aspire 713th13420H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA G...,724.875,16 GB,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 3 i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15IAU7 in and...,427.5,8 GB,Core i3,15IAU7,Lenovo,Intel Integrated UHD,39.62 cm (15.6 inch),512 GB
HP G10 i3 13th1315UBoost with Finger Print - (16 GB/512 GB /dows 11 ) ...,429.875,16 GB,Core i3,250R G10,HP,Intel Integrated Intel IrisXe Graphics,39.62 cm (15.6 inch),512 GB
MSI Modern 1512th1255U - (16 GB/1 TB /dows 11 Home) Modern 15 B12MO815IN ...,637.375,16 GB,Core i7,Modern 15 B12MO-815IN,MSI,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1 TB
MSI Modern 1512th1255U - (16 GB/512 GB /dows 11 Home) Modern 15 B12MO816IN ...,612.375,16 GB,Core i7,Modern 15 B12MO-816IN,MSI,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512 GB
Infinix X3 Slim 12th1255U - (16 GB/512 GB /dows 11 Home) XL422 in and...,537.375,16 GB,Core i7,XL422,Infinix,Intel Integrated Iris Xe,35.56 cm (14 Inch),512 GB
DELL i3 12th1215U - (8 GB/256 GB /dows 11 Home) Inspiron 3520 in and Light Lap...,412.375,8 GB,Core i3,Inspiron 3520,DELL,Intel Integrated UHD,39.62 cm (15.6 Inch),256 GB
Infinix Y1 Plus NeoCeleron Quad11thN5100 - (4 GB/128 GB /dows 11 Home) XL30 ...,224.875,4 GB,Celeron Quad Core,XL30,Infinix,Intel Integrated UHD,39.62 cm (15.6 Inch),128 GB
Lenovo12th12450H - (16 GB/1 TB /dows 11 Home) 83BF0043IN in and Light Lapt...,777.375,16 GB,Core i5,Ideapad Slim 5i,Lenovo,Intel Integrated Integrated Intel® UHD Graphics,35.56 cm (14 inch),1 TB
Lenovo V15 3 Quad7320U - (8 GB/512 GB /DOS) V15 G4 in and Light,338.75,8 GB,Ryzen 3 Quad Core,V15 G4,Lenovo,AMD Radeon AMD,39.62 cm (15.6 Inch),512 GB
MSI Cyborg 1512th12450H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA G...,712.375,16 GB,Core i5,Cyborg 15 A12UCX-264IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512 GB
Acer One i3 11th1115G4 - (8 GB/512 GB /dows 11 Home) AO 14 Z 8415 in and Ligh...,324.875,8 GB,Core i3,Z8-415,Acer,Intel Integrated Integrated,35.56 cm (14 Inch),512 GB
MSI Modern 15 i3 12th1215U - (16 GB/512 GB /dows 11 Home) Modern 15 B12MO612IN ...,431.2375,16 GB,Core i3,Modern 15 B12MO-612IN,MSI,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Slim 312th12450H - (16 GB/512 GB /dows 11 Home) 14IAH8 in a...,688.625,16 GB,Core i5,14IAH8,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512 GB
"ASUS Vivobook S 15 OLED Powered,EVO H Series, AIUltra 7 155H - (16 GB/1 TB /W...",1087.375,16 GB,Core Ultra 7,S5506MA-MA751WS,ASUS,Intel Integrated Arc,39.62 cm (15.6 Inch),1 TB
Lenovo IdeaPad Flex 5 7 Octa7730U - (16 GB/512 GB /dows 11 Home) 14ABR8 2 in 1 L...,873.625,16 GB,Ryzen 7 Octa Core,14ABR8,Lenovo,AMD Radeon AMD,35.56 cm (14 Inch),512 GB
Lenovo IdeaPad Slim 3 5 120U - (16 GB/512 GB /dows 11 Home) 15IRU9 in and Light Lap...,777.375,16 GB,Core 5,15IRU9,Lenovo,Intel Integrated UHD,39.62 cm (15.6 Inch),512 GB
Lenovo IdeaPad Flex 5 i3 13th1315U - (8 GB/512 GB /dows 11 Home) 14IRU8 2 in 1 L...,734.375,8 GB,Core i3,14IRU8,Lenovo,Intel Integrated UHD,35.56 cm (14 inch),512 GB
