Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,499.875,8.0,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-01-29
HP 15 (2024) 3 Quad7320U - (8 GB/512 GB /dows 11 Home) 15fc0154AU in and Ligh...,424.875,8.0,Ryzen 3 Quad Core,15-fc0154AU,HP,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS Vivobook 15 i3 12th1215U - (8 GB/512 GB /dows 11 Home) X1504ZANJ322WS in...,399.875,8.0,Core i3,X1504ZA-NJ322WS,ASUS,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-01-29
HP 15s i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15sfy5003TU in and Light La...,434.875,8.0,Core i3,15s-fy5003TU,HP,Intel Integrated UHD,39.62 cm (15.6 inch),512.0,2025-01-29
MSI in 1512th12450H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,649.875,16.0,Core i5,Thin 15 B12UCX-1695IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512.0,2025-01-29
Acer Aspire 713th13420H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA G...,724.875,16.0,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512.0,2025-01-29
"ASUS Vivobook 15, with Backlit , i3 12th1215U - (8 GB/512 GB /dows 11 Ho...",399.875,8.0,Core i3,Vivobook 15,ASUS,Intel Integrated Integrated Intel® UHD Graphics,39.62 cm (15.6 Inch),512.0,2025-01-29
HP13th1334U - (16 GB/512 GB /dows 11 Home) 15fd0315TU in and Light,699.875,16.0,Core i5,15-fd0315TU,HP,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS Vivobook 15 i3 12th1215U - (16 GB/512 GB /dows 11 Home) X1504ZANJ342WS i...,437.375,16.0,Core i3,X1504ZA-NJ342WS,ASUS,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS Vivobook 15 i3 12th1215U - (16 GB/512 GB /dows 11 Home) X1502ZAEJ993WS i...,437.375,16.0,Core i3,X1502ZA-EJ993WS,ASUS,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS Vivobook Go 15 OLED 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1504FALK323...,587.375,8.0,Ryzen 3 Quad Core,E1504FA-LK323WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-01-29
"ASUS Vivobook 15, with Backlit ,12th1235U - (16 GB/512 GB /dows 11 H...",587.375,16.0,Core i5,X1504ZA-NJ540WS|X1504ZA-NJ542WS,ASUS,Intel Integrated Integrated,39.62 cm (15.6 Inch),512.0,2025-01-29
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,787.375,16.0,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-01-29
Lenovo IdeaPad Slim 312th12450H - (8 GB/512 GB /dows 11 Home) 14IAH8 in an...,623.625,8.0,Core i5,14IAH8,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512.0,2025-01-29
ASUS Vivobook S 15 OLEDEVO HSeries13th13500H - (16 GB/512 GB /dows 1...,949.875,16.0,Core i5,S5504VA-MA541WS,ASUS,Intel Integrated Iris Xe,39.62 cm (15.6 inch),512.0,2025-01-29
ASUS Vivobook 15 i3 12th1215U - (8 GB/512 GB /dows 11 Home) X1502ZAEJ953WS in...,537.375,8.0,Core i3,X1502ZA-EJ953WS,ASUS,Intel Integrated Integrated,39.62 cm (15.6 Inch),512.0,2025-01-29
HP 5 Hexa5500U - (8 GB/512 GB /dows 11 Home) 15seq2144au in and Light,462.375,8.0,Ryzen 5 Hexa Core,15s- eq2144au,HP,AMD Radeon AMD,39.62 cm (15.6 inch),512.0,2025-01-29
Lenovo IdeaPad 1Celeron DualN4020 - (8 GB/512 GB /dows 11 Home) 14IGL7 in and Lig...,299.875,8.0,Celeron Dual Core,14IGL7,Lenovo,Intel Integrated UHD,35.56 cm (14 Inch),512.0,2025-01-29
ASUS Vivobook 1512th1235U - (16 GB/512 GB /dows 11 Home) X1504ZANJ549WS i...,581.125,16.0,Core i5,X1504ZA-NJ549WS,ASUS,Intel Integrated Integrated,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS Vivobook Go 15 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1504FANJ322WS ...,373.75,8.0,Ryzen 3 Quad Core,E1504FA-NJ322WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS TUFF17 - AI Powered 11th11400H - (8 GB/512 GB /dows 11 Ho...,652.375,8.0,Core i5,FX706HF-HX018W,ASUS,NVIDIA GeForce RTX 2050,43.94 cm (17.3 Inch),512.0,2025-01-29
Acer Chromebook Plus Google AI i3 N305 - (8 GB/256 GB /Chrome OS) CB5144H39T7 Chromebo...,249.875,8.0,Core i3,Chromebook Plus,Acer,Intel Integrated UHD,35.56 cm (14 Inch),256.0,2025-01-29
HP 15 (2024) 3 Quad7320U - (8 GB/512 GB /dows 11 Home) 15fc0154AU in and Ligh...,424.875,8.0,Ryzen 3 Quad Core,15-fc0154AU,HP,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-01-29
ASUS TUFF15 - AI Powered 11th11260H - (8 GB/512 GB /dows 11 Ho...,599.875,8.0,Core i5,Gaming F15,ASUS,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512.0,2025-01-29
Acer Swift Go 14AIUltra 5 125H - (16 GB/512 GB /dows 11 Home) SFG14...,999.875,16.0,Core Ultra 5,SFG14-73T,Acer,Intel Integrated Arc Graphics,35.56 cm (14 Inch),512.0,2025-01-29
SAMSUNG Galaxy Book4 Metal i3 13th1315U - (8 GB/512 GB /dows 11 Home) NP750XGJL...,499.875,8.0,Core i3,NP750XGJ-LG4IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-01-29
Acer Swift Go 14 5 Hexa7430U - (16 GB/512 GB /dows 11 Home) SFG1441R6G9 in a...,499.9875,16.0,Ryzen 5 Hexa Core,SFG14-41,Acer,AMD Radeon AMD,35.56 cm (14 Inch),512.0,2025-01-29
DELL i3 12th1215U - (8 GB/512 GB /dows 11 Home) Inspiron 3520 in and Light Lap...,428.125,8.0,Core i3,Inspiron 3520,DELL,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-01-29
Acer Aspire12th12450H - (16 GB/512 GB /dows 11 Home) AL1552H in and Light...,624.875,16.0,Core i5,Aspire Lite,Acer,Intel Integrated UHD,39.62 cm (15.6 inch),512.0,2025-01-29
ASUS Vivobook Go 15 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1504FANJ321WS ...,373.5625,8.0,Ryzen 3 Quad Core,E1504FA-NJ321WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-01-29
SAMSUNG Galaxy Book413th1335U - (16 GB/512 GB /dows 11 Home) NP750XGJKG2IN ...,787.375,16.0,Core i5,NP750XGJ-KG2IN / NP750XGJ-LG2IN,SAMSUNG,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-01-29
