Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
HP 5 Hexa5500U - (8 GB/512 GB /dows 11 Home) 15seq2144au in and Light,472.5,8.0,Ryzen 5 Hexa Core,15s- eq2144au,HP,AMD Radeon AMD,39.62 cm (15.6 inch),512.0,2025-02-08
ASUS Vivobook Go 14 5 Quad7520U - (8 GB/512 GB /dows 11 Home) E1404FANK521WS ...,474.875,8.0,Ryzen 5 Quad Core,E1404FA-NK521WS,ASUS,AMD Radeon Radeon,35.56 cm (14 Inch),512.0,2025-02-08
Lenovo IdeaPad Slim 3 i3 13th1305U - (8 GB/512 GB /dows 11 Home) 15IRU8 in and...,459.875,8.0,Core i3,15IRU8,Lenovo,Intel Integrated UHD,39.62 cm (15.6 inch),512.0,2025-02-08
Lenovo IdeaPad Slim 513th13500H - (16 GB/512 GB /dows 11 Home) 16IRL8 in a...,831.125,16.0,Core i5,Slim 5,Lenovo,Intel Integrated Iris Xe,40.64 cm (16 Inch),512.0,2025-02-08
ASUS Vivobook Go 15 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1504FANJ322WS ...,399.875,8.0,Ryzen 3 Quad Core,E1504FA-NJ322WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
Acer Aspire 713th13420H - (8 GB/512 GB /dows 11 Home/4 GB /NVIDIA Ge...,687.375,8.0,Core i5,A715-79G,Acer,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512.0,2025-02-08
MSI in 1512th12650H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,749.875,16.0,Core i7,Thin 15 B12UCX-1694IN,MSI,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),512.0,2025-02-08
ASUS Vivobook Go 15 5 Quad7520U - (8 GB/512 GB /dows 11 Home) E1504FANJ133WS | ...,473.75,8.0,Ryzen 5 Quad Core,E1504FA-NJ522WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
Acer Aspire 3 i3 12th- (8 GB/512 GB /dows 11 Home) A31559 in and Light,368.625,8.0,Core i3,Aspire 3,Acer,Intel Integrated UHD Graphics,39.62 cm (15.6 inch),512.0,2025-02-08
Lenovo Lenovo V15 G3 IAP12th1235U - (16 GB/512 GB /dows 11 Home) 82TTA07RIH ...,510.5,16.0,Core i5,82TTA07RIH,Lenovo,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-02-08
MSI Modern 1412th1255U - (8 GB/512 GB /dows 11 Home) Modern 14 C12M670IN ...,987.375,8.0,Core i7,Modern 14 C12M-670IN,MSI,Intel Integrated Iris Xe,35.56 cm (14 Inch),512.0,2025-02-08
MSI in 1513th13620H - (16 GB/512 GB /dows 11 Home/4 GB /NVIDIA GeF...,893.625,16.0,Core i7,Thin 15 B13UC-1804IN,MSI,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512.0,2025-02-08
ASUS Vivobook Go 15 OLED 5 Quad7520U - (8 GB/512 GB /dows 11 Home) E1504FALK523...,562.375,8.0,Ryzen 5 Quad Core,E1504FA-LK523WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
Acer Aspire i3 13th1305U - (16 GB/512 GB /dows 11 Home) AL1553,424.875,16.0,Core i3,Aspire Lite,Acer,Intel Integrated UHD,39.62 cm (15.6 inch),512.0,2025-02-08
Lenovo IdeaPad Slim 513th13500H - (16 GB/512 GB /dows 11 Home) 16IRL8 in a...,831.125,16.0,Core i5,Slim 5,Lenovo,Intel Integrated Iris Xe,40.64 cm (16 Inch),512.0,2025-02-08
DELL Inspiron13th1335U - (8 GB/512 GB /dows 11 Home) Inspiron 5430 in and ...,648.625,8.0,Core i5,Inspiron 5430,DELL,Intel Integrated Integrated,35.56 cm (14 Inch),512.0,2025-02-08
ASUS Vivobook 15 i3 13th1315U - (8 GB/512 GB /dows 11 Home) X1504VANJ320WS in...,474.875,8.0,Core i3,X1504VA-NJ320WS,ASUS,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-02-08
Lenovo IdeaPad Slim 313th13420H - (16 GB/512 GB /dows 11 Home) 15IRH8 in a...,726.125,16.0,Core i5,15IRH8,Lenovo,Intel Integrated UHD,39.62 cm (15.6 Inch),512.0,2025-02-08
Lenovo LOQ 5 Quad7235HS - (24 GB/512 GB /dows 11 Home/6 GB /NVIDIA GeFor...,837.375,24.0,Ryzen 5 Quad Core,15ARP9,Lenovo,NVIDIA GeForce RTX 3050,39.62 cm (15.6 Inch),512.0,2025-02-08
Lenovo LOQ 7 Octa7435HS - (24 GB/512 GB /dows 11 Home/8 GB /NVIDIA GeFor...,1124.875,24.0,Ryzen 7 Octa Core,15ARP9,Lenovo,NVIDIA GeForce RTX 4060,39.62 cm (15.6 Inch),512.0,2025-02-08
ASUS TUFA15 7 Octa7435HS - (16 GB/512 GB /dows 11 Home/4 GB /NVI...,737.375,16.0,Ryzen 7 Octa Core,Gaming A15,ASUS,NVIDIA GeForce RTX 2050,39.62 cm (15.6 inch),512.0,2025-02-08
Acer Aspire 3 i3 12th- (8 GB/512 GB /dows 11 Home) A31559 in and Light,368.625,8.0,Core i3,Aspire 3,Acer,Intel Integrated UHD Graphics,39.62 cm (15.6 inch),512.0,2025-02-08
Lenovo Lenovo V15 G3 IAP12th1235U - (16 GB/512 GB /dows 11 Home) 82TTA07RIH ...,510.5,16.0,Core i5,82TTA07RIH,Lenovo,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),512.0,2025-02-08
ASUS Vivobook Go 15 OLED 5 Quad7520U - (8 GB/512 GB /dows 11 Home) E1504FALK521...,562.375,8.0,Ryzen 5 Quad Core,E1504FA-LK521WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
Lenovo IdeaPad 1 7 Octa5700U - (16 GB/512 GB /dows 11 Home) 15ALC7 in and Ligh...,571.125,16.0,Ryzen 7 Octa Core,15ALC7,Lenovo,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
HP 245G93 Dual3rd3 3250U - (8 GB/512 GB /dows 11 Home) 24...,312.4875,8.0,Ryzen 3 Dual Core,245 g9,HP,AMD Radeon AMD Radeon™ Graphics,35.56 cm (14 inch),512.0,2025-02-08
ASUS Vivobook Go 15 OLED 3 Quad7320U - (8 GB/512 GB /dows 11 Home) E1504FALK322...,462.375,8.0,Ryzen 3 Quad Core,E1504FA-LK322WS,ASUS,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
Acer Predator Neo13th13500HX - (16 GB/512 GB /dows 11 Home/6 GB /NVI...,1187.375,16.0,Core i5,PHN16-71,Acer,NVIDIA GeForce RTX 4050,40.64 cm (16 Inch),512.0,2025-02-08
HP 15s i3 12th1215U - (8 GB/512 GB /dows 11 Home) 15sfq5007TU in and Light La...,624.875,8.0,Core i3,15s-fq5007TU,HP,Intel Integrated UHD,39.62 cm (15.6 inch),512.0,2025-02-08
HP Pavilion Aero 5 Hexa7535U - (16 GB/512 GB /dows 11 Home) 13BE2056AU in and...,887.375,16.0,Ryzen 5 Hexa Core,13-BE2056AU,HP,AMD Radeon AMD,33.78 cm (13.3 Inch),512.0,2025-02-08
Acer Aspire Lite 7 Octa5700U - (16 GB/512 GB /dows 11 Home) AL1541 in and Lig...,512.375,16.0,Ryzen 7 Octa Core,AL15-41,Acer,AMD Radeon AMD,39.62 cm (15.6 Inch),512.0,2025-02-08
