title,price,image_url,promo,coupon,collection_date
"Lenovo ThinkPad P70 Laptop | 17.3"" 1920x1080 FHD | Core i7-6700HQ - 128GB SSD Hard Drive - 16GB RAM | 4 cores @ 3.5 GHz Win 10 Pro Black",Price not available,https://m.media-amazon.com/images/I/51SbNgAhS0L._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:10:56
"Lenovo ThinkPad T16 Gen 2 Intel Laptop (2023) | 16"" 3840x2400 4k | Core i7-1365U - 1TB SSD Hard Drive - 32GB RAM | 10 cores @ 5.2 GHz Win 11 Pro Black",Price not available,https://m.media-amazon.com/images/I/61PmiVdPwLL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:10:56
"Dell Inspiron 3505 Laptop (2020) | 15.6"" HD | Core Ryzen 5-128GB SSD Hard Drive + 1TB Hard Drive - 32GB RAM | 4 Cores @ 3.5 GHz Win 10 Home (Renewed)",$714.94,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:10:56
"Lenovo IdeaPad Slim 3 15IRU8 Laptop (2023) | 15.6"" 1920x1080 FHD | Core i5-1335U - 512GB SSD Hard Drive - 8GB RAM | 10 cores @ 4.6 GHz Win 10 Home Blue","$1,310.99",https://m.media-amazon.com/images/I/51Iym2s47NL._AC_UY218_.jpg,Jan 21 - 24,No coupon,2025-01-12 19:10:56
"HP EliteBook 645 G10 Laptop (2023) | 14"" 1920x1080 FHD | Ryzen 7-7730U - 512GB SSD Hard Drive - 32GB RAM | 8 cores @ 4.5 GHz Win 11 Pro Black","$2,355.99",https://m.media-amazon.com/images/I/61wgTGyyU-L._AC_UY218_.jpg,Jan 21 - 24,No coupon,2025-01-12 19:10:56
"Dell Inspiron 3505 Laptop | 15.6"" 1920x1080 FHD | Ryzen 5-3450U - 500GB HDD + 2TB SSD Hard Drive - 64GB RAM | 4 cores @ 3.5 GHz Win 10 Home Black",Price not available,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:10:56
"Lenovo ThinkPad T14s Gen 5 Intel Laptop (2023) | 14"" 1920x1200 FHD+ | Core Ultra 5-125U - 256GB SSD Hard Drive - 16GB RAM | 12 cores @ 4.3 GHz Win 10 Pro Black","$1,678.99",https://m.media-amazon.com/images/I/61GWWUCkI5L._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:10:56
"HP EliteBook 860 G10 Laptop (2023) | 16"" 1920x1200 FHD+ | Core i7-1360P - 1TB SSD Hard Drive - 16GB RAM | 12 cores @ 5 GHz Win 10 Pro Black (Renewed)","$1,995.99",https://m.media-amazon.com/images/I/71nU5w4fETL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:10:56
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,https://m.media-amazon.com/images/I/61s6bh84g5L._AC_UY218_.jpg,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 19:10:56
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,https://m.media-amazon.com/images/I/81StbXTGn1L._AC_UY218_.jpg,"Wed, Jan 22",No coupon,2025-01-12 19:10:56
"17.3 Inch Laptops Computer, Laptop with Celeron J4105 Processor(up to 2.5 GHz), 8GB DDR4 256GB SSD Notebook, 8000mAh, Webcam, Mini HDMI, Dual WiFi, Type-C, USB3.2 * 2(Gray)",$849.99,https://m.media-amazon.com/images/I/71fBFBDNPXL._AC_UY218_.jpg,"Thu, Jan 23",No coupon,2025-01-12 19:11:14
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,https://m.media-amazon.com/images/I/81OaP1sXqlL._AC_UY218_.jpg,"Thu, Jan 23",30% off coupon applied,2025-01-12 19:11:14
"Dell Latitude 5450 Laptop (2024) Touch | 14"" 1920x1080 FHD | Core Ultra 7-165H - 256GB SSD Hard Drive - 32GB RAM | 16 cores @ 5.0 GHz Win 11 Pro Black (Renewed)","$1,265.99",https://m.media-amazon.com/images/I/71Da4jRSrGL._AC_UY218_.jpg,Jan 16 - 21,No coupon,2025-01-12 19:11:14
"Dell Inspiron 3505 Laptop (2020) | 15.6"" HD | Core Ryzen 5-512GB SSD Hard Drive + 1TB Hard Drive - 32GB RAM | 4 Cores @ 3.5 GHz Win 10 Home (Renewed)",$780.51,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"Dell Inspiron 3505 Laptop (2020) | 15.6"" FHD Touch | Core Ryzen 5-1TB SSD Hard Drive - 16GB RAM | 4 Cores @ 3.5 GHz Win 10 Pro (Renewed)",$769.78,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"HP ZBook Firefly 15 G8 Laptop | 15.6"" 1920x1080 FHD | Core i5-1145G7-256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.4 GHz Win 10 Pro Silver","$2,271.99",https://m.media-amazon.com/images/I/61+E4Rb+5iL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"HP EliteBook 645 G10 Laptop (2023) | 14"" 1920x1080 FHD | Ryzen 5-7530U - 512GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.5 GHz Win 11 Pro Black","$2,480.26",https://m.media-amazon.com/images/I/61wgTGyyU-L._AC_UY218_.jpg,Jan 21 - 24,No coupon,2025-01-12 19:11:14
"Dell Inspiron 3505 Laptop | 15.6"" 1920x1080 FHD | Ryzen 5-3450U - 256GB SSD + 1TB HDD Hard Drive - 64GB RAM | 4 cores @ 3.5 GHz Win 10 Home Black",Price not available,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:14
"Dell Inspiron 3505 Laptop (2020) | 15.6"" HD | Core Ryzen 5-2TB SSD Hard Drive + 1TB Hard Drive - 32GB RAM | 4 Cores @ 3.5 GHz Win 10 Home (Renewed)",$885.48,https://m.media-amazon.com/images/I/31JI7lEZJyL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"HP 15-DW300 Laptop | 15"" 1366x768 HD | Core i7-1165G7-2TB SSD Hard Drive - 32GB RAM | 4 cores @ 4.7 GHz Win 11 Home Black","$1,582.99",https://m.media-amazon.com/images/I/6141MYDfAmL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"15.6"" FHD 1920X1080 Screen Laptop, High Performance Quad-Core Celeron N5095 Processors, 12GB DDR4 512GB SSD Computers Laptop, 2.4G/5G WiFi, Bluetooth 4.2, Webcam(Gray)",$799.99,https://m.media-amazon.com/images/I/71Crmel8LuL._AC_UY218_.jpg,"Fri, Jan 24",No coupon,2025-01-12 19:11:14
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,https://m.media-amazon.com/images/I/61zm4wpWJyL._AC_UY218_.jpg,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 19:11:14
"Dell Latitude 7300 Laptop | 13.3"" 1920x1080 FHD | Core i7-8665U - 256GB SSD Hard Drive - 32GB RAM | 4 cores @ 4.8 GHz Win 11 Pro Silver",Price not available,https://m.media-amazon.com/images/I/61Qi1LsD5TS._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:14
"Dell Vostro 5410 Laptop | 14"" 1920x1080 FHD | Core i7-11370H - 512GB SSD Hard Drive - 16GB RAM - Nvidia GeForce MX450 | 4 cores @ 4.8 GHz - 2GB GDDR5 Win 10 Pro Silver","$1,705.99",https://m.media-amazon.com/images/I/81hEU2Y-JKL._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:14
"Dell Precision M7530 Workstation Laptop (2018) | 15.6"" FHD | Core i7-512GB SSD Hard Drive - 32GB RAM - Quadro P1000 | 6 Cores @ 4.3 GHz Win 10 Home (Renewed)","$1,117.41",https://m.media-amazon.com/images/I/61Cf1A-GiuS._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"Lenovo ThinkBook 13s G3 ACN Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-5600U - 512GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.2 GHz Win 11 Pro Silver (Renewed)","$2,221.30",https://m.media-amazon.com/images/I/61P-BRGQXnL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"Dell Latitude 5450 Laptop (2024) | 14"" 1920x1080 FHD | Core Ultra 7-165H - 512GB SSD Hard Drive - 16GB RAM | 16 cores @ 5.0 GHz Win 11 Pro Black (Renewed)","$1,232.99",https://m.media-amazon.com/images/I/71Da4jRSrGL._AC_UY218_.jpg,Jan 16 - 21,No coupon,2025-01-12 19:11:14
"Dell Precision M7530 Workstation Laptop | 15.6"" 1920x1080 FHD | Xeon E - 2176M - 512GB SSD + 2TB HDD Hard Drive - 64GB RAM - Nvidia Quadro P2000 | 6 cores @ 4.4 GHz - 5GB GDDR5 Win 10 Pro (Renewed)","$1,133.99",https://m.media-amazon.com/images/I/61Cf1A-GiuS._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:14
"Lenovo ThinkCentre M700 SFF Desktop Computer with 24 Inch Monitor, 6th Gen Dual Core i3-6100, 16GB DDR4 RAM 512GB SSD, VGA, DP, Keyboard & Mouse, WiFi, BT, Windows 10 Pro (Renewed)",$550.96,https://m.media-amazon.com/images/I/71VhimCFRcL._AC_UY218_.jpg,Jan 21 - 24,No coupon,2025-01-12 19:11:14
"HP 17-CN300 Laptop (2023) | 17"" 1600x900 HD+ | Core i5-1335U - 512GB SSD Hard Drive - 12GB RAM | 10 cores @ 4.6 GHz Win 11 Home Black",$784.94,https://m.media-amazon.com/images/I/61askDyF8ML._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:14
"StarTech.com HPE J9283B Compatible 3m 10G SFP+ to SFP+ DAC Twinax - 10GbE SFP+ Copper DAC 10 Gbps Low Power Passive Mini GBIC/Transceiver Module DAC Firepower 1040 (J9283BST), (3m/9.8ft)",$49.41,https://m.media-amazon.com/images/I/51BYlhxYIFL._AC_UY218_.jpg,"Fri, Jan 24",No coupon,2025-01-12 19:11:14
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,https://m.media-amazon.com/images/I/81StbXTGn1L._AC_UY218_.jpg,"Wed, Jan 22",No coupon,2025-01-12 19:11:14
"17.3 Inch Laptops Computer, Laptop with Celeron J4105 Processor(up to 2.5 GHz), 8GB DDR4 256GB SSD Notebook, 8000mAh, Webcam, Mini HDMI, Dual WiFi, Type-C, USB3.2 * 2(Gray)",$849.99,https://m.media-amazon.com/images/I/71fBFBDNPXL._AC_UY218_.jpg,"Thu, Jan 23",No coupon,2025-01-12 19:11:22
"15.6"" FHD 1920X1080 Screen Laptop, High Performance Quad-Core Celeron N5095 Processors, 12GB DDR4 512GB SSD Computers Laptop, 2.4G/5G WiFi, Bluetooth 4.2, Webcam(Gray)",$799.99,https://m.media-amazon.com/images/I/71Crmel8LuL._AC_UY218_.jpg,"Fri, Jan 24",No coupon,2025-01-12 19:11:22
"Dell Latitude 5000 5501 Laptop (2019) | 15.6"" FHD Touch | Core i7-512GB SSD Hard Drive - 32GB RAM | 6 Cores @ 4.6 GHz Win 10 Home (Renewed)","$1,006.99",https://m.media-amazon.com/images/I/51Y931Yyw+S._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:22
"Lenovo IdeaPad 5 14ALC05 Laptop | 14"" 1920x1080 FHD | Ryzen 5-5500U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.0 GHz Win 11 Home Silver","$1,461.99",https://m.media-amazon.com/images/I/618f-Bv1kpL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:22
"HP EliteBook 845 G10 Laptop (2023) | 14"" 1920x1200 FHD+ | Ryzen 7-7840U - 512GB SSD Hard Drive - 16GB RAM | 8 cores @ 5.1 GHz Win 11 Pro Black","$1,423.99",https://m.media-amazon.com/images/I/41wYdnumbqL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:22
"Lenovo ThinkPad L15 Gen 4 Intel Laptop (2023) | 15.6"" 1920x1080 FHD | Core i7-1365U - 512GB SSD Hard Drive - 16GB RAM | 10 cores @ 5.2 GHz Win 11 Pro Black",Price not available,https://m.media-amazon.com/images/I/51bGC3Xyx3L._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"Dell Latitude 5000 5501 Laptop (2019) | 15.6"" FHD Touch | Core i7-1TB SSD Hard Drive - 32GB RAM | 6 Cores @ 4.6 GHz Win 10 Pro (Renewed)","$1,042.99",https://m.media-amazon.com/images/I/51Y931Yyw+S._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:22
"Lenovo IdeaPad Flex 5 15ITL05 2-in-1 Laptop | 15.6"" 1920x1080 FHD | Core i7-1165G7-512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.7 GHz Win 11 Home Silver",Price not available,https://m.media-amazon.com/images/I/51uchuBYZVL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"HP EliteBook x360 830 G10 2-in-1 Laptop (2023) | 13.3"" 1920x1080 FHD | Core i5-1335U - 1TB SSD Hard Drive - 8GB RAM | 10 cores @ 4.6 GHz Win 11 Pro Silver",Price not available,https://m.media-amazon.com/images/I/614Dj1cjTeL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"Dell Latitude 7390 Laptop | 13.3"" 1920x1080 FHD | Core i7-8650U - 16GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Black (Renewed)",$551.99,https://m.media-amazon.com/images/I/61lTQSMXA1S._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:22
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,https://m.media-amazon.com/images/I/61zm4wpWJyL._AC_UY218_.jpg,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 19:11:22
"P3 Gaming Mini PC, AMD Ryzen 6900HX Processor Mini Computer(8Cores/16Threads, up to 4.9GHz) 32GB DDR5, 1TB M.2 SSD, Triple Display Desktop PC, Pre-in Windows 11 Pro, Dual LAN, WiFi 6E, BT 5.2",$519.00,https://m.media-amazon.com/images/I/81s02e72gvL._AC_UY218_.jpg,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 19:11:22
"Lenovo ThinkPad X1 Gen 2 Laptop (2022) | 13"" 1920x1200 FHD+ | Core i7-1260P - 16GB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 11 Pro Black",Price not available,https://m.media-amazon.com/images/I/61FtEMYtv0L._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"HP EliteBook 1040 G4 Laptop | 14"" 1920x1080 FHD | Core i5-7300U - 256GB SSD Hard Drive - 8GB RAM | 2 cores @ 3.5 GHz Win 10 Pro Silver",Price not available,https://m.media-amazon.com/images/I/61sqP784hML._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
Dell Precision M7530 Laptop 15.6 - Intel Core i7 8th Gen - i7-8850H - Six Core 4.3Ghz - 512GB SSD - 32GB RAM - Nvidia Quadro P2000 - 1920x1080 FHD - Windows 10 Pro (Renewed),"$1,117.41",https://m.media-amazon.com/images/I/711xkdhkmTS._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:22
"Lenovo ThinkPad X390 Laptop | 13.3"" 1920x1080 FHD | Core i7-10510U - 512GB SSD Hard Drive - 8GB RAM | 4 cores @ 4.9 GHz Win 10 Pro Black",Price not available,https://m.media-amazon.com/images/I/51C-kLiaYaL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"Lenovo IdeaPad 5 14ITL05 Laptop | 14"" 1920x1080 FHD | Core i5-1135G7-512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Home Silver",Price not available,https://m.media-amazon.com/images/I/51JGEd6Wx7L._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:22
"Lenovo ThinkPad L490 Laptop | 14"" 1920x1080 FHD | Core i5-8265U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 3.9 GHz Win 10 Pro Black (Renewed)",$593.99,https://m.media-amazon.com/images/I/51zeJ1IEdkL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:22
"Lenovo ThinkPad E14 Gen 4 Intel Laptop (2022) | 14"" 1920x1080 FHD | Core i3-1215U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.4 GHz Win 11 Pro Black (Renewed)","$1,153.99",https://m.media-amazon.com/images/I/61Qr72wQt9L._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:22
"Lenovo ThinkBook 13s G2 are Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-4600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.0 GHz Win 10 Pro Silver","$1,273.99",https://m.media-amazon.com/images/I/61V+Vj9cK-L._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:22
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,https://m.media-amazon.com/images/I/81OaP1sXqlL._AC_UY218_.jpg,"Thu, Jan 23",30% off coupon applied,2025-01-12 19:11:22
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,https://m.media-amazon.com/images/I/81StbXTGn1L._AC_UY218_.jpg,"Wed, Jan 22",No coupon,2025-01-12 19:11:22
"17.3 Inch Laptops Computer, Laptop with Celeron J4105 Processor(up to 2.5 GHz), 8GB DDR4 256GB SSD Notebook, 8000mAh, Webcam, Mini HDMI, Dual WiFi, Type-C, USB3.2 * 2(Gray)",$849.99,https://m.media-amazon.com/images/I/71fBFBDNPXL._AC_UY218_.jpg,"Thu, Jan 23",No coupon,2025-01-12 19:11:37
"P3 Gaming Mini PC, AMD Ryzen 6900HX Processor Mini Computer(8Cores/16Threads, up to 4.9GHz) 32GB DDR5, 1TB M.2 SSD, Triple Display Desktop PC, Pre-in Windows 11 Pro, Dual LAN, WiFi 6E, BT 5.2",$519.00,https://m.media-amazon.com/images/I/81s02e72gvL._AC_UY218_.jpg,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 19:11:37
"Lenovo ThinkBook 13s G2 are Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-4600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.0 GHz Win 10 Pro Silver","$1,273.99",https://m.media-amazon.com/images/I/61V+Vj9cK-L._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:37
"Lenovo ThinkPad X1 Gen 2 Laptop (2022) | 13"" 1920x1200 FHD+ | Core i7-1260P - 1TB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 10 Pro Black (Renewed)","$1,771.99",https://m.media-amazon.com/images/I/61FtEMYtv0L._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:37
"Dell Precision M5530 Workstation Laptop (2018) | 15.6"" FHD | Core Xeon E - 1TB SSD Hard Drive - 32GB RAM - Quadro P1000 | 6 Cores @ 4.4 GHz Win 10 Pro (Renewed)","$1,042.99",https://m.media-amazon.com/images/I/51kL30h4thS._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:37
"Lenovo ThinkPad P50 Laptop | 15.6"" 1920x1080 FHD | Core i7-6820HQ - 1TB SSD Hard Drive - 32GB RAM | 4 cores @ 3.6 GHz Win 10 Pro Black",Price not available,https://m.media-amazon.com/images/I/71XQzJ-F41L._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:37
"HP EliteBook 830 G8 Laptop | 13.3"" 1920x1080 FHD | Core i5-1135G7-256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Silver","$1,080.99",https://m.media-amazon.com/images/I/41i4uATjS7L._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:37
"EXCaliberPC [2024] MSI Alpha 17C7VG-053US (AMD Ryzen 9 7945HX, 32GB DDR5 RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 4070, 17.3"" QHD 240Hz, Windows 11) Gaming Laptop","$1,729.00",https://m.media-amazon.com/images/I/51x2raE2lkL._AC_UY218_.jpg,Jan 23 - Feb 4,No coupon,2025-01-12 19:11:37
"HP EliteBook 850 G5 Laptop | 15.6"" 1920x1080 FHD | Core i7-8650U - 16GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 11 Pro Silver",Price not available,https://m.media-amazon.com/images/I/41aMfSVkDPL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:37
"HP 15t-fd000 2024 Laptop / 15.6"" 60hertz / 10 Cores Intel i7-1355U Intel Iris Xe Graphics / 8GB DDR4 256GB NVMe SSD M.2 / Wi-Fi 6 / Win10H / Jet Black / 32GB USB",$579.00,https://m.media-amazon.com/images/I/610cjeKjkkL._AC_UY218_.jpg,Jan 28 - Feb 11,No coupon,2025-01-12 19:11:37
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,https://m.media-amazon.com/images/I/61zm4wpWJyL._AC_UY218_.jpg,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 19:11:37
"15.6"" FHD 1920X1080 Screen Laptop, High Performance Quad-Core Celeron N5095 Processors, 12GB DDR4 512GB SSD Computers Laptop, 2.4G/5G WiFi, Bluetooth 4.2, Webcam(Gray)",$799.99,https://m.media-amazon.com/images/I/71Crmel8LuL._AC_UY218_.jpg,"Fri, Jan 24",No coupon,2025-01-12 19:11:37
"HP 17-cp3000 Laptop (2023) | 17.3"" 1920x1080 FHD | Ryzen 5-7530U - 512GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.5 GHz Win 11 Home Black (Renewed)",$699.48,https://m.media-amazon.com/images/I/41jbTbpWfsL._AC_UY218_.jpg,Jan 21 - 24,No coupon,2025-01-12 19:11:37
"HP 15-FD000 Laptop (2023) | 15"" 1366x768 HD | Core i7-1255U - 16GB SSD Hard Drive - 16GB RAM | 10 cores @ 4.7 GHz Win 11 Home Black",$937.14,https://m.media-amazon.com/images/I/615vmpMNB1L._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:37
"HP 15t-fd000 Laptop 2024-15.6"" WXGA HD Intel Iris Xe Graphics - Intel i7-1355U 10 Cores - 8GB DDR4 256GB NVMe SSD - Wi-Fi 6 - Win10 32GB USB - Jet Black",$579.00,https://m.media-amazon.com/images/I/610cjeKjkkL._AC_UY218_.jpg,Jan 28 - Feb 11,No coupon,2025-01-12 19:11:37
"HP EliteBook 850 G7 Laptop | 15.6"" 1920x1080 FHD | Core i7-10510U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.9 GHz Win 11 Home Silver",Price not available,https://m.media-amazon.com/images/I/61ZmqZNcawL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:37
HP EliteBook 830 G7 Laptop Computer PC 1920x1080 13.3-inch Full HD Intel Core i7-10610U 1.80GHz 32 GB DDR4 RAM 256 GB SSD Anti-glare 250 nits WIFI Bluetooth Windows 10 Pro SILVER (Renewed Premium),$725.99,https://m.media-amazon.com/images/I/61KRNclYHpL._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:37
"HP EliteBook 1040 G4 Laptop | 14"" 1920x1080 FHD | Core i5-7300U - 256GB SSD Hard Drive - 8GB RAM | 2 cores @ 3.5 GHz Win 11 Home Silver (Renewed)",$731.99,https://m.media-amazon.com/images/I/61sqP784hML._AC_UY218_.jpg,Jan 22 - 27,No coupon,2025-01-12 19:11:37
"Lenovo ThinkBook 13s G3 ACN Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-5600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.2 GHz Win 10 Pro Silver","$1,208.99",https://m.media-amazon.com/images/I/61P-BRGQXnL._AC_UY218_.jpg,Jan 27 - 30,No coupon,2025-01-12 19:11:37
"Lenovo ThinkPad X390 Laptop | 13.3"" 1920x1080 FHD | Core i7-8665U - 256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.8 GHz Win 10 Pro Black",Price not available,https://m.media-amazon.com/images/I/51C-kLiaYaL._AC_UY218_.jpg,No promotion,No coupon,2025-01-12 19:11:37
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,https://m.media-amazon.com/images/I/81OaP1sXqlL._AC_UY218_.jpg,"Thu, Jan 23",30% off coupon applied,2025-01-12 19:11:37
"StarTech.com HPE J9283B Compatible 3m 10G SFP+ to SFP+ DAC Twinax - 10GbE SFP+ Copper DAC 10 Gbps Low Power Passive Mini GBIC/Transceiver Module DAC Firepower 1040 (J9283BST), (3m/9.8ft)",$49.41,https://m.media-amazon.com/images/I/51BYlhxYIFL._AC_UY218_.jpg,"Fri, Jan 24",No coupon,2025-01-12 19:11:37
"17.3 Inch Laptops Computer, Laptop with Celeron J4105 Processor(up to 2.5 GHz), 8GB DDR4 256GB SSD Notebook, 8000mAh, Webcam, Mini HDMI, Dual WiFi, Type-C, USB3.2 * 2(Gray)",$849.99,https://m.media-amazon.com/images/I/71fBFBDNPXL._AC_UY218_.jpg,"Thu, Jan 23",No coupon,2025-01-12 19:11:52
"Electric Air Duster for Cleaning - Cordless Compressed Air Blower & Vacuum 2 in 1 - High-Powered 110000RPM Dust Cleaner - Reusable Replacement for Canned Air - Perfect for Keyboard, Computer, Car",$31.99,https://m.media-amazon.com/images/I/71AuoQ-r3ZL._AC_UY218_.jpg,"Wed, Jan 22",No coupon,2025-01-12 19:11:52
