title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
SAPPHIRE sapphire nitro amd rx 590 30 x16 special edition cards,114.0,SAPPHIRE,8.0,GDDR5,AMD Radeon RX 590,"DVI, DVI-D, HDMI",2025-02-02 19:56:01
SAPPHIRE sapphire amd radeon rx 480 nitro,68.17,SAPPHIRE,8.0,GDDR5,AMD Sapphire Radeon RX 480 Nitro+,"DisplayPort, DVI, HDMI",2025-02-02 19:56:05
SAPPHIRE SAPPHIRE Pulse Radeon RX 580,90.78,SAPPHIRE,8.0,GDDR5,SAPPHIRE Pulse Radeon RX 580,"DisplayPort, DVI-D, HDMI",2025-02-02 19:56:38
SAPPHIRE Radeon RX 7800 XT,502.99,SAPPHIRE,16.0,GDDR6,Radeon RX 7800 XT,"HDMI, DisplayPort",2025-02-02 19:56:33
Showkings AMD Radeon RX 580,57.0,Showkings,8.0,GDDR5,AMD Radeon RX 580,"HDMI, DisplayPort",2025-02-02 19:55:53
Sparkle sparkle sfpx95 geforce 9400gt sout pcie,22.3,Sparkle,1.0,DDR2,NVIDIA GeForce 9400 GT,"DVI, S-Video, VGA",2025-02-02 19:56:17
Unbranded NVIDIA GeForce4 MX 4000,16.1,Unbranded,0.125,DDR1,NVIDIA GeForce4 MX 4000,"S-Video, VGA",2025-02-02 19:56:02
GeForce 6200,55.11,Unbranded,0.5,DDR2,GeForce 6200,"DVI, S-Video, VGA",2025-02-02 19:56:29
Unbranded AMD Radeon RX 550,8.65,Unbranded,4.0,GDDR5,AMD Radeon RX 550,"DisplayPort, Mini DisplayPort",2025-02-02 19:56:18
Unbranded NVIDIA Quadro,54.99,Unbranded,4.0,GDDR5,NVIDIA Quadro,5V3Pin,2025-02-02 19:56:04
Unbranded AMD Radeon RX 580,120.0,Unbranded,8.0,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2025-02-02 19:56:06
Unbranded NVIDIA GeForce RTX 3080,389.0,Unbranded,10.0,GDDR6X,NVIDIA GeForce RTX 3080,"DisplayPort, HDMI",2025-02-02 19:56:29
XFX nvidia geforce xfx agp 4x8x gf 7600 gt 580m ddr3 u5317,126.97,XFX,0.25,DDR3,NVIDIA GeForce 7600 GT,DVI,2025-02-02 19:56:07
XFX xfx ati radeon hd5750 pcie,21.06,XFX,0.5,GDDR5,ATI Radeon HD 5750,"DisplayPort, DVI, HDMI",2025-02-02 19:56:25
XFX Radeon R5 220,29.99,XFX,2.0,DDR3,Radeon R5 220,,2025-02-02 19:56:13
XFX xfx radeon hd 6970,30.0,XFX,2.0,GDDR5,AMD Radeon HD 6970,"DVI-D,FireWire,HDMI",2025-02-02 19:55:56
XFX AMD Radeon RX 590,92.0,XFX,8.0,DDR5,AMD Radeon RX 590,"DisplayPort, DVI, HDMI",2025-02-02 19:55:51
XFX AMD Radeon RX 5700 XT,150.0,XFX,8.0,GDDR6,AMD Radeon RX 5700 XT,"DisplayPort, HDMI",2025-02-02 19:56:16
XFX xfx speedster swift210 amd radeon rx 6600 gaming,184.5,XFX,8.0,GDDR6,AMD Radeon RX6600,"DisplayPort, HDMI",2025-02-02 19:56:00
XFX xfx speedster qick319 radeon rx 6750xt gaming with,345.99,XFX,12.0,GDDR6,AMD RX 6750 XT,"DisplayPort, HDMI",2025-02-02 19:56:01
XFX xfx speedster swft 309 radeon rx 6700 xt,250.0,XFX,12.0,GDDR6,AMD Radeon RX 6700 XT,"DisplayPort, HDMI",2025-02-02 19:56:06
XFX AMD Radeon RX 6800,279.0,XFX,16.0,GDDR6,AMD Radeon RX 6800,"DisplayPort, HDMI",2025-02-02 19:56:39
ZOTAC pc partner zotac nvidia geforce gt520 pci,100.0,ZOTAC,0.5,DDR3,NVIDIA GeForce GT 520,"D-Sub, DVI, DVI-I, HDMI",2025-02-02 19:56:26
ZOTAC NVIDIA GeForce GT430,119.99,ZOTAC,0.5,DDR3,NVIDIA GeForce GT430,"DVI, HDMI, VGA",2025-02-02 19:56:02
ZOTAC zotac nvidia pg150 rtx mini rtx 2070 256bit,114.0,ZOTAC,8.0,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2025-02-02 19:55:54
