title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
Dell dell optiplex 3010 3020 7010 7020 9010 9020 3040 dp,19.95,Dell,1,GDDR3,AMD Radeon HD 7470,"DisplayPort, DVI",2/1/2025 17:56
Dell Radeon Hd 7570,11.99,Dell,1,GDDR5,Radeon Hd 7570,"DisplayPort, DVI",2/1/2025 17:56
AMD Radeon R5 340X,9.99,Dell,2,DDR3,AMD Radeon R5 340X,DisplayPort,2/1/2025 17:56
Dell NVIDIA GeForce GT 705,18.03,Dell,2,DDR3,NVIDIA GeForce GT 705,"DVI, HDMI, VGA",2/1/2025 17:56
Radeon,9.99,Dell,2,DDR3,Radeon,DVI,2/1/2025 17:56
Dell Dell AMD Radeon R5 340X,21.95,Dell,2,GDDR3,Dell AMD Radeon R5 340X,"DisplayPort, DVI",2/1/2025 17:56
Dell dell amd radeon r5 430 low profile 0f8px,11.97,Dell,2,GDDR5,ATI Radeon R5 430,"DVI, DisplayPort",2/1/2025 17:56
Dell V5900,24.99,Dell,2,GDDR5,V5900,,2/1/2025 17:56
Dell dell nvidia gefroce gtx 745 ddr3 tc2p0,65,Dell,4,DDR3,NVIDIA GeForce GTX 745,"VGA, DVI, DVI-D, HDMI",2/1/2025 17:56
AMD Radeon RX 550,41.99,Dell,4,DDR5,AMD Radeon RX 550,"DisplayPort, DVI, HDMI",2/1/2025 17:56
Dell AMD Radeon RX 550,40,Dell,4,GDDR5,AMD Radeon RX 550,"DisplayPort, DVI, HDMI",2/1/2025 17:56
Dell Quadro K5000,49.99,Dell,4,GDDR5,Quadro K5000,2x DVI 2x DP,2/1/2025 17:56
Dell NVIDIA Quadro,95,Dell,5,GDDR5,NVIDIA Quadro,DisplayPort,2/1/2025 17:56
Dell NVIDIA Quadro,80,Dell,6,GDDR5,NVIDIA Quadro,DisplayPort,2/1/2025 17:56
Dell XCV9V,184.97,Dell,8,GDDR6,XCV9V,,2/1/2025 17:56
Dell AMD FIREPRO S9150,99.99,Dell,16,VRAM,AMD FIREPRO S9150,,2/1/2025 17:56
EVGA evga geforce gtx 570hd,25.99,EVGA,1,GDDR5,NVIDIA GeForce GTX 570,,2/1/2025 17:56
ZOTAC NVIDIA GeForce RTX 3060 Twin Edge 12 GB GDDR6 Gra...,310.73,ZOTAC,12,GDDR6,GeForce RTX 3060 Twin Edge,Unknown,2/1/2025 17:56
EVGA Nvidia GeForce GTX 780Ti,52.97,EVGA,3,GDDR5,Nvidia GeForce GTX 780Ti,"DisplayPort, DVI, DVI-D, DVI-I, HDMI",2/1/2025 17:56
EVGA NVIDIA GeForce GTX 980 Ti,99.99,EVGA,6,GDDR5,NVIDIA GeForce GTX 980 Ti,"DisplayPort, DVI-I, HDMI",2/1/2025 17:56
EVGA evga geforce rtx 2070 super xc hybrid works great,63,EVGA,8,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2/1/2025 17:56
EVGA evga geforce rtx 3060 ti xc gaming works good,60,EVGA,8,GDDR6,NVIDIA GeForce RTX 3060 Ti,"DisplayPort, HDCP, HDMI",2/1/2025 17:56
EVGA evga xc3 ultra gaming geforce rtx 3070 us seller,310,EVGA,8,GDDR6,Nvidia GeForce RTX 3070,"DisplayPort, HDMI",2/1/2025 17:56
EVGA NVIDIA GeForce RTX 2080 Ti,300,EVGA,11,GDDR6,NVIDIA GeForce RTX 2080 Ti,HDMI,2/1/2025 17:56
GIGABYTE AMD Radeon HD 6770,19.25,GIGABYTE,1,GDDR5,AMD Radeon HD 6770,"DisplayPort, DVI, HDMI",2/1/2025 17:56
GIGABYTE NVIDIA GeForce GTX 560 Ti,19.94,GIGABYTE,1,GDDR5,NVIDIA GeForce GTX 560 Ti,"DVI-I, mini-HDMI",2/1/2025 17:56
GIGABYTE gigabyte geforce gt 1030 low profile gvn1030d52gl,99.99,GIGABYTE,2,GDDR5,NVIDIA GeForce GT 1030,"DVI, DVI-D, HDMI, Component",2/1/2025 17:56
GIGABYTE Radeon R7 360,39.97,GIGABYTE,2,GDDR5,Radeon R7 360,"DisplayPort, DVI, HDMI",2/1/2025 17:56
GIGABYTE gigabyte radeon r9 290 windforce 4gbgvr929wf34gd,62.17,GIGABYTE,4,GDDR5,GV-R929WF3-4GD,"DisplayPort, DVI, HDMI",2/1/2025 17:56
GIGABYTE gigabyte gtx 1050 ti low profile gvn105toc4gl,149.99,GIGABYTE,4,GDDR5,NVIDIA GeForce GTX 1050 Ti,,2/1/2025 17:56
Gigabyte gigabyte nvidia p104100 mining gtx 1080 hashrate us s,44.97,GIGABYTE,8,GDDR5X,P104-100,,2/1/2025 17:56
GIGABYTE gigabyte geforce rtx 2070 gaming,184.99,GIGABYTE,8,GDDR6,GIGABYTE GeForce RTX 2070 GAMING OC,"DisplayPort, HDMI",2/1/2025 17:56
GIGABYTE gigabyte radeon rx 5700 xt gaming,155,GIGABYTE,8,GDDR6,GIGABYTE Radeon RX 5700 XT GAMING OC,"DisplayPort 1.4, HDMI",2/1/2025 17:56
GIGABYTE gigabyte rtx 3070 gaming 8g gvn3070gaming 8gd,154.5,GIGABYTE,8,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2/1/2025 17:56
GIGABYTE gigabyte geforce rtx 4060 eagle 8g 3x windforce fans 128,319.49,GIGABYTE,8,GDDR6,NVIDIA GeForce RTX 4060,"DisplayPort, HDMI",2/1/2025 17:56
GIGABYTE gigabyte radeon rx 7700 xt gaming 12g 3x windforce fans 1,429.49,GIGABYTE,12,GDDR6,AMD Radeon RX 7700 XT,"DisplayPort, HDMI",2/1/2025 17:56
GIGABYTE gigabyte radeon rx 7600 xt gaming,324.99,GIGABYTE,16,GDDR6,AMD Radeon RX 7600 XT,HDMI,2/1/2025 17:56
Gainward NVIDIA GeForce GTS 450,15,Gainward,1,GDDR5,NVIDIA GeForce GTS 450,"DVI, DVI-D, DVI-I, HDMI, VGA",2/1/2025 17:56
Galax galax nvidia p104100 mining gtx 1080 hashrate us seller,39.94,Galax,8,GDDR5X,P104-100,,2/1/2025 17:56
Geforce nvidia geforce rtx 4060 fresh pull from pc open box,264.95,Geforce,8,GDDR6,NVIDIA GeForce RTX 4060 8GB,,2/1/2025 17:56
Graphics AMD Radeon HD 6350,0.99,Graphics,0.5,DDR3,AMD Radeon HD 6350,DVI,2/1/2025 17:56
Graphics NVIDIA GeForce GT 730,17.95,Graphics,2,GDDR5,NVIDIA GeForce GT 730,"DVI, HDMI",2/1/2025 17:56
Graphics AMD Radeon RX 570,35,Graphics,4,GDDR5,AMD Radeon RX 570,"DisplayPort, DVI, HDMI",2/1/2025 17:56
NVIDIA Quadro,75,Graphics,4,GDDR5,NVIDIA Quadro,Mini DisplayPort,2/1/2025 17:56
Graphics NVIDIA GeForce GTX 1660,20,Graphics,6,GDDR6,NVIDIA GeForce GTX 1660,,2/1/2025 17:56
Graphics NVIDIA GeForce GTX 1660 Super,116.91,Graphics,6,GDDR6,NVIDIA GeForce GTX 1660 Super,"DisplayPort, HDMI",2/1/2025 17:56
NVIDIA GeForce GTX 1070 Ti,119.98,Graphics,8,GDDR5,NVIDIA GeForce GTX 1070 Ti,"DisplayPort, DVI, HDMI",2/1/2025 17:56
Graphics NVIDIA Quadro 4000,125,Graphics,8,GDDR5,NVIDIA Quadro 4000,USB-C,2/1/2025 17:56
AMD Radeon RX 6700 XT,265,Graphics,12,GDDR6,AMD Radeon RX 6700 XT,"DisplayPort, HDMI",2/1/2025 17:56
HP sff hp 430956001 430965001 nvs 285 p383 splitter windows 8,14.86,HP,0.125,DDR2,NVIDIA Quadro,DMS-59 Output,2/1/2025 17:56
HP ATI FireGL,89.5,HP,0.25,DDR SGRAM,ATI FireGL,VGA,2/1/2025 17:56
HP hp 51885630 radeon x1300 pro svid pcie,18.58,HP,0.5,GDDR3,ATI Radeon X1300 PRO,"DVI, S-Video",2/1/2025 17:56
HP AMD Radeon R5 420,23.63,HP,1,GDDR5,AMD Radeon R5 420,"DisplayPort, VGA",2/1/2025 17:56
HP NVIDIA Quadro,30,HP,1,GDDR5,NVIDIA Quadro,DisplayPort,2/1/2025 17:56
HP nvidia geforce gt630 hp pclex16 702084001 684455002,16,HP,2,GDDR3,NVIDIA GeForce GT 630,"DisplayPort, DVI",2/1/2025 17:56
HP AMD Radeon R9 350,15,HP,2,GDDR5,AMD Radeon R9 350,"VGA, DVI",2/1/2025 17:56
NVIDIA Quadro,65,HP,2,GDDR5,NVIDIA Quadro,DisplayPort,2/1/2025 17:56
HP hp 013587001 686158001 quadro 3000m pcie mezzanine,25.99,HP,2,GDDR5,NVIDIA Quadro 3000M,MOBILE PCI-EXPRESS MODULE,2/1/2025 17:56
HP hp elitedesk sff 705 800 880 g1 g2 g3 g4,14.99,HP,2,GDDR5,Radeon R7 430,DisplayPort,2/1/2025 17:56
HP hp geforce gtx 1060 3 gb 909616001 fully free shipping,49,HP,3,GDDR5,NVIDIA GeForce GTX 1060,"DisplayPort, DVI-D, HDCP, HDMI",2/1/2025 17:56
HP NVIDIA Quadro RTX A2000,299.99,HP,6,GDDR6,NVIDIA Quadro RTX A2000,Mini DisplayPort,2/1/2025 17:56
HP hp z2 mini g5 nvidia rtx3000 6gb m13733001,179.55,HP,6,GDDR6,Nvidia Quadro RTX3000,,2/1/2025 17:56
Lenovo lenovo radeon hd 7450 1 gb ddr3 pci x16,9,Lenovo,1,DDR3,AMD Radeon HD 7450,"DisplayPort, DVI",2/1/2025 17:56
Lenovo Nvidia Quadro P400,31.99,Lenovo,2,GDDR5,Nvidia Quadro P400,Mini DisplayPort,2/1/2025 17:56
Lenovo NVIDIA GeForce RTX 4070,549.94,Lenovo,12,GDDR6X,NVIDIA GeForce RTX 4070,"DisplayPort, HDMI",2/1/2025 17:56
MSI msi geforce gtx 1050 2g,54.99,MSI,2,GDDR5,NVIDIA GeForce GTX 1050,"HDMI, DisplayPort, DVI-D",2/1/2025 17:56
MSI msi radeon rx 580 armor 4 gb ovc1 pc part,20,MSI,4,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, HDCP, DVI-D, HDMI",2/1/2025 17:56
MSI msi geforce gtx 1660 super ventus xs 6gb works good,20,MSI,6,DDR6,GeForce GTX 1660 SUPER™ VENTUS XS,"DisplayPort, HDMI",2/1/2025 17:56
MSI msi nvidia p106100 miner 6gb,41,MSI,6,GDDR5,MSI NVIDIA P106-100,,2/1/2025 17:56
MSI NVIDIA GeForce GTX 1060,80,MSI,6,GDDR5,NVIDIA GeForce GTX 1060,"DisplayPort, DVI-D, HDCP, HDMI",2/1/2025 17:56
MSI msi radeon rx 5600 xt gaming mx near mint,65,MSI,6,GDDR6,AMD Radeon RX 5600 XT,"DisplayPort, HDMI",2/1/2025 17:56
MSI GeForce RTX 3050,198.99,MSI,6,GDDR6,GeForce RTX 3050,,2/1/2025 17:56
MSI msi geforce gtx 1660 ti ventus xs g1660tvxs6c works good,31,MSI,6,GDDR6,NVIDIA GeForce GTX 1660 Ti,HDMI,2/1/2025 17:56
MSI msi nvidia gtx 1070 aero ddr5,120,MSI,8,DDR5,NVIDIA GeForce GTX 1070,"DisplayPort, DVI, HDCP, HDMI",2/1/2025 17:56
MSI msi radeon rx 580 rx580armor8goc,50,MSI,8,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2/1/2025 17:56
MSI NVIDIA GeForce GTX 1070,100,MSI,8,GDDR5,NVIDIA GeForce GTX 1070,"DisplayPort, DVI, HDMI",2/1/2025 17:56
MSI AMD Radeon RX 5700,149,MSI,8,GDDR6,AMD Radeon RX 5700,"DisplayPort, HDMI",2/1/2025 17:56
MSI msi radeon rx 5700 xt evoke,140,MSI,8,GDDR6,MSI Radeon RX 5700 XT EVOKE OC,"DisplayPort 1.4, HDMI",2/1/2025 17:56
MSI NVIDIA GeForce RTX 2080,225,MSI,8,GDDR6,NVIDIA GeForce RTX 2080,"DisplayPort, HDCP, HDMI",2/1/2025 17:56
MSI msi geforce rtx 3070 gaming z trio works well,285,MSI,8,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2/1/2025 17:56
MSI msi geforce rtx 3050 ventus 2x 8g,189,MSI,8,GDDR6,NVIDIA® GeForce RTX™ 3050,"DisplayPort, HDMI",2/1/2025 17:56
MSI RTX 3050,77,MSI,8,GDDR6,RTX 3050,"DisplayPort, HDMI",2/1/2025 17:56
NVIDIA nvidia quadro fx1100 gddr2 professional,89,NVIDIA,0.125,GDDR2,NVIDIA Quadro FX 1100,DVI,2/1/2025 17:56
NVIDIA en8600gt asus nvidia geforce gddr3 pcie s 2x b1b,48.9,NVIDIA,0.5,GDDR3,NVIDIA GeForce 8600GT,DVI,2/1/2025 17:56
NVIDIA NVIDIA Quadro,22.38,NVIDIA,0.5,GDDR5,NVIDIA Quadro,"Dual DVI, DVI",2/1/2025 17:56
NVIDIA GeForce GT 730,17.95,NVIDIA,2,GDDR3,GeForce GT 730,DVI,2/1/2025 17:56
NVIDIA NVIDIA Quadro K620,17.95,NVIDIA,2,GDDR3,NVIDIA Quadro K620,"DisplayPort, DVI-D",2/1/2025 17:56
NVidia Nvidia GeForce GTX 680,37.48,NVIDIA,2,GDDR5,Nvidia GeForce GTX 680,"DisplayPort, DVI, HDMI",2/1/2025 17:56
NVIDIA N14E-GTX-A2,103.55,NVIDIA,4,GDDR5,N14E-GTX-A2,,2/1/2025 17:56
NVIDIA NVIDIA GeForce GTX 980,79.99,NVIDIA,4,GDDR5,NVIDIA GeForce GTX 980,,2/1/2025 17:56
NVIDIA NVIDIA Quadro,17.19,NVIDIA,4,GDDR5,NVIDIA Quadro,"DisplayPort, Mini DisplayPort",2/1/2025 17:56
NVIDIA NVIDIA Tesla C2070,27,NVIDIA,6,GDDR5,NVIDIA Tesla C2070,,2/1/2025 17:56
NVIDIA nvidia rtx 2070 super founders edition power supply,284,NVIDIA,8,GDDR6,NVIDIA GeForce RTX 2070,"DisplayPort, HDMI",2/1/2025 17:56
NVIDIA NVIDIA GeForce RTX 3070,350,NVIDIA,8,GDDR6,NVIDIA GeForce RTX 3070,"DisplayPort, HDMI",2/1/2025 17:56
NVIDIA nvidia quadro rtx 4000 turing workstation,320,NVIDIA,8,GDDR6,NVIDIA Quadro 4000,USB-C,2/1/2025 17:56
NVIDIA NVIDIA GeForce RTX 3080,499.99,NVIDIA,10,GDDR6X,NVIDIA GeForce RTX 3080,"DisplayPort, HDMI",2/1/2025 17:56
NVIDIA NVIDIA GeForce GTX TITAN X,159.99,NVIDIA,12,GDDR5,NVIDIA GeForce GTX TITAN X,1x DVI / 1x HDMI / 3x Display Port,2/1/2025 17:56
NVIDIA Tesla K40,29.95,NVIDIA,12,GDDR5,Tesla K40,,2/1/2025 17:56
NVIDIA Tesla M40,38.69,NVIDIA,12,GDDR5,Tesla M40,,2/1/2025 17:56
NVIDIA M60,39.99,NVIDIA,16,GDDR5,M60,,2/1/2025 17:56
NVIDIA NVIDIA Tesla P6,129.99,NVIDIA,16,GDDR5,NVIDIA Tesla P6,,2/1/2025 17:56
NVIDIA NVIDIA Tesla K80,20,NVIDIA,24,GDDR5,NVIDIA Tesla K80,,2/1/2025 17:56
NVIDIA A10G,2331.07,NVIDIA,24,GDDR6,A10G,,2/1/2025 17:56
Not Available 3Ddlabs wildcat II 5110,285,Not Available,8,GDDR6,3Ddlabs wildcat II 5110,,2/1/2025 17:56
PNY pny geforce gtx 460 xlr8 enthusiast edition,29.99,PNY,1,GDDR5,NVIDIA GeForce GTX 460,"DVI, DVI-D, mini-HDMI",2/1/2025 17:56
PNY pny geforce gtx 295 s 1792mb 20 vcggtx295sxpb,55.95,PNY,1.75,GDDR5,NVIDIA GeForce GTX 470,,2/1/2025 17:56
PNY NVIDIA GeForce GT 610,29.99,PNY,2,GDDR3,NVIDIA GeForce GT 610,,2/1/2025 17:56
PNY pny geforce rtx 2060 blower gf rtx 2060 6 gb,75.65,PNY,6,GDDR6,NVIDIA GeForce RTX 2060,,2/1/2025 17:56
Quadro M4000,83.76,PNY,8,GDDR5,Quadro M4000,,2/1/2025 17:56
PNY NVIDIA GeForce GTX 1080,116.99,PNY,8,GDDR5X,NVIDIA GeForce GTX 1080,"DisplayPort, DVI, DVI-D, HDMI, Component",2/1/2025 17:56
PNY NVIDIA Quadro 5000,205,PNY,16,GDDR5X,NVIDIA Quadro 5000,"DisplayPort, DVI",2/1/2025 17:56
PowerColor ATI Radeon 9200,19.99,PowerColor,0.125,DDR1,ATI Radeon 9200,"DVI-I, S-Video, VGA",2/1/2025 17:56
PowerColor powercolor radeon hd 4890 pci 20 ax4890 1gbd5,49.99,PowerColor,1,GDDR5,ATI Radeon HD 4890,"DVI, S-Video",2/1/2025 17:56
PowerColor AMD Radeon RX 5700 XT,169.95,PowerColor,8,GDDR6,AMD Radeon RX 5700 XT,"DisplayPort, HDMI",2/1/2025 17:56
PowerColor powercolor radeon rx 6600 fighter,194.99,PowerColor,8,GDDR6,AMD Radeon RX 6600,"DisplayPort, HDMI",2/1/2025 17:56
PowerColor AMD Radeon RX 6600 XT,0.99,PowerColor,8,GDDR6,AMD Radeon RX 6600 XT,"DisplayPort, HDMI",2/1/2025 17:56
PowerColor AMD Radeon RX 6900 XT,460,PowerColor,16,GDDR6,AMD Radeon RX 6900 XT,"DisplayPort, HDMI, USB-C",2/1/2025 17:56
PowerColor powercolor radeon rx 6950 xt red devil,529.99,PowerColor,16,GDDR6,AMD Radeon RX 6950 XT,"DisplayPort, HDMI",2/1/2025 17:56
SAPPHIRE sapphire geforce gt 705 ddr3 pcie,14,SAPPHIRE,1,DDR3,NVIDIA GeForce GT 705,"DVI, HDMI, VGA",2/1/2025 17:56
SAPPHIRE sapphire radeon rx 580 1126510,25,SAPPHIRE,4,GDDR5,AMD Radeon RX 580,"DVI-I, DisplayPort, DVI, DVI-D, HDMI",2/1/2025 17:56
SAPPHIRE sapphire pulse radeon rx 6400 pci 40 low profile 1,125.99,SAPPHIRE,4,GDDR6,AMD Radeon RX 6400,"DisplayPort, HDMI",2/1/2025 17:56
SAPPHIRE AMD Radeon RX 5600 XT,123,SAPPHIRE,6,GDDR6,AMD Radeon RX 5600 XT,HDMI,2/1/2025 17:56
SAPPHIRE sapphire pulse radeon rx 580,61,SAPPHIRE,8,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2/1/2025 17:56
SAPPHIRE sapphire nitro amd rx 590 30 x16 special edition cards,114,SAPPHIRE,8,GDDR5,AMD Radeon RX 590,"DVI, DVI-D, HDMI",2/1/2025 17:56
SAPPHIRE sapphire amd radeon rx 480 nitro,68.17,SAPPHIRE,8,GDDR5,AMD Sapphire Radeon RX 480 Nitro+,"DisplayPort, DVI, HDMI",2/1/2025 17:56
SAPPHIRE SAPPHIRE Pulse Radeon RX 580,90.78,SAPPHIRE,8,GDDR5,SAPPHIRE Pulse Radeon RX 580,"DisplayPort, DVI-D, HDMI",2/1/2025 17:56
SAPPHIRE Radeon RX 7800 XT,502.99,SAPPHIRE,16,GDDR6,Radeon RX 7800 XT,"HDMI, DisplayPort",2/1/2025 17:56
Showkings AMD Radeon RX 580,57,Showkings,8,GDDR5,AMD Radeon RX 580,"HDMI, DisplayPort",2/1/2025 17:56
Sparkle sparkle sfpx95 geforce 9400gt sout pcie,22.3,Sparkle,1,DDR2,NVIDIA GeForce 9400 GT,"DVI, S-Video, VGA",2/1/2025 17:56
Unbranded NVIDIA GeForce4 MX 4000,16.1,Unbranded,0.125,DDR1,NVIDIA GeForce4 MX 4000,"S-Video, VGA",2/1/2025 17:56
GeForce 6200,55.11,Unbranded,0.5,DDR2,GeForce 6200,"DVI, S-Video, VGA",2/1/2025 17:56
Unbranded AMD Radeon RX 550,8.65,Unbranded,4,GDDR5,AMD Radeon RX 550,"DisplayPort, Mini DisplayPort",2/1/2025 17:56
Unbranded NVIDIA Quadro,54.99,Unbranded,4,GDDR5,NVIDIA Quadro,5V3Pin,2/1/2025 17:56
Unbranded AMD Radeon RX 580,120,Unbranded,8,GDDR5,AMD Radeon RX 580,"DisplayPort, DVI, DVI-D, HDMI",2/1/2025 17:56
Unbranded NVIDIA GeForce RTX 3080,389,Unbranded,10,GDDR6X,NVIDIA GeForce RTX 3080,"DisplayPort, HDMI",2/1/2025 17:56
