Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
"HP ProBook X360 11 G5 2-in-1 Laptop 11.6"" Windows 10 Pentium 8GB RAM 128GB SSD",$149.26,8 GB,Intel Pentium Silver N5030,HP ProBook X360 11 G5 EE,HP,Intel HD Graphics 520,11.6 in,128 GB,2025-01-31 23:53:58
Dell Latitude 5400 HD Laptop PC 14” 16GB RAM 256GB SSD 4-Core i5 Windows 11,$225.47,16 GB,Intel Core i5-8365U,Dell Latitude 5400,Dell,Intel UHD Graphics 620,14 in,256 GB,2025-01-31 23:52:58
"~Clearance~ 15.6"" DELL Latitude Laptop: Intel i5! 8GB RAM~256GB SSD! Windows 10",$159.99,8 GB,Intel Core i5 6th Gen.,Dell Latitude E5570,Dell,Intel HD Graphics,15.6 in,256 GB,2025-01-31 23:52:54
"2024 Lenovo IdeaPad Laptop Notebook 15.6""  Intel Processor Upto 20GB RAM 1TB SSD",$229.00,Up to 20 GB,Intel Celeron N4500,Lenovo IdeaPad 1i,Lenovo,Intel UHD Graphics,15.6 in,Up to 1 TB SSD,2025-01-31 23:53:39
HP ProBook X360 11 G6 EE Touch Laptop 11.6” Core i3 8GB RAM 128GB SSD Windows 11,US $185.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-31 23:53:45
"Samsung Galaxy Book 3 360 NP750QFG 15.6"" i7 16GB 512GB Laptop flip touchscreen",$202.50,16GB,N/A,Galaxy Book 3 360,Samsung,Intel Iris Xe Graphics,"15.6""",512 GB,2025-01-31 23:52:53
Dell Latitude Laptop 14” FHD Core i7 11th Gen 4.8GHz 16GB RAM 1TB SSD Windows 11,$412.96,16 GB,Intel Core i7-1185G7,Dell Latitude 5420,Dell,Intel UHD Graphics 520,14 in,1 TB,2025-01-31 23:53:47
"Dell Latitude 5400 14"" HD Laptop PC Core i7 4.8GHz 16GB RAM 512GB SSD Windows 11",US $278.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-31 23:53:06
"HP ProBook X360 11 G2 Touchscreen Laptop 11.6"" Core i5 8GB RAM 128GB Windows 10",$119.40/ea,8 GB,Intel Core i5-7Y54,HP ProBook X360 11 G2 EE,HP,Intel UHD Graphics,11.6 in,128 GB,2025-01-31 23:53:27
"HP EliteBook 830 G7 13.3"" FHD Gaming Laptop PC Intel Core i7 32GB DDR4 256GB SSD",$299.99,32 GB,Intel Core i7-10610U,HP EliteBook 830 G7 Notebook PC,HP,N/A,"13.3""",256 GB,2025-01-31 23:53:48
"Lenovo ThinkPad T480 14"" FHD i5 8350u 16GB 512gb NVME WIFI CAM WIN 11 PRO laptop",$259.99,16 GB,intel core i5 8th gen,Lenovo ThinkPad T480,Lenovo,N/A,14 in,512 GB,2025-01-31 23:53:42
