Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
"HP X360 11 G5 Laptop 11"" Touchscreen Pentium Silver 8GB RAM 128GB SSD Windows 10",$139.66/ea,8 GB,Intel Pentium Silver N5030,HP ProBook X360 11 G5 EE,HP,Intel UHD Graphics 605,11.6 in,128 GB,2025-02-02 16:59:46
"HP ProBook X360 11 G5 2-in-1 Laptop 11.6"" Windows 10 Pentium 8GB RAM 128GB SSD",$149.26,8 GB,Intel Pentium Silver N5030,HP ProBook X360 11 G5 EE,HP,Intel HD Graphics 520,11.6 in,128 GB,2025-02-02 17:00:11
"HP Laptop Computer EliteBook 840 G3 14"" Core i5 8GB RAM 256GB SSD Windows 10",US $159.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-02-02 17:00:19
"Dell Latitude Touchscreen 15.6"" FHD Core i5 Laptop Windows 11 16GB RAM 256GB SSD",$293.55,16 GB,Intel Core i5-8365U,Dell Latitude 5500 Touchscreen,Dell,Intel UHD Graphics,15.6 in,256 GB,2025-02-02 17:00:29
HP laptop 15s-fq1xxx,$362.67,N/A,N/A,N/A,N/A,Intel UHD Graphics,N/A,N/A,2025-02-02 17:00:10
"HP Laptop 14"" HD Intel Core i3-1115G4 8GB 256GB PCIe SSD HD Cam Win 11 S Silver",$194.37,8 GB,Intel Core i3-1115G4,HP 14,HP,Intel UHD Graphics,14 in,256 GB,2025-02-02 17:00:01
"Dell Inspiron 3593 15.6"" FHD i5-1035G1 1.0GHz 16GB 256GB SSD Win11Pro Cord",US $130.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-02-02 17:00:04
"Lenovo Ideapad 5x 2-in-1 14"" OLED Copilot+ PC Snapdragon X Plus 16GB RAM 1TB SSD",$599.99,16 GB,Qualcomm Snapdragon X Plus,83GH0009US,Lenovo,Qualcomm Adreno,14 in,1 TB,2025-02-02 16:59:49
"HP Laptop 14"" HD Intel Core i3-1115G4 16GB 512GB SSD Webcam Windows 11 Silver",$231.57,16 GB,Intel Core i3-1115G4,HP 14,HP,Intel UHD Graphics,14 in,512 GB,2025-02-02 17:00:14
"Microsoft Surface Pro 4 12.3"" Core i7 512 Gb SSD 16Gb RAM Win10 w/Pen & Case",$137.54,512 GB,i7,Microsoft Surface Pro,Microsoft,N/A,12.3 in,512 GB,2025-02-02 17:00:29
