Title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors
PNY pny geforce rtx 4070 xlr8 gaming verto epicx rgb fan,948.5,PNY,12.0,GDDR6,GeForce RTX  4070,VGA
PNY pny geforce rtx 3050 6gb verto fan,244.8,PNY,6.0,GDDR6,GeForce RTX  3050,VGA
PNY pny geforce rtx 4070 verto fan dlss 3 192bit 40,1030.4,PNY,12.0,GDDR6,GeForce RTX  4070,VGA
PNY GeForce RTX  4070,142.3,PNY,8.0,GDDR5,GeForce RTX  4070,DVI;HDMI
PNY GeForce RTX  4070,142.3,PNY,8.0,GDDR5,GeForce RTX  4070,DVI;HDMI
PNY GeForce RTX  4070,142.3,PNY,8.0,GDDR5,GeForce RTX  4070,DVI;HDMI
PNY GeForce RTX  4070,142.3,PNY,8.0,GDDR5,GeForce RTX  4070,DVI;HDMI
PNY pny geforce rtx 3080 ti xlr8 gaming revel epicx rgb fan,1934.1,PNY,12.0,GDDR5,GeForce RTX  3080,DVI;HDMI
ASUS GeForce RTX 3050,237.9,ASUS,6.0,GDDR6,GeForce RTX 3050,DVI;HDMI
AMD sapphire pure amd radeon rx 7700 xt gaming dp,677.2,AMD,12.0,GDDR6,AMD Radeon  RX 7700,HDMI
ASUS asus geforce rtx 4070 super evo white edition 40 dlss,1046.0,ASUS,12.0,GDDR6,GeForce RTX  4070,HDMI
ASUS asus tuf gaming geforce rtx 5080 gddr7 gaming 50,6642.2,ASUS,16.0,GDDR6,GeForce RTX   5080,HDMI
PNY pny geforce rtx 3050 verto fan,415.4,PNY,8.0,GDDR5,GeForce RTX  3050,DisplayPort; HDMI
PNY GeForce RTX  3050,177.6,PNY,8.0,GDDR5,GeForce RTX  3050,DisplayPort; HDMI
ASUS GeForce RTX 3060,593.2,ASUS,8.0,GDDR5,GeForce RTX 3060,DisplayPort; HDMI
ZOTAC zotac gaming geforce gtx 1630 4go black,651.3,ZOTAC,8.0,GDDR6,GeForce RTX 3060,DisplayPort; HDMI
PNY pny geforce rtx 4060 ti verto fan dlss 3,714.4,PNY,8.0,GDDR6,GeForce RTX  4060,DisplayPort; HDMI
EVGA GeForce GTX 1080,960.8,EVGA,11.0,GDDR5,GeForce GTX 1080,VGA
EVGA GeForce RTX  4070,1404.4,EVGA,11.0,GDDR5,GeForce RTX  4070,VGA
EVGA GeForce RTX  4070,64.7,EVGA,1.0,GDDR5,GeForce RTX  4070,VGA
EVGA GeForce RTX 3080,1904.9,EVGA,12.0,GDDR6,GeForce RTX 3080,VGA
AMD amd radeon rx 6950 xt,1159.6,AMD,12.0,GDDR6,AMD Radeon  RX 6950,DVI
EVGA GeForce RTX 3080,1848.9,EVGA,12.0,GDDR6,GeForce RTX 3080,DVI
ZOTAC GeForce RTX 3080,1383.0,ZOTAC,10.0,GDDR6,GeForce RTX 3080,DVI
GeForce GTX 1080,278.9,ZOTAC,8.0,GDDR5,GeForce GTX 1080,DVI
ZOTAC GeForce GTX 1080,76083.6,ZOTAC,12.0,GDDR5,GeForce GTX 1080,DisplayPort; HDMI
EVGA GeForce GTX 950,354.1,EVGA,12.0,GDDR5,GeForce GTX 950,DisplayPort; HDMI
EVGA GeForce GTX 950,265.0,EVGA,12.0,GDDR5,GeForce GTX 950,DisplayPort; HDMI
EVGA GeForce GTX 950,265.0,EVGA,12.0,GDDR5,GeForce GTX 950,DisplayPort; HDMI
EVGA GeForce GTX 950,501.1,EVGA,8.0,GDDR5,GeForce GTX 950,DisplayPort; HDMI
EVGA GeForce GTX 950,215.9,EVGA,8.0,GDDR5,GeForce GTX 950,DisplayPort; HDMI
ZOTAC GeForce RTX 4060,606.9,ZOTAC,8.0,GDDR5,GeForce RTX 4060,DisplayPort; HDMI
GeForce RTX 4080,2294.4,ZOTAC,8.0,GDDR5,GeForce RTX 4080,DisplayPort
EVGA GeForce RTX 3080,1234.0,EVGA,8.0,GDDR5,GeForce RTX 3080,DisplayPort
ZOTAC zotac geforce rtx 3070 ti amp holo 19 gbps 40 gaming,996.3,ZOTAC,8.0,GDDR5,GeForce RTX  3070,DisplayPort
ZOTAC GeForce RTX  3070,632.8,ZOTAC,8.0,GDDR5,GeForce RTX  3070,HDMI
GeForce RTX 4070,1008.0,ZOTAC,12.0,GDDR6,GeForce RTX 4070,HDMI
EVGA GeForce RTX 3080,1234.0,EVGA,12.0,GDDR6,GeForce RTX 3080,VGA
ZOTAC GeForce RTX 4060,578.2,ZOTAC,8.0,GDDR6,GeForce RTX 4060,VGA
GALAX galax geforce rtx 4070 super 1click 2x v2 xtreme tuner app control,852.8,GALAX,8.0,GDDR5,GeForce RTX  4070,DisplayPort
GALAX GeForce RTX  4070,294.9,GALAX,8.0,GDDR5,GeForce RTX  4070,DisplayPort
GALAX GeForce RTX  4070,306.5,GALAX,6.0,GDDR5,GeForce RTX  4070,DisplayPort; HDMI
PNY pny geforce rtx 3070 ti xlr8 gaming uprising epicx rgb fan,2004.4,PNY,8.0,GDDR5,GeForce RTX  3070,DisplayPort; HDMI
PNY GeForce RTX  3070,114.9,PNY,4.0,GDDR5,GeForce RTX  3070,DisplayPort; HDMI
ASUS GeForce GTX 1080,1862.0,ASUS,16.0,GDDR5,GeForce GTX 1080,VGA; HDMI
ASUS GeForce GTX 1080,209.2,ASUS,16.0,GDDR5,GeForce GTX 1080,VGA; HDMI
EVGA GeForce GTX 1060,449.7,EVGA,16.0,GDDR5,GeForce GTX 1060,VGA; HDMI
ZOTAC zotac gaming geforce rtx 3060 amp white edition 192bit 15 gbps,688.8,ZOTAC,16.0,GDDR5,GeForce RTX  3060,VGA; HDMI
ASUS asus tuf gaming nvidia geforce rtx 4080 super edition gaming,2450.1,ASUS,16.0,GDDR5,GeForce RTX  4080,VGA; HDMI
ASUS asus tuf gaming nvidia geforce rtx 4070 edition gaming 40,1083.7,ASUS,4.0,GDDR5,GeForce RTX  4070,DisplayPort; DVI; HDMI
PNY pny geforce rtx 4070 verto fan dlss 3 192bit 40,1022.3,PNY,4.0,GDDR5,GeForce RTX  4070,DisplayPort; DVI; HDMI
AMD AMD Radeon RX 6600,1098.8,AMD,4.0,GDDR5,AMD Radeon RX 6600,DisplayPort; DVI; HDMI
PNY pny geforce rtx 4080 super verto fan dlss 3,1889.9,PNY,16.0,GDDR5,GeForce RTX  4080,HDMI*2
PNY pny geforce gtx 1650 verto fan,251.6,PNY,4.0,GDDR6,GeForce GTX  1650,HDMI*2
EVGA GeForce GTX 1070,755.8,EVGA,8.0,GDDR5,GeForce GTX 1070,VGA
EVGA GeForce RTX 3080,1234.0,EVGA,10.0,GDDR6,GeForce RTX 3080,VGA
EVGA GeForce RTX 3080,543.3,EVGA,4.0,GDDR6,GeForce RTX 3080,VGA
GeForce GT 730,95.8,EVGA,4.0,GDDR6,GeForce GT 730,VGA
