title,price,image_url,product_url,Aspect Ratio,Item model number,Package Weight,Brand,Date First Available,Manufacturer,Standing screen display size,ASIN,Resolution,Screen Size,Screen Surface Description,Product Dimensions,Item Weight,Voltage
"Touchscreen Portable Monitor, 15.6 Inch Small PC Monitor with HDMI USB C, IPS ...",MAD 1423,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JMCMOB6QC-touchscreen-portable-monitor-15-6-inch-small-pc-monitor-with-hdmi-usb-c-ips-screen-hdr-400cd-m-fhd-1080p-99-srgb-led-monitor-for-laptop-mac,,,,,,,,,,,,,,
"24 Inch QHD Computer Monitor,1440P Ultrawide LED Monitor,75Hz IPS Display with ...",MAD 1956,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FBJF50WUY-luckyfive-27-inch-2560-x-1440-165hz-hdr-gaming-monitor-with-built-in-speakers-vesa-mountable-tilt-adjustment-supports-hdmi-and-dp,,,,,,,,,,,,,,
"KTC 27 Inch QHD Computer Monitor, 2K 100Hz IPS Gaming Monitor, 1440P Frameless Eye ...","MAD 1559                                                                        
                                                                            1969",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LTCCCQGH6-ktc-27-inch-qhd-computer-monitor-2k-100hz-ips-gaming-monitor-1440p-frameless-eye-care-pc-office-monitor-with-hdmi-dp-freesync-g-sync-hdr10,,,,,,,,,,,,,,
"CRUA 24"" Curved Monitor, FHD1920 1080P 100HZ, 99% sRGB Color Gamut Computer ...","MAD 1149                                                                        
                                                                            1696",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/54BAZ1EBQ-crua-24-inch-curved-gaming-monitor-fhd-1920-1080p-75hz-led-ultra-thin-pc-computer-monitor-for-home-office-frameless-with,,,,,,,,,,,,,,
"Touchscreen Monitor 27 Inch 2K 100Hz Gaming Monitor, QHD 2560x1440 IPS PC Monitor, ...",MAD 4429,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MX7RT2XW0-touchscreen-monitor-27-inch-2k-100hz-gaming-monitor-qhd-2560x1440-ips-pc-monitor,,,,,,,,,,,,,,
Touchscreen Monitor 21.5 Inch Full HD 1920x1080P 10-Point Multi Touch Screen PC ...,MAD 2516,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LSG07X7FE-touchscreen-monitor-21-5-inch-full-hd-1920x1080p-10-point-multi-touch-screen-pc-monitor-with-hdmi-vga-usb-port-built-in-speakers,,,,,,,,,,,,,,
Touchscreen Monitor 21.5 Inch Full HD 1920x1080P 10-Point Multi Touch Screen PC ...,MAD 2516,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4JOUW4488-computer-monitor-pisichen-22-inch-pc-monitor-hd-1600x1050-gaming-monitor-with-hdmi-vga-interface-5ms-75hz-brightness-250-cd-m-computer,,,,,,,,,,,,,,
Touchscreen Monitor 21.5 Inch Full HD 1920x1080P 10-Point Multi Touch Screen PC ...,MAD 2516,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IQ0YGDJ2I-pisichen-touchscreen-monitor-21-5-inch-full-hd-1920x1080p-10-point-multi-touch-screen-pc-monitor-with-hdmi-vga-usb-port-built-in-speakers,,,,,,,,,,,,,,
"CRUA 24 Inch Curved Monitor, FHD1920 1080P 100HZ 99% sRGB Computer Monitors, Narrow ...","MAD 1277                                                                        
                                                                            1505",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FLX8LQE72-crua-24-inch-curved-monitor-fhd-1920-1080p-75hz-99-srgb-computer-monitor-led-filter-blue-light-178-wide-viewing-angle-pc-monitors-for-home,,,,,,,,,,,,,,
"24 Inch QHD Computer Monitor,1440P Ultrawide LED Monitor,75Hz IPS Display with ...",MAD 1956,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FBJ81TCNK-luckyfive-27-inch-2k-165hz-curved-gaming-monitor-with-built-in-speakers-1ms-response-time-wide-viewing-angle-vesa-mountable-support-hdmi-and,,,,,,,,,,,,,,
"SOTSU FlipAction Pro 16"" Premium Portable Monitor | Super Compact | Pivot Rotate | ...",MAD 7558,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JO13OMDLE-sotsu-flipaction-pro-16-premium-portable-monitor-super-compact-pivot-rotate-2560x1600-dci-p3-full-metal-cnc-usb-c-or-hdmi-perfect-match,,,,,,,,,,,,,,
KOORUI 24-inch Computer Monitor Full HD 1920 x 1080p 75Hz VA Display 30001 Contrast ...,"MAD 1559                                                                        
                                                                            2120",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4SI7XHRB2-koorui-24-inch-business-computer-monitor-full-hd-1920-x-1080p-va-display-75hz-3000-1-contrast-ratio-with-hdmi-vga-frameless-75-x-75-mm-vesa,,,,,,,,,,,,,,
"Dell 24 inch Monitor, P2422H Full HD 1080p Computer Monitor, Anti Glare 169 IPS ...",MAD 3131,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G6LAOBGJG-dell-24-inch-monitor-p2422h-full-hd-1080p-computer-monitor-anti-glare-16-9-ips-computer-screen-lcd-60hz-monitor-with-slim-design-for-home-and,,,,,,,,,,,,,,
"27-inch Office Monitor, FHD 100Hz Computer Monitor1920x1080p, IPS HDR PC Monitor ...","MAD 1384                                                                        
                                                                            2811",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/EYP37URL8-memzuoix-27inch-gaming-monitor-home-office-fhd-1080p-computer-monitor-100hz-ips-hdr-pc-monitor-hdmi-display-with-low-blue-light-eye-care-build-in,,,,,,,,,,,,,,
Monitor 32 inch Computer Monitor QHD 2560 x 1440 2K 1500R Curved Computer Monitors ...,"MAD 2243                                                                        
                                                                            2762",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IEIA4O3JS-gawfolk-32-inch-computer-monitor-qhd-2560x1440p-2k-75hz-curved-monitor-va-display-hdmi-x-1-dp-port-x1-audio-port-office-monitor-with-low-blue,,,,,,,,,,,,,,
"24.5 Inch Gaming Monitor 180Hz, Fast IPS FHD 1080P Computer Monitor, 1ms, Adaptive ...","MAD 1423                                                                        
                                                                            1559",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M0ODDYSY0-24-5-inch-gaming-monitor-180hz-fast-ips-fhd-1080p-computer-monitor-1ms-adaptive-sync-hdr10-118-srgb-frameless-hdmi-2-0-displayport-1-4-vesa,,,,,,,,,,,,,,
"20"" PC Monitor 169 1600x900 Kitchen Monitor, LED Monitor Build in Speaker, 5Ms, 60 ...",MAD 1340,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4RLDNUGMW-thinlerain-20-inch-pc-monitor-16-9-1600x900-kitchen-monitor-cctv-monitor-build-in-speaker-5ms-60-hz-vesa-mountable-with-vga-hdmi-av-bnc-usb,,,,,,,,,,,,,,
14'' 4K UHD IPS 3840x1100 Stretched Bar Touch Screen Display Monitor for Laptop ...,MAD 3472,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8RBB2FPAG-wisecoco-14-inch-uhd-ips-3840x1100-touch-screen-stretched-bar-lcd-monitor-mini-hdmi-lcd-display-for-cellphone-laptop-tv-xbox-game-ps3-4-5-os-windows,,,,,,,,,,,,,,
"23.8 Inch PC Gaming Monitor QHD 2560x1440 2K 100Hz, 2ms, Built-in Speakers, HDR, ...","MAD 1559                                                                        
                                                                            1653",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8XWFCJWRG-prechen-27-computer-monitor-business-monitor-3-sided-frameless-ips-screen-fhd-1920x1080-led-desktop-monitor-with-hdmi-vga-interface,,,,,,,,,,,,,,
"23.8 Inch PC Gaming Monitor QHD 2560x1440 2K 100Hz, 2ms, Built-in Speakers, HDR, ...","MAD 1423                                                                        
                                                                            1653",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MEAR59BBI-23-8-inch-pc-gaming-monitor-qhd-2560x1440-2k-100hz-2ms-built-in-speakers-hdr-99-srgb-ips-led-computer-screen-with-hdmi-dp-ports-amd-freesync,,,,,,,,,,,,,,
Acer 23.8  Full HD 1920 x 1080 IPS Zero Frame Home Office Computer Monitor - 178  ...,MAD 2502,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/BM64C8848-acer-23-8-full-hd-1920-x-1080-ips-zero-frame-home-office-computer-monitor-178-wide-view-angle-tilt-compatible-hdmi-vga-port,,,,,,,,,,,,,,
"SPEKZ 24 Inch Computer Monitor, FHD PC Monitors 1920 x 1080p IPS Display 75Hz, ...",MAD 1013,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7ZMJONGKS-spekz-24-professional-thin-75hz-1080-led-monitor-hdmi-vga-build-in-speakers-abyss-black-em-024,,,,,,,,,,,,,,
"Monitor Light Bar with Remote Control, USB Computer Monitor Lamp, Eye-Care Screen ...",MAD 466,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJUKEBVL0-computer-monitor-lamp-screen-monitor-light-bar-for-eye-caring-e-reading-led-task-lamp-touch-control-no-screen-glare-space-saving-home-office-desk,,,,,,,,,,,,,,
ZZA Gaming Monitor 27 Inch Curved 180Hz| 165Hz|144Hz|1ms| Computer Monitor ...,"MAD 1969                                                                        
                                                                            2243",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MQT30C38E-zza-34-inch-curved-gaming-monitor-freesync-g-sync-hdr10-122-srgb-dp-hdmi-vesa-mount-compatible-wqhd-monitor-3440-x-1440-r1500-up-to165hz,,,,,,,,,,,,,,
ZZA Gaming Monitor 27 Inch Curved 180Hz| 165Hz|144Hz|1ms| Computer Monitor ...,"MAD 1969                                                                        
                                                                            2243",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M5R3LSS50-34-inch-qhd-curved-gaming-monitor-165hz-refresh-rate-1ms-response-time-freesync-g-sync-hdr10-122-srgb-dp-hdmi-vesa-mount-compatible,,,,,,,,,,,,,,
KOORUI Monitor 22 Inch Computer Monitor FHD 1080P 75Hz PC Monitor VA Panel 30001 ...,"MAD 1013                                                                        
                                                                            1559",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8LRYVTRXO-koorui-24-inch-computer-monitor-fhd-1920-x-1080p-office-pc-monitor-ips-display-75hz-hdmi-vga-75-x-75-mm-vesa-mountable-frameless-eye-protection,,,,,,,,,,,,,,
"24 Inch QHD Computer Monitor,1440P Ultrawide LED Monitor,75Hz IPS Display with ...",MAD 1956,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FSH029AOM-luckyfive-24-inch-qhd-computer-monitor-1440p-ultrawide-led-monitor-75hz-ips-display-with-built-in-speakers-75hz-hdmi-displayport-vesa-tilt,,,,,,,,,,,,,,
"27 Inch 2K Computer Monitor, Professional IPS PC Monitors QHD 2560 x 1440p 75Hz ...",MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C0MHVDB4M-grebear-qjb-02-computer-monitors-7-inch-fhd-1080p-pc-monitors-60hz-built-in-speaker-low-blue-light-anti-glare-ips-screen-lcd-7-desktop-display,,,,,,,,,,,,,,
"27 Inch 2K Computer Monitor, Professional IPS PC Monitors QHD 2560 x 1440p 75Hz ...",MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7TDDYTCNK-grebear-24-inch-business-computer-monitor-full-hd-1920-x-1080p-va-display-75hz,,,,,,,,,,,,,,
"Computer Monitor FHD 32 Inch Monitor, 1920x1080P 60Hz 104% sRGB Display w/HDMI VGA ...",MAD 2379,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7HAYQI570-computer-monitor-jlink-fhd-32-inch-monitor-1920x1080p-75hz-4-2ms-gtg-104-srgb-lcd-computer-display-with-hdmi-vga-3-5mm-audio-hdr-low-blue-light,16:9,B32FP1K,21.51 Pound,Jlink,"September 12, 2022","Unionman Technology Co., Ltd",32 Inches (81.3 cm),B0B58C2SDB,1920 x 1080 Pixels,32 Inches (81.3 cm),Flat,5 x 21 x 33 inches (12.7 x 53.3 x 83.8 cm),17.95 pounds (8.14 kg),12 Volts
