title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
ZOTAC NVIDIA GeForce RTX 4060 8GB Twin Edge 8 GB GDDR6 ...,325.29,ZOTAC,8.0,GDDR6,GeForce RTX 4060 8GB Twin Edge,DVI,2/5/2025 16:45
GIGABYTE NVIDIA GeForce GTX 1650 D6 pci_e_x16 WINDFORCE...,181.0,GIGABYTE,4.0,GDDR6,GeForce GTX 1650 D6 pci_e_x16 WINDFORCE OC 4GD (GV-N1656WF2OC-4GD),Unknown,2/5/2025 16:45
ZOTAC NVIDIA GAMING GeForce RTX 4070 Ti SUPER Trinity B...,962.61,ZOTAC,16.0,GDDR6X,GAMING GeForce RTX 4070 Ti SUPER Trinity Black Edition,Unknown,2/5/2025 16:45
ZOTAC NVIDIA GAMING GeForce RTX 4080 SUPER Trinity Blac...,1297.49,ZOTAC,16.0,GDDR6X,GAMING GeForce RTX 4080 SUPER Trinity Black Edition,Unknown,2/5/2025 16:45
ASRock AMD Radeon RX 7600 XT 16 GB GDDR6 Graphics Card,386.73,ASRock,16.0,GDDR6,RX 7600 XT,Unknown,2/5/2025 16:45
Inno3D NVIDIA GEFORCE RTX 4060 Ti TWIN X2 8 GB GDDR6 Gr...,523.0,Inno3D,8.0,GDDR6,GEFORCE RTX 4060 Ti TWIN X2,Unknown,2/5/2025 16:45
ASUS NVIDIA DUAL RTX4060TI OC 8GB GDDR6 Gaming Graphics...,572.29,ASUS,8.0,GDDR6,DUAL RTX4060TI OC 8GB GDDR6 Gaming Graphics card,Unknown,2/5/2025 16:45
ZOTAC NVIDIA GAMING GEFORCE RTX 4060 16 GB GDDR6 Graphi...,536.52,ZOTAC,16.0,GDDR6,GAMING GEFORCE RTX 4060,Unknown,2/5/2025 16:45
mytechvision AMD Radeon rx 590 8 GB GDDR5 Graphics Card,128.9,mytechvision,8.0,GDDR5,rx 590,Unknown,2/5/2025 16:45
GIGABYTE NVIDIA 3050 WF OC 6 GB GDDR6 Graphics Card,216.75,GIGABYTE,6.0,GDDR6,3050 WF OC,Unknown,2/5/2025 16:45
ASRock AMD Radeon RX 7900 GRE 16 GB GDDR6 Graphics Card,610.83,ASRock,16.0,GDDR6,RX 7900 GRE,Unknown,2/5/2025 16:45
JieShuo AMD Radeon RX 590 8 GB GDDR5 Graphics Card,126.49,JieShuo,8.0,GDDR5,RX 590,HDMI,2/5/2025 16:45
ASRock AMD Radeon RX6600XT PGD 8 GB GDDR6 Graphics Card,481.92,ASRock,8.0,GDDR6,RX6600XT PGD,HDMI,2/5/2025 16:45
ZOTAC NVIDIA Geforce GTX 1630 4 GB GDDR6 4 GB GDDR6 Gra...,201.19,ZOTAC,4.0,GDDR6,Geforce GTX 1630 4 GB GDDR6,HDMI,2/5/2025 16:45
ASUS AMD Radeon Dual Radeon™ RX 7800 XT OC Edition 16GB...,598.78,ASUS,16.0,GDDR6,Dual Radeon™ RX 7800 XT OC Edition 16GB GDDR6,HDMI,2/5/2025 16:45
ASUS AMD/ATI TUF Gaming Radeon RX 7900 XTX OC Edition 2...,1218.66,ASUS,24.0,GDDR6,TUF Gaming Radeon RX 7900 XTX OC Edition,HDMI,2/5/2025 16:45
MSI NVIDIA GeForce RTX 3070 Ti VENTUS 3X 8G OC 8 GB GDD...,783.12,MSI,8.0,GDDR6X,GeForce RTX 3070 Ti VENTUS 3X 8G OC,Unknown,2/5/2025 16:45
ZOTAC NVIDIA RTX 3060 Twin Edge 12 GB GDDR6 Graphics Ca...,439.75,ZOTAC,12.0,GDDR6,RTX 3060 Twin Edge,Unknown,2/5/2025 16:45
GIGABYTE AMD Radeon GV-R69XTAORUS M-16GD 16 GB GDDR6 Gr...,1807.22,GIGABYTE,16.0,GDDR6,GV-R69XTAORUS M-16GD,HDMI,2/5/2025 16:45
Inno3D NVIDIA GEFORCE RTX 3050 TWIN X2 8 GB GDDR6 Graph...,285.41,Inno3D,8.0,GDDR6,GEFORCE RTX 3050 TWIN X2,Unknown,2/5/2025 16:45
AMD AMD Radeon Sapphire Pulse Radeon RX 6500 XT Gaming ...,283.12,AMD,4.0,GDDR6,"Sapphire Pulse Radeon RX 6500 XT Gaming Graphics Card with 4GB GDDR6, RDNA™ 2",Unknown,2/5/2025 16:45
Sapphire AMD/ATI NITRO+ AMD RADEON� RX 7700 XT 12 GB GD...,644.57,Sapphire,12.0,GDDR6,NITRO+ AMD RADEON� RX 7700 XT,Unknown,2/5/2025 16:45
mytechvision AMD Radeon RX 580 8 GB GDDR5 Graphics Card,124.08,mytechvision,8.0,GDDR5,RX 580,Unknown,2/5/2025 16:45
ZOTAC NVIDIA GEFORCE RTX 4060 SOLO 8 GB GDDR6 Graphics ...,344.96,ZOTAC,8.0,GDDR6,GEFORCE RTX 4060 SOLO,Unknown,2/5/2025 16:45
MSI AMD Radeon RX 6400 AERO ITX 4G 4 GB GDDR6 Graphics ...,192.76,MSI,4.0,GDDR6,RX 6400 AERO ITX 4G,Unknown,2/5/2025 16:45
Inno3D NVIDIA GEFORCE RTX 3060 Ti iChill X3 RED LHR 8 G...,596.37,Inno3D,8.0,GDDR6,GEFORCE RTX 3060 Ti iChill X3 RED LHR,Unknown,2/5/2025 16:45
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC 1...,1249.95,MSI,16.0,GDDR6X,GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC,Unknown,2/5/2025 16:45
ASRock AMD Radeon RX 7800 XT 16 GB GDDR6 Graphics Card,568.66,ASRock,16.0,GDDR6,RX 7800 XT,Unknown,2/5/2025 16:45
ZOTAC NVIDIA ZT-T20600H-10M 6 GB GDDR6 Graphics Card,421.67,ZOTAC,6.0,GDDR6,ZT-T20600H-10M,Unknown,2/5/2025 16:45
MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO 12G LHR 12 GB...,1265.05,MSI,12.0,GDDR6X,GeForce RTX 3080 GAMING Z TRIO 12G LHR,Unknown,2/5/2025 16:45
Colorful NVIDIA Battle AX Mainstream 8 GB GDDR6 Graphic...,469.88,Colorful,8.0,GDDR6,Battle AX Mainstream,Unknown,2/5/2025 16:45
GIGABYTE AMD Radeon GV-R69XTGAMING OC-16GD 16 GB GDDR6 ...,1686.73,GIGABYTE,16.0,GDDR6,GV-R69XTGAMING OC-16GD,HDMI,2/5/2025 16:45
AMD AMD Radeon Sapphire PULSE Radeon™ RX 6800 XT Graphi...,1397.58,AMD,16.0,GDDR6,"Sapphire PULSE Radeon™ RX 6800 XT Graphic Card with 16 GB GDDR6, RDNA™ 2",Unknown,2/5/2025 16:45
nVIDIA NVIDIA RTX3070 8 GB GDDR6 Graphics Card,1022.89,nVIDIA,8.0,GDDR6,RTX3070,Unknown,2/5/2025 16:45
Inno3D NVIDIA GEFORCE RTX 4070 Ti X3 OC 12GB WHITE - N4...,943.36,Inno3D,12.0,GDDR6X,GEFORCE RTX 4070 Ti X3 OC 12GB WHITE - N407T3-126XX-186148W,Unknown,2/5/2025 16:45
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING X SLIM 12 ...,1012.04,MSI,12.0,GDDR6X,GeForce RTX 4070 SUPER 12G GAMING X SLIM,Unknown,2/5/2025 16:45
ZEBRONICS NVIDIA Gt610 2Gb graphics card 2 GB DDR3 Grap...,17.35,ZEBRONICS,2.0,DDR3,Gt610 2Gb graphics card,Unknown,2/5/2025 16:45
ASUS NVIDIA Dual NVIDIA GeForce RTX3050-8G-V2 Gaming Gr...,361.43,ASUS,8.0,GDDR6,Dual NVIDIA GeForce RTX3050-8G-V2 Gaming Graphics card,Unknown,2/5/2025 16:45
ZOTAC NVIDIA GAMING GEFORE RTX 3050 ECO SOLO 8 GB GDDR6...,249.84,ZOTAC,8.0,GDDR6,GAMING GEFORE RTX 3050 ECO SOLO,Unknown,2/5/2025 16:45
MSI NVIDIA GeForce RTX 3080 GAMING Z TRIO 12G LHR 12 GB...,1265.05,MSI,12.0,GDDR6X,GeForce RTX 3080 GAMING Z TRIO 12G LHR,Unknown,2/5/2025 16:45
AMD AMD Radeon Sapphire Pulse Radeon™ RX 6800 Graphic C...,1204.81,AMD,16.0,GDDR6,"Sapphire Pulse Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™",Unknown,2/5/2025 16:45
MSI AMD Radeon Radeon RX 6600 XT MECH 2X 8G OC 8 GB GDD...,469.16,MSI,8.0,GDDR6,Radeon RX 6600 XT MECH 2X 8G OC,Unknown,2/5/2025 16:45
Sapphire AMD/ATI PULSE AMD RADEON� RX 7800 XT 16 GB GDD...,630.11,Sapphire,16.0,GDDR6,PULSE AMD RADEON� RX 7800 XT,Unknown,2/5/2025 16:45
GIGABYTE NVIDIA GV-N4070GAMING OC-12GD 12 GB GDDR6X Gra...,783.12,GIGABYTE,12.0,GDDR6X,GV-N4070GAMING OC-12GD,Unknown,2/5/2025 16:45
Geforce NVIDIA 3050 8 GB GDDR6 Graphics Card,415.66,Geforce,8.0,GDDR6,3050,Unknown,2/5/2025 16:45
ASUS AMD/ATI TUF Gaming Radeon RX 7800 XT OC Edition 16...,674.08,ASUS,16.0,GDDR6,TUF Gaming Radeon RX 7800 XT OC Edition,HDMI,2/5/2025 16:45
MSI NVIDIA RTX 3060 GAMING 12 GB GDDR6 Graphics Card,481.92,MSI,12.0,GDDR6,RTX 3060 GAMING,Unknown,2/5/2025 16:45
MSI NVIDIA GTX 1650 Ventus XS OCV1 4 GB GDDR6 Graphics ...,250.34,MSI,4.0,GDDR6,GTX 1650 Ventus XS OCV1,HDMI,2/5/2025 16:45
ZEBRONICS NVIDIA ZEBGT730 4 GB GDDR3 Graphics Card,39.14,ZEBRONICS,4.0,GDDR3,ZEBGT730,Unknown,2/5/2025 16:45
