title,price,promo,coupon,collection_date
"HP 15-FD000 Laptop (2023) | 15"" 1366x768 HD | Core i7-1255U - 16GB SSD Hard Drive - 16GB RAM | 10 cores @ 4.7 GHz Win 11 Home Black",$937.14,Jan 27 - 30,No coupon,2025-01-12 17:42:47
"HP 15t-fd000 2024 Laptop / 15.6"" 60hertz / 10 Cores Intel i7-1355U Intel Iris Xe Graphics / 8GB DDR4 256GB NVMe SSD M.2 / Wi-Fi 6 / Win10H / Jet Black / 32GB USB",$579.00,Jan 28 - Feb 11,No coupon,2025-01-12 17:42:47
"HP EliteBook 850 G7 Laptop | 15.6"" 1920x1080 FHD | Core i7-10510U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.9 GHz Win 11 Home Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:47
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:47
"Laptop, 12GB LPDDR5 RAM, 1TB SSD, 15.6 Inch Laptop Computer, Win 11 Pro, N95 Quad Core Processor, Up to 3.4GHz, Preinstall Office Pro Plus 2024, WiFi 5, BT 5.0, USB-C, Webcam, Fingerprint",$299.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:47
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:42:51
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:42:51
"HP EliteBook 840 G7 Laptop | 14"" 1920x1080 FHD | Core i7-10810U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.9 GHz Win 11 Pro Silver (Renewed)",$853.75,Jan 27 - 30,No coupon,2025-01-12 17:42:51
"HP EliteBook 830 G8 Laptop | 13.3"" 1920x1080 FHD | Core i7-1185G7-256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.4 GHz Win 10 Home Silver","$1,080.99",Jan 22 - 27,No coupon,2025-01-12 17:42:51
"HP 14-FQ000 Laptop | 14"" 1366x768 HD | AMD - 3020e - 1TB SSD Hard Drive - 32GB RAM | 2 cores @ 2.6 GHz Win 11 Pro Black",$833.99,Jan 21 - 24,No coupon,2025-01-12 17:42:51
"HP 15-FC000 Laptop (2023) | 15"" 1366x768 HD | Ryzen 7-7730U - 256GB SSD Hard Drive - 16GB RAM | 8 cores @ 4.5 GHz Win 11 Home Black","$1,100.99",Jan 22 - 27,No coupon,2025-01-12 17:42:51
"HP EliteBook 745 G5 Laptop | 14"" 1366x768 HD | Ryzen 5-2500U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 3.6 GHz Win 10 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:51
"Dell Inspiron 3521 Laptop (2022) | 15.6"" 1366x768 HD | Pentium Silver - N5030-1TB SSD Hard Drive - 16GB RAM | 4 cores @ 3.1 GHz Win 11 Home Black (Renewed)","$1,079.99",Jan 27 - 30,No coupon,2025-01-12 17:42:51
"Lenovo ThinkPad X1 Gen 2 Laptop (2022) | 13"" 2160x1350 2K | Core i7-1260P - 512GB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 11 Pro Black (Renewed)","$1,443.99",Jan 27 - 30,No coupon,2025-01-12 17:42:51
"HP 14-FQ000 Laptop | 14"" 1366x768 HD | AMD - 3020e - 256GB SSD Hard Drive - 16GB RAM | 2 cores @ 2.6 GHz Win 11 Pro Black (Renewed)",$574.99,Jan 22 - 27,No coupon,2025-01-12 17:42:51
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 17:42:51
"KAMRUI GK3Plus Mini PC with Windows 11Pro, 16GB RAM 512GB M.2 SSD Mini Computers,12th Gen Alder Lake N95 (up to 3.4GHz) Micro PC, 2.5''SSD, Gigabit Ethernet,4K UHD,WiFi,BT,VESA/Home/Business Small pc",$169.00,"Wed, Jan 22",$20.00 off coupon applied,2025-01-12 17:42:51
"HP EliteBook 850 G5 Laptop | 15.6"" 1920x1080 FHD | Core i7-8650U - 1TB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:51
"MSI Katana 15.6"" Gaming Laptop, FHD(1920 x 1080 Pixels) 144Hz Screen, GeForce RTX 4060 8GB GDDR6, AMD Ryzen 7 8845HS 8 Cores, 16GB DDR5+2TB SSD, Wi-Fi 6E, HDMI 2.1, TrackPoint, Win10 Home",Price not available,No promotion,No coupon,2025-01-12 17:42:51
"HP EliteBook 830 G8 Laptop, 13.3"" FHD Notebook PC, 11th Gen Intel Core i7-1185G7, 12M Cache, 3.0GHz Up to 4.8GHz, 32GB RAM, 1TB Solid State Drive, Windows 11 Pro 64Bits, CAM(Renewed)","$1,220.99",Jan 22 - 27,No coupon,2025-01-12 17:42:51
"Lenovo ThinkPad X1 Yoga Gen 4 2-in-1 Laptop | 14"" 1920x1080 FHD | Core i7-8665U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.8 GHz Win 10 Pro Black (Renewed)","$1,594.99",Jan 22 - 27,No coupon,2025-01-12 17:42:51
"HP EliteBook 1040 G6 Laptop | 14"" 1920x1080 FHD | Core i5-8365U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 4.1 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:51
"HP EliteBook 850 G5 Laptop | 15.6"" 1920x1080 FHD | Core i7-8650U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:51
"HP 250 G1 Laptop | 15.6"" 1920x1080 FHD | Core i7-1355U - 512GB SSD Hard Drive - 16GB RAM | 10 cores @ 5 GHz Win 11 Home Black","$1,254.99",Jan 21 - 24,No coupon,2025-01-12 17:42:51
"HP 15-FD000 Laptop (2023) | 15"" 1366x768 HD | Core i5-1335U - 1TB SSD Hard Drive - 8GB RAM | 10 cores @ 4.6 GHz Win 11 Home Black",$913.99,Jan 22 - 27,No coupon,2025-01-12 17:42:51
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:51
"Laptop, 12GB LPDDR5 RAM, 1TB SSD, 15.6 Inch Laptop Computer, Win 11 Pro, N95 Quad Core Processor, Up to 3.4GHz, Preinstall Office Pro Plus 2024, WiFi 5, BT 5.0, USB-C, Webcam, Fingerprint",$299.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:51
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:43:00
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:43:00
"HP EliteBook 850 G5 Laptop | 15.6"" 1366x768 HD | Core i7-8650U - 256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:43:00
"HP EliteBook 840 G8 14"" FHD Laptop Computer, 11th Gen Quad Core i5-1145G7, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Thunderbolt 4, Windows 10 Pro (Renewed)",$760.99,Jan 16 - 21,No coupon,2025-01-12 17:43:00
"HP EliteBook 830 G6 Laptop | 13.3"" 1920x1080 FHD | Core i7-8665U - 512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.8 GHz Win 10 Pro Silver","$1,252.99",Jan 27 - 30,No coupon,2025-01-12 17:43:00
"Lenovo ThinkBook 13s G2 are Laptop | 13.3"" 2560x1600 QHD+ | Ryzen 5-4600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.0 GHz Win 10 Pro Silver (Renewed)",$880.99,Jan 27 - 30,No coupon,2025-01-12 17:43:00
"HP EliteBook 830 G6 Laptop | 13.3"" 1920x1080 FHD | Core i7-8665U - 256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.8 GHz Win 11 Pro Silver","$1,207.99",Jan 27 - 30,No coupon,2025-01-12 17:43:00
"HP ZBook Firefly 14 G7 Laptop | 14"" 1920x1080 FHD | Core i7-10610U - 256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.9 GHz Win 10 Pro Silver","$1,284.99",Jan 22 - 27,No coupon,2025-01-12 17:43:00
"HP EliteBook 850 G5 Laptop | 15.6"" 1920x1080 FHD | Core i7-8650U - 1TB SSD Hard Drive - 8GB RAM | 4 cores @ 4.2 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:43:00
"Laptop Computer, 12GB LPDDR5 RAM Laptop 1TB SSD, Quad-Core N95, 15.6 Inch 1080P IPS Display Win11 Pro Laptops, WiFi 5, BT 5.0, Fingerprint, USB Type-C",$999.00,No promotion,No coupon,2025-01-12 17:43:00
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 17:43:00
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,"Thu, Jan 23",30% off coupon applied,2025-01-12 17:43:00
"HP EliteBook 655 G10 Laptop (2023) | 15.6"" 1920x1080 FHD | Ryzen 5-7530U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.5 GHz Win 11 Home Black","$1,152.99",Jan 22 - 27,No coupon,2025-01-12 17:43:00
"Lenovo ThinkBook 14s Yoga G2 IAP 2-in-1 Laptop (2022) | 14"" 1920x1080 FHD | Core i7-1255U - 1TB SSD Hard Drive - 16GB RAM | 10 cores @ 4.7 GHz Win 11 Pro Silver (Renewed)",$960.99,Jan 27 - 30,No coupon,2025-01-12 17:43:00
Dell Optiplex 7060 SFF Desktop Computer PC | Intel 8th Gen i7-8700 (6 Core) | 32GB DDR4 Ram 512GB NVMe M.2 SSD | Built-in WiFi & Bluetooth | Windows 11 Pro | Wireless Keyboard & Mouse(Renewed),$291.89,"Wed, Jan 22",No coupon,2025-01-12 17:43:00
"Lenovo 2024 IdeaPad 1 Gen 7 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1215U, 24GB RAM, 1TB SSD, SD Card Reader, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, Grey",$399.00,No promotion,No coupon,2025-01-12 17:43:00
"HP EliteDesk 800 G4 SFF Desktop PC, New 24"" FHD Monitor, Core i5-8600, 32 GB RAM, 1TB SSD, Keyboard & Mouse, Windows 10 Pro(Renewed)",$781.99,Jan 22 - 27,No coupon,2025-01-12 17:43:00
"Lenovo IdeaPad 5 15ITL05 Laptop | 15.6"" 1920x1080 FHD | Core i7-1165G7-512GB SSD Hard Drive - 16GB RAM - Nvidia GeForce MX450 | 4 cores @ 4.7 GHz - 2GB GDDR5 Win 10 Home Silver (Renewed)",$806.99,Jan 22 - 27,No coupon,2025-01-12 17:43:00
ASUS TUF A15 Gaming Laptop 2024 15.6” FHD 1920 x 1080 IPS 144hz AMD Ryzen 7 7435HS NVIDIA GeForce RTX 3050 4GB GDDR6 16GB DDR5 1TB SSD Single-Zone RGB Backlit Keyboard Wi-Fi 6 Windows 10 Home,Price not available,No promotion,No coupon,2025-01-12 17:43:00
"HP Victus 15.6"" Full HD 144Hz Gaming Laptop, Intel Core i5-12450H, NVIDIA GeForce RTX 3050,64GB RAM, 1TB PCIe SSD, Backlit Keyboard, Wi-Fi 6, Windows 11 Pro, Performance Blue",$753.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:00
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:43:00
"Laptop Stand for Desk, Adjustable Laptop Riser, Metal Laptop Holder Foldable Computer Stand Portable Laptop Mount, Ventilated Cooling Notebook Stand Compatible with 10-15.6” Laptops",$14.99,"Thu, Jan 23",No coupon,2025-01-12 17:43:00
Title not available,$49.99,No promotion,30% off coupon applied,2025-01-12 17:43:08
Title not available,$574.99,No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,080.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,$937.14,No promotion,No coupon,2025-01-12 17:43:08
Title not available,$579.00,No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,220.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,079.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,$549.00,No promotion,$90.00 off coupon applied,2025-01-12 17:43:08
Title not available,$31.99,No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,100.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,$579.00,No promotion,No coupon,2025-01-12 17:43:08
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:43:08
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,284.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,"$1,594.99",No promotion,No coupon,2025-01-12 17:43:08
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:43:08
Title not available,$79.99,No promotion,10% off coupon applied,2025-01-12 17:43:08
Title not available,$329.00,No promotion,No coupon,2025-01-12 17:43:08
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:43:15
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:43:15
"ACEMAGICIAN Mini PC Ryzen 9 6900HX - 32GB DDR5 1TB NVME SSD Small Gaming Computers,Tiny Desktop with AMD Radeon 680M, Type C|WiFi 6|BT 5.2|Dual Channel|Office|Home|Casual Games",$559.00,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 17:43:15
"KAMRUI Essenx E1 Mini PC Alder Lake N97(up to 3.60 GHz), 16GB DDR4 512GB M.2 SSD Mini Desktop Computer, Mini Computers, 4K, WiFi 2.4G/5G, BT4.2, Small PC Desktop Business Home Office Family-NAS",$169.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"Dell Precision 5750 Workstation Laptop | 17"" 3840x2400 4k | Xeon W - 10855M - 4TB SSD Hard Drive - 64GB RAM - Nvidia Quadro RTX 3000 | 6 cores @ 5.1 GHz - 4GB GDDR6 Win 10 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:43:15
"HP OmniBook Business Laptop, 14"" 2.2K Touchscreen, AMD Ryzen AI 9 HX 375 APU 12 Cores, AMD Radeon GraphicsGB Shared, 32GB LPDDR5+ 2TB SSD, Win11 Home, Wi-Fi, Backlit Keyboard, Fingerprint Reader",Price not available,No promotion,No coupon,2025-01-12 17:43:15
"HP Pavilion 15.6"" HD Touchscreen Anti-Glare Laptop, 16GB RAM, 1TB SSD Storage, Intel Core Processor up to 4.1GHz, Up to 11 Hours Long Battery Life, Type-C, HDMI, Windows 11 Home, Silver",$396.94,No promotion,No coupon,2025-01-12 17:43:15
"HP 17.3 inch Laptop, FHD Display, AMD Ryzen 5 7520U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home, 17-cp2099nr (2024)",$488.98,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"HP Newest 27"" All-in-One Desktop Computer, FHD IPS Display, 10-core Intel Core i7-1355U Processor, 64GB DDR4, 2TB SSD, Wi-Fi 6, HDMI, Wireless KB&Mouse, Windows 11 Pro",Price not available,No promotion,No coupon,2025-01-12 17:43:15
"jumper Laptop, 12GB DDR4 256GB SSD, Windows 11 Laptops with 4-core Celeron Processor, Lightweight Computer with FHD 1080p Display, 2 Speakers, Dual-Band WiFi(2.4G/5G), USB3.0.",$799.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"PELADN Mini PC Intel Core i7-13620H(16 Core 20 Threads Up to 5.0Ghz),Mini Computers 32GB RAM 1TB M.2 PCIe 4.0 NVMe 2280 SSD Mini Desktop Computers, WiFi6,Bluetooth5.2,4K DP HDMI Type-C USB4",$445.54,No promotion,No coupon,2025-01-12 17:43:15
"acer Nitro V Gaming Laptop | AMD Ryzen 5 7535HS Hexa-Core Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB SSD | WiFi 6 | Backlit KB | ANV15-41-R5N6",$779.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"MSI Prestige 16 EVO 16"" QHD+ 165Hz Laptop: Intel Core i9-13900H, Intel Iris Xe, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, HDMI, MicroSD Card Reader, Win 11 Pro: Urban Silver A13M-408US",$899.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"Android 14 Tablet, 10 Inch 8GB RAM+64GB ROM+1TB Expand, 1.8Ghz Quad-core Processor, 2 in 1 Tablets with Keyboard/Mouse/Case/Stylus, 8MP Camera, 6000mAh Battery, 1280 * 800 HD Screen, 5G WiFi 6 Tablet",$64.97,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"T1-Pro Mini Gaming PC Core i7-13800H/RTX4060 8G GDDR6,Mini Gaming Computer 64GB RAM DDR5-5200,2TB PCIe4.0 SSD,Adjustable RGB Light,WiFi6E/BT5.3/2.5G LAN/USB-C 4K@60Hz Win11 Pro Mini Desktop PC","$1,799.00","Wed, Jan 22",$400.00 off coupon applied,2025-01-12 17:43:15
"ASUS TUF Gaming A15 Laptop 2024, 15.6"" FHD IPS 144Hz, AMD Ryzen 7 7435HS 8-Core, NVIDIA GeForce RTX 3050 4GB, 24GB DDR5 1TB SSD, Single-Zone RGB Backlit Keyboard, Wi-Fi 6, Win11 Home, COU 32GB USB",Price not available,No promotion,No coupon,2025-01-12 17:43:15
"Beelink Mini S12 Pro Mini PC - 12th Gen Intel N100 (Up to 3.4GHz), 16GB DDR4, 500GB SSD, 4K Dual Display, WiFi 6, BT 5.2, 1000Mbps LAN - Low Power Mini Desktop Computer",$158.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:15
"Gaming Laptop, 2024 Laptop with Intel Quad-Core Processor(Up to 3.6GHz), 16GB DDR4 512GB SSD Laptop Computer, Windows 11 Laptop, 15.6"" IPS 1080P, Metal Shell, USB3.2, Long Battery Life",$379.99,"Wed, Jan 22",$70.00 off coupon applied,2025-01-12 17:43:15
"Lenovo ThinkPad T470 Touchscreen Laptop, 14-inch FHD(1920 x 1080) Ultrabook Business Laptop, i5-6300U 2.4GHz, 16 GB DDR4 RAM, 512 GB SSD, Windows 10 Pro (Renewed)",$544.99,Jan 27 - 30,No coupon,2025-01-12 17:43:15
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:43:15
"9U Server Rack Cabinet, Wall Mount Network Rack Enclosure Includes Locking Glass Door, Removable Side and Back Panels, 15"" Deep Network Data Cabinet for Computer IT and A/V Equipment",$129.99,"Thu, Jan 23",10% off coupon applied,2025-01-12 17:43:15
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:43:20
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:43:20
"HP ProDesk 600 G2 SFF Desktop Computer PC, with 24"" FHD(1920x1080) Monitor, Intel i7-6700 3.4GHz, 32GB RAM, 512GB SSD, USB WiFi, Keyboard&Mouse, Win10 Pro (Renewed)",$269.00,No promotion,8% off coupon applied,2025-01-12 17:43:20
"STGAubron Gaming PC Desktop Computer, Intel Core I7 up to 3.9 GHz, Radeon RX 580 8G, 16G RAM, 512G SSD, WiFi, Bluetooth 5.0, RGB Fan x6, RGB BT Sound Bar, Windows 10 Home",$519.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"Dell Optiplex 7040 Business SFF Computer Small Tower PC (Intel Core i5-6500, 16GB Ram, 256GB SSD, DVD-RW, WiFi) Win 10 Pro (Renewed)",$104.99,"Fri, Jan 24",No coupon,2025-01-12 17:43:20
"HP 255 G8 Laptop 15.6"" Full HD (1920x1080) (AMD Ryzen 5 5500U 6-Core, AMD Radeon, 8GB RAM, 256GB SSD, WiFi, Webcam, Bluetooth, Dark Ash Silver, No OS) (Renewed)",$613.99,Jan 21 - 24,No coupon,2025-01-12 17:43:20
"Windows 11 Laptop Computers, 15.6 Inch Laptops, 36GB DDR4, 128GB EMMC+1024GB SSD, Celeron N5095 Quad-Core, 1 Year Office 365, 7000mAh, WiFi 6. BT5.2. USB 3.2, HDMI, Type-C, Portable Notebook","$1,399.99","Wed, Jan 22",No coupon,2025-01-12 17:43:20
"ASUS Vivobook 15.6"" FHD (1920x1080) IPS Laptop 2024 New | Intel 5 120U 10-Core | Intel Iris Xe Graphics | Backlit Keyboard | Fingerprint | Wi-Fi 6 | 24GB DDR4 1TB SSD | Win11 Home",Price not available,No promotion,No coupon,2025-01-12 17:43:20
"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core i5-13400F 2.5GHz, GeForce RTX 4060 8GB, 16GB DDR5, 1TB PCIe Gen4 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A24)",$899.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"Dell OptiPlex 7000 7010 MFF 1.2L Micro Form Factor Business Desktop Computer, Intel Hexa-Core i5-12500T (Beat i7-11700T), 8GB DDR4 RAM, 128GB PCIe SSD, WiFi 6, Bluetooth, Windows 11 Pro",Price not available,No promotion,No coupon,2025-01-12 17:43:20
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"Laptop, 15.6"" 1080P Full HD Display High Performance Quad-Core Intel Celeron N5095 Processors 16GB DDR4 512GB SSD Windows 11 Laptop Computers, 2.4G/5G WiFi, Bluetooth 4.2, Long Battery Life",$219.99,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"N1 Gaming Mini PC, AMD Ryzen 7 5825U(8C/16T, UP to 4.5GHz) 32GB RAM 1TB M.2 NVMe SSD, Mini Computer Support 4K Quad Display/WiFi 6E/BT5.2/Dual USB-C(Support Data/PD3.0/DP) Gaming/Office",$399.99,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 17:43:20
"HP Pavilion x360 14 inch Laptop, FHD Touchscreen, 13th Generation Intel Core i3-1315U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home, 14-ek1099nr (2024)",$494.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"Mini PC Alder Lake-Ν95 (up to 3.4GHz) 4 Cores 4 Threads, Mini Desktop Computers 8GB DDR5 256GB M.2 SSD, Mini PC Dual Lan Support 4K Triple Screen Display/USB3.0/WiFi 5/Bluetooth 5.0 for Education",$107.99,"Thu, Jan 23",No coupon,2025-01-12 17:43:20
"Beelink Mini PC SER5 5850U AMD Ryzen 7 Processor(8C/16T, up to 4.4GHz), Micro Computer 32GB DDR4 1TB NVMe SSD, Mini Computer Triple Display HDMI/DP/Type-C/4K 60Hz/WiFi6/BT5.2/Home/Office/HTPC W11 Pro",$329.00,"Wed, Jan 22",No coupon,2025-01-12 17:43:20
"MSI 2024 Gaming Laptop Katana AMD Ryzen 7 8845HS 8-Core NVIDIA GeForce RTX 4060 24 GB DDR5 1 TB SSD 15.6"" 1920 x 1080 144 Hz Win11 Pro Wi-Fi 6E Bluetooth 5.3 Four-Zone RGB Backlit Keyboard","$1,189.00",Jan 23 - Feb 3,No coupon,2025-01-12 17:43:20
MSI Katana A15 Gaming Laptop 2024 15.6” FHD 1920 x 1080 IPS 144 hz AMD Ryzen 7 8845HS NVIDIA GeForce RTX 4060 8GB GDDR6 24GB DDR5 1TB SSD Four-Zone RGB Backlit Keyboard Wi-Fi 6E Windows 10 Home,"$1,139.00",Jan 23 - Feb 3,No coupon,2025-01-12 17:43:20
MSI 2024 Katana A15 AI 15.6” FHD IPS 144Hz Laptop 8-Core AMD Ryzen 7 8845HS NVIDIA GeForce RTX 4060 24GB DDR5 2TB SSD WiFi AX RJ-45 BT Webcam HDMI2.1 Four-Zone RGB Backlit KB Windows 11 Home,"$1,259.00",Feb 3 - 24,No coupon,2025-01-12 17:43:20
"MSI Katana A15 AI B8VF 2024 Laptop, 8-Core AMD Ryzen 7 8845HS, 15.6"" FHD IPS Display, NVIDIA GeForce RTX 4060, 48GB DDR5 2TB SSD, Four-Zone RGB Backlit Keyboard, Wi-Fi 6E, Win10 Pro",Price not available,No promotion,No coupon,2025-01-12 17:43:20
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:43:20
