title,price,promo,coupon,collection_date
"Beelink Mini PC Ryzen 7 5850U (8C/16T, Turbo 4.4GHz), 16GB DDR4 RAM 500GB PCIe3.0 SSD Mini Desktop Computers, SER5 PRO Support 4K@60Hz Triple Display/WiFi 6/BT5.2/DP+HDMI+USB-C/USB3.2/RJ45 LAN",$279.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:08
"FIFIREBAT Mini PC N150 (3.6GHz) Intel, TPM 2.0, 1000MHz 4K UHD, 16GB DDR4 RAM 512GB M.2 SSD PCIe, Intel Twin Lake N150, Gaming Small Mini Desktop Computer Windows 11, Office/Business/Home Mini Server",$194.99,"Wed, Jan 22",$40.00 off coupon applied,2025-01-12 17:42:08
"Beelink Mini S13, Mini PC with 13th Gen Twin Lake N150 (up to 3.6 GHz), 16GB DDR4 3200MHz RAM, 500GB SSD, Desktop Computer Supports Dual HDMI, WiFi 6, BT5.2, 1000M LAN, USB3.2, Mounted Bracket",$219.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:08
"Mini PC, Desktop Computer i7-4700HQ 2.4-3.4GHz, Win-10 Pro, 16G DDR3, 256G SSD, HDMI, VGA Port, USB3.0, WiFi6, BT5.2, Gigabit Ethernet for Business/Education/Office/HTPC",$238.00,Jan 21 - 29,$15.00 off coupon applied,2025-01-12 17:42:08
"EYY 15.6"" Laptop Computer,Gaming Business Laptop,11600 mAh Battery,16GB RAM 512GB SSD,Intel N100 (up to 3.4GHz),Windows 11 Pro Laptops, WiFi 6, BT5.2,Backlit Keyboard,USB Type-C,3.5MM,Fingerprint",$264.99,"Wed, Jan 22",No coupon,2025-01-12 17:42:08
"HP ProDesk 600 G4 SFF Desktop Computer with 24"" FHD Monitor Bundle PC Set, Intel Core i5-8500 3.0GHz, 16GB RAM, 1TB SSD, Keyboard & Mouse, WiFi, Win 10 Pro (Renewed)",$262.00,No promotion,10% off coupon applied,2025-01-12 17:42:08
"HP Stream 14 Inch Laptop Computer, Ultra Thin and Light Laptop for College Students, Intel Celeron N4120, 8GB RAM, 320GB Storage (64GB eMMC+256GB MSD), 1-Year Office 365, Bule Laptop, Win 11 S",$269.99,"Wed, Jan 22",5% off coupon applied,2025-01-12 17:42:08
"TRIGKEY Mini PC K-N100, Intel Alder Lake N100(up to 3.4GHz), 16GB DDR4 RAM 500GB M.2 SSD, Mini Desktop PC Computer Support Max 4K 60Hz Dual HDMI Display/USB3.2 * 3/WiFi5/BT5.0, Home/Office/Education",$149.00,"Thu, Jan 23",No coupon,2025-01-12 17:42:08
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:08
"StarTech.com Ethernet to Parallel Network Print Server, 10/100Mbps LAN, WebUI, Centronics Ethernet Printer Server Adapter, TAA",$87.63,"Thu, Jan 23",No coupon,2025-01-12 17:42:08
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:42:17
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:42:17
"15.6'' Laptop Computer,1080P FHD Display,8GB RAM,512GB SSD, Intel N5095 CPU Business Laptop,Numeric Keypad,Backlit Keyboard,Fingerprint Unlock,SD Card Reader,Webcam, 5GWiFi, HDMI,Silver",$299.99,"Wed, Jan 22",$50.00 off coupon applied,2025-01-12 17:42:17
"ViprTech Rebel 4.0 Gaming PC - AMD Ryzen 7 (4.1Ghz Turbo), RTX 4060 8GB, 32GB DDR4 3200, 1TB NVMe SSD, VR-Ready, Streaming, WiFi BT, RGB, Win 11 Pro, Prebuilt Desktop Computer Black",$829.99,"Wed, Jan 22",No coupon,2025-01-12 17:42:17
"N95 Mini PC, 12th N95 (up to 3.4GHz) Mini Computer, 16GB RAM 512GB SSD, USB3.2,Mini PC N95 Support 4K UHD Dual HDMI BT5.1, Dual Band WiFi",$159.99,"Wed, Jan 22",$10.00 off coupon applied,2025-01-12 17:42:17
"GEEKOM A6 Mini PC, AMD Ryzen 7 6800H(8C/16T, up to 4.7GHz), 32GB DDR5 1TB SSD, Radeon 680M, Compact Aluminium Design Windows 11 Pro Desktop Computer Support USB4/8K UHD/Wi-Fi 6E/Bluetooth 5.2",$449.00,No promotion,No coupon,2025-01-12 17:42:17
"Dell XPS 9530 Laptop (2023) | 15.6"" 3456x2160 3.5k OLED | Core i7-13700 - 512GB SSD Hard Drive - 16GB RAM | 24 cores @ 5.2 GHz Win 11 Home Silver","$6,474.81",Jan 22 - 27,No coupon,2025-01-12 17:42:17
"Dell Optiplex 7020 SFF Desktop Computer, 24"" FHD Monitor and RGB Speakers PC Set, Core i7, 16GB RAM, 256GB SSD, BT WiFi, Mouse & Keyboard, Windows 10 Pro (Renewed)",$229.00,No promotion,No coupon,2025-01-12 17:42:17
"Dell Precision 7670 Workstation Laptop (2022) | 16"" 3840x2400 4k | Core i7-12850HX - 512GB SSD Hard Drive - 32GB RAM | 16 cores @ 4.8 GHz Win 11 Pro Silver (Renewed)","$5,417.99",Jan 22 - 27,No coupon,2025-01-12 17:42:17
"jumper Laptop Computer 16 inch FHD Display, 1 Year Office 365, 8GB RAM, 128GB SSD, 128GB eMMC, 5G/2.4G WiFi, Type-C, HDMI, Numeric Keypad, Bluetooth, 38Wh Battery, 5305U Processor, Cooling System",$519.99,"Wed, Jan 22",No coupon,2025-01-12 17:42:17
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,"Thu, Jan 23",30% off coupon applied,2025-01-12 17:42:17
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:17
"HP 15-FD000 Business Laptop 2024, 15.6"" WXGA HD Display, Intel Pentium N200 4-Core, Intel UHD Graphics, 4GB DDR4 128GB SSD, Wi-Fi 6, Win10 Home, COU 32GB USB",$309.00,Jan 23 - Feb 3,No coupon,2025-01-12 17:42:17
"Dell Precision 7670 Workstation Laptop (2022) | 16"" 3840x2400 4k | Core i7-12850HX - 2TB SSD Hard Drive - 64GB RAM - Nvidia RTX A2000 | 16 cores @ 4.8 GHz - 4GB GDDR6 Win 11 Pro Silver (Renewed)","$5,638.99",Jan 22 - 27,No coupon,2025-01-12 17:42:17
"Dell Precision 7670 Workstation Laptop (2022) | 16"" 1920x1200 FHD+ | Core i5-12600HX - 8TB HDD Hard Drive - 32GB RAM - Nvidia RTX A2000 | 12 cores @ 4.6 GHz - 4GB GDDR6 Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:17
"Dell Precision 7670 Workstation Laptop (2022) | 16"" 3840x2400 4k | Core i7-12850HX - 512GB SSD + 1TB SSD Hard Drive - 64GB RAM - Nvidia RTX A2000 | 16 cores @ 4.8 GHz - 4GB GDDR6 Win 11 (Renewed)","$5,674.99",Jan 22 - 27,No coupon,2025-01-12 17:42:17
"Dell XPS 9530 Laptop (2023) | 15.6"" 3456x2160 3.5k OLED | Core i9-13900H - 32GB SSD Hard Drive - 32GB RAM - Nvidia GeForce RTX 4070 | 14 cores @ 5.4 GHz - 8GB GDDR6X Win 11 Home Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:17
"Dell XPS 9440 Laptop (2024) | 14.5"" 1920x1200 FHD+ | Core Ultra 7-155H - 2TB SSD Hard Drive - 64GB RAM - Nvidia GeForce RTX 4050 | 16 cores @ 4.8 GHz - 6GB GDDR6 Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:17
"Dell XPS 9345 Laptop (2024) | 13.4"" 2880x1800 QHD+ | Snapdragon X Elite - X1E-80-100 - 1TB SSD Hard Drive - 32GB RAM | 12 cores @ 3.8 GHz Win 11 Home Black","$2,250.99",Jan 22 - 27,No coupon,2025-01-12 17:42:17
"Dell Precision 7550 Workstation Laptop | 15.6"" 1920x1080 FHD | Xeon W - 10855M - 32GB SSD Hard Drive - 32GB RAM - Nvidia Quadro RTX 3000 | 6 cores @ 5.1 GHz - 4GB GDDR6 Win 11 Pro Silver","$3,401.99",Jan 21 - 24,No coupon,2025-01-12 17:42:17
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:17
"Laptop, 12GB LPDDR5 RAM, 1TB SSD, 15.6 Inch Laptop Computer, Win 11 Pro, N95 Quad Core Processor, Up to 3.4GHz, Preinstall Office Pro Plus 2024, WiFi 5, BT 5.0, USB-C, Webcam, Fingerprint",$299.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:17
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:42:23
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:42:23
"Dell XPS 9530 Laptop (2023) | 15.6"" 1920x1200 FHD+ | Core i7-13700H - 512GB SSD Hard Drive - 32GB RAM | 14 cores @ 5 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:23
"Dell Precision 7670 Workstation Laptop (2022) | 16"" 1920x1200 FHD+ | Core i5-12600HX - 1TB SSD Hard Drive - 32GB RAM - Nvidia RTX A2000 | 12 cores @ 4.6 GHz - 4GB GDDR6 Win 11 Pro Black (Renewed)","$2,683.99",Jan 22 - 27,No coupon,2025-01-12 17:42:23
"Dell Precision 5560 Workstation Laptop | 15.6"" 3840x2400 4k | Core i9-11950H - 512GB SSD Hard Drive - 32GB RAM - Nvidia RTX A2000 | 8 cores @ 5 GHz - 4GB GDDR6 No OS Silver","$2,099.99",Jan 16 - 21,No coupon,2025-01-12 17:42:23
"Dell Alienware m15 R7 Laptop (2022) | 15.6"" 2560x1440 QHD 240Hz | Core i9-12900H - 2TB SSD Hard Drive - 32GB RAM - Nvidia GeForce RTX 3080 | 14 cores @ 5 GHz - 8GB GDDR6X Win 11 Home White (Renewed)","$2,827.99",Jan 22 - 27,No coupon,2025-01-12 17:42:23
"Dell Alienware m16 Laptop (2023) | 16"" 2560x1600 QHD+ | Core i9-13900HX - 1TB SSD Hard Drive - 16GB RAM - Nvidia GeForce RTX 4080 | 24 cores @ 5.4 GHz - 12GB GDDR6X Win 11 Pro Black","$3,260.99",Jan 27 - 30,No coupon,2025-01-12 17:42:23
"Dell Precision 5560 Workstation Laptop | 15.6"" 1920x1200 FHD+ | Core i9-11950H - 512GB SSD Hard Drive - 32GB RAM - Nvidia RTX A2000 | 8 cores @ 5 GHz - 4GB GDDR6 Win 10 Pro Silver","$2,104.99",Jan 16 - 21,No coupon,2025-01-12 17:42:23
"Dell XPS 9530 Laptop (2023) | 15.6"" 1920x1200 FHD+ | Core i7-13620H - 1TB SSD Hard Drive - 64GB RAM | 10 cores @ 4.9 GHz Win 10 Pro Silver","$2,193.99",Jan 22 - 27,No coupon,2025-01-12 17:42:23
"Dell Precision 5560 Workstation Laptop | 15.6"" 1920x1200 FHD+ | Core i9-11950H - 1TB SSD Hard Drive - 32GB RAM - Nvidia RTX A2000 | 8 cores @ 5 GHz - 4GB GDDR6 Win 11 Pro Silver","$2,175.99",Jan 16 - 21,No coupon,2025-01-12 17:42:23
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 17:42:23
"P3 Gaming Mini PC, AMD Ryzen 6900HX Processor Mini Computer(8Cores/16Threads, up to 4.9GHz) 32GB DDR5, 1TB M.2 SSD, Triple Display Desktop PC, Pre-in Windows 11 Pro, Dual LAN, WiFi 6E, BT 5.2",$519.00,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 17:42:23
"Dell Latitude 3450 Laptop (2024) | 14"" 1366x768 HD | Core i7-1355U - 256GB SSD Hard Drive - 16GB RAM | 10 cores @ 5 GHz Win 11 Pro Black","$1,601.30",Jan 21 - 24,No coupon,2025-01-12 17:42:23
"Dell Precision 5550 Workstation Laptop | 15.6"" 3840x2400 4k | Core i7-10850H - 256GB SSD Hard Drive - 4GB RAM - Nvidia Quadro T1000 | 6 cores @ 5.1 GHz - 4GB GDDR6 Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:23
"Dell Alienware X17 R1 Laptop | 17.3"" 1920x1080 FHD 360Hz | Core i7-11800H - 1TB SSD Hard Drive - 16GB RAM - Nvidia GeForce RTX 3080 | 8 cores @ 4.6 GHz - 8GB GDDR6X Win 10 Home White",Price not available,No promotion,No coupon,2025-01-12 17:42:23
"Dell Alienware 51m R2 Laptop | 17.3"" 1920x1080 FHD | Core i9-10900K - 1TB SSD + 1TB SSD Hard Drive - 64GB RAM - Nvidia GeForce RTX 2080 Super | 10 cores @ 5.3 GHz - 8GB GDDR6 Win 10 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:23
"HP EliteBook 1040 G9 Laptop (2022) | 14"" 1920x1200 FHD+ | Core i7-1265U - 256GB SSD Hard Drive - 16GB RAM | 10 cores @ 4.8 GHz Win 11 Pro Black","$2,231.99",Jan 21 - 24,No coupon,2025-01-12 17:42:23
"Dell Inspiron 3505 Laptop | 15.6"" 1920x1080 FHD | Ryzen 5-3450U - 256GB SSD + 1TB HDD Hard Drive - 8GB RAM | 4 cores @ 3.5 GHz Win 10 Home Black",Price not available,No promotion,No coupon,2025-01-12 17:42:23
"Dell Inspiron 7640 Laptop (2024) | 16"" 2560x1600 QHD+ | Core Ultra 7-155H - 1TB SSD Hard Drive - 32GB RAM | 16 cores @ 4.8 GHz Win 11 Home Blue (Renewed)","$1,852.99",Jan 22 - 27,No coupon,2025-01-12 17:42:23
"Dell Precision 3490 Workstation Laptop (2024) | 14"" 1920x1080 FHD | Core Ultra 7-165H - 256GB SSD Hard Drive - 16GB RAM | 16 cores @ 5.0 GHz Win 11 Pro Silver (Renewed)","$1,329.99",Jan 27 - 30,No coupon,2025-01-12 17:42:23
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:23
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,"Thu, Jan 23",30% off coupon applied,2025-01-12 17:42:23
Title not available,$49.99,No promotion,30% off coupon applied,2025-01-12 17:42:29
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:42:29
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,250.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$3,401.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,683.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,099.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,$549.00,No promotion,$90.00 off coupon applied,2025-01-12 17:42:29
Title not available,$329.00,No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$3,260.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,827.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,104.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,193.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$2,175.99",No promotion,No coupon,2025-01-12 17:42:29
Title not available,"$1,601.30",No promotion,No coupon,2025-01-12 17:42:29
Title not available,Price not available,No promotion,No coupon,2025-01-12 17:42:29
Title not available,$79.99,No promotion,10% off coupon applied,2025-01-12 17:42:29
Title not available,$299.00,No promotion,No coupon,2025-01-12 17:42:29
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:42:39
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:42:39
"Lenovo IdeaPad 5 14ALC05 Laptop | 14"" 1920x1080 FHD | Ryzen 5-5500U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.0 GHz Win 11 Home Silver","$1,466.99",Jan 22 - 27,No coupon,2025-01-12 17:42:39
"Dell Latitude 5000 5501 Laptop (2019) | 15.6"" FHD Touch | Core i7-512GB SSD Hard Drive - 32GB RAM | 6 Cores @ 4.6 GHz Win 10 Home (Renewed)","$1,006.99",Jan 27 - 30,No coupon,2025-01-12 17:42:39
"HP EliteBook 845 G10 Laptop (2023) | 14"" 1920x1200 FHD+ | Ryzen 7-7840U - 512GB SSD Hard Drive - 16GB RAM | 8 cores @ 5.1 GHz Win 11 Pro Black","$1,423.99",Jan 22 - 27,No coupon,2025-01-12 17:42:39
"Lenovo ThinkPad L15 Gen 4 Intel Laptop (2023) | 15.6"" 1920x1080 FHD | Core i7-1365U - 512GB SSD Hard Drive - 16GB RAM | 10 cores @ 5.2 GHz Win 11 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"Dell Latitude 5000 5501 Laptop (2019) | 15.6"" FHD Touch | Core i7-1TB SSD Hard Drive - 32GB RAM | 6 Cores @ 4.6 GHz Win 10 Pro (Renewed)","$1,042.99",Jan 27 - 30,No coupon,2025-01-12 17:42:39
"Lenovo IdeaPad Flex 5 15ITL05 2-in-1 Laptop | 15.6"" 1920x1080 FHD | Core i7-1165G7-512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.7 GHz Win 11 Home Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"HP EliteBook x360 830 G10 2-in-1 Laptop (2023) | 13.3"" 1920x1080 FHD | Core i5-1335U - 1TB SSD Hard Drive - 8GB RAM | 10 cores @ 4.6 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"Dell Latitude 7390 Laptop | 13.3"" 1920x1080 FHD | Core i7-8650U - 16GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Black (Renewed)",$551.99,Jan 27 - 30,No coupon,2025-01-12 17:42:39
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 17:42:39
"P3 Gaming Mini PC, AMD Ryzen 6900HX Processor Mini Computer(8Cores/16Threads, up to 4.9GHz) 32GB DDR5, 1TB M.2 SSD, Triple Display Desktop PC, Pre-in Windows 11 Pro, Dual LAN, WiFi 6E, BT 5.2",$519.00,"Wed, Jan 22",$100.00 off coupon applied,2025-01-12 17:42:39
Dell Precision M7530 Laptop 15.6 - Intel Core i7 8th Gen - i7-8850H - Six Core 4.3Ghz - 512GB SSD - 32GB RAM - Nvidia Quadro P2000 - 1920x1080 FHD - Windows 10 Pro (Renewed),"$1,117.41",Jan 22 - 27,No coupon,2025-01-12 17:42:39
"Lenovo ThinkPad X1 Gen 2 Laptop (2022) | 13"" 1920x1200 FHD+ | Core i7-1260P - 16GB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 11 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"HP EliteBook 1040 G4 Laptop | 14"" 1920x1080 FHD | Core i5-7300U - 256GB SSD Hard Drive - 8GB RAM | 2 cores @ 3.5 GHz Win 10 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"Lenovo IdeaPad 5 14ITL05 Laptop | 14"" 1920x1080 FHD | Core i5-1135G7-512GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Home Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"Lenovo ThinkPad E14 Gen 4 Intel Laptop (2022) | 14"" 1920x1080 FHD | Core i3-1215U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.4 GHz Win 11 Pro Black (Renewed)","$1,153.99",Jan 27 - 30,No coupon,2025-01-12 17:42:39
"Lenovo ThinkPad X390 Laptop | 13.3"" 1920x1080 FHD | Core i7-10510U - 512GB SSD Hard Drive - 8GB RAM | 4 cores @ 4.9 GHz Win 10 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:39
"Lenovo ThinkPad L490 Laptop | 14"" 1920x1080 FHD | Core i5-8265U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 3.9 GHz Win 10 Pro Black (Renewed)",$593.99,Jan 22 - 27,No coupon,2025-01-12 17:42:39
"Lenovo ThinkBook 13s G2 are Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-4600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.0 GHz Win 10 Pro Silver","$1,273.99",Jan 27 - 30,No coupon,2025-01-12 17:42:39
"AINOTE Air 2 Note Taking Tablet, 8.2-inch Writing Tablet for Adults, Voice Transcribe Support 8 Languages, 32GB Memory, Digital Notebook with Stylus Pen, E Ink Paper Tablet for Meetings, Grey",$549.00,"Wed, Jan 22",$90.00 off coupon applied,2025-01-12 17:42:39
"Full HD 1080P Video Webcam and Wide Angle Camera with Built-in Microphone and Rotatable Tripod,for Laptop Computer or Desktop PC,Great for Live Streaming.Calls.Video Conferencing(Black)-1",$49.99,"Thu, Jan 23",30% off coupon applied,2025-01-12 17:42:39
"HDMI KVM Switch 2 Monitors 2 Computers 4K@60Hz, USB3.0 KVM Switch Dual Monitor with 3 USB 3.0 Ports Sharing Keyboard and Mouse, Printer/Scanner, Desktop Controller",$69.99,"Thu, Jan 23",20% off coupon applied,2025-01-12 17:42:47
"Bluetooth Headset, Wireless Headset with Microphone for PC, V5.2 Computer Headset with Noise Cancelling Mic, USB Dongle, Charging Base & Mute Button for Work, Cell Phones, Computer (Black)",$59.99,"Wed, Jan 22",$4.00 off coupon applied,2025-01-12 17:42:47
"HP EliteBook 830 G5 Laptop | 13.3"" 1920x1080 FHD | Core i5-8350U - 256GB SSD Hard Drive - 8GB RAM | 4 cores @ 3.6 GHz Win 10 Pro Silver","$1,261.99",Jan 27 - 30,No coupon,2025-01-12 17:42:47
"EXCaliberPC [2024] MSI Alpha 17C7VG-053US (AMD Ryzen 9 7945HX, 32GB DDR5 RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 4070, 17.3"" QHD 240Hz, Windows 11) Gaming Laptop","$1,729.00",Jan 23 - Feb 4,No coupon,2025-01-12 17:42:47
"Lenovo ThinkPad X1 Gen 2 Laptop (2022) | 13"" 1920x1200 FHD+ | Core i7-1260P - 1TB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 10 Pro Black (Renewed)","$1,771.99",Jan 27 - 30,No coupon,2025-01-12 17:42:47
"Dell Precision M5530 Workstation Laptop (2018) | 15.6"" FHD | Core Xeon E - 1TB SSD Hard Drive - 32GB RAM - Quadro P1000 | 6 Cores @ 4.4 GHz Win 10 Pro (Renewed)","$1,042.99",Jan 27 - 30,No coupon,2025-01-12 17:42:47
"HP EliteBook 830 G8 Laptop | 13.3"" 1920x1080 FHD | Core i5-1135G7-256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 10 Pro Silver","$1,080.99",Jan 22 - 27,No coupon,2025-01-12 17:42:47
"HP 17-cp3000 Laptop (2023) | 17.3"" 1920x1080 FHD | Ryzen 5-7530U - 512GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.5 GHz Win 11 Home Black (Renewed)",$699.48,Jan 21 - 24,No coupon,2025-01-12 17:42:47
"Lenovo ThinkPad P50 Laptop | 15.6"" 1920x1080 FHD | Core i7-6820HQ - 1TB SSD Hard Drive - 32GB RAM | 4 cores @ 3.6 GHz Win 10 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:47
"Lenovo ThinkBook 13s G3 ACN Laptop | 13.3"" 1920x1200 FHD+ | Ryzen 5-5600U - 256GB SSD Hard Drive - 8GB RAM | 6 cores @ 4.2 GHz Win 10 Pro Silver","$1,208.99",Jan 27 - 30,No coupon,2025-01-12 17:42:47
"DreamQuest Mini PC Windows 11 Pro Preloaded, Intel N150 (up to 3.6GHz) Mini Desktop Computers 16GB DDR4 512GB SSD, USB C, DP, HDMI, USB 3.2, Dual LAN,WiFi, Bluetooth, Support 4K 60Hz, Support Linux",$209.99,"Wed, Jan 22",$30.00 off coupon applied,2025-01-12 17:42:47
"TPV 16"" Laptop Computer Intel Core i5, 16GB RAM, 512GB SSD, MS Office 2024, IPS(1920 x 1200) 16:10 Display, Windows 11 Pro Notebook PC with BT5.0 Wi-Fi, 3xUSB A, HDMI, RJ45, Backlit Keyboard, Gray",$329.00,"Wed, Jan 22",No coupon,2025-01-12 17:42:47
"HP EliteBook 850 G5 Laptop | 15.6"" 1920x1080 FHD | Core i7-8650U - 16GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.2 GHz Win 11 Pro Silver",Price not available,No promotion,No coupon,2025-01-12 17:42:47
"HP 15t-fd000 Laptop 2024-15.6"" WXGA HD Intel Iris Xe Graphics - Intel i7-1355U 10 Cores - 8GB DDR4 256GB NVMe SSD - Wi-Fi 6 - Win10 32GB USB - Jet Black",$579.00,Jan 28 - Feb 11,No coupon,2025-01-12 17:42:47
"Lenovo ThinkPad X390 Laptop | 13.3"" 1920x1080 FHD | Core i7-8665U - 256GB SSD Hard Drive - 16GB RAM | 4 cores @ 4.8 GHz Win 10 Pro Black",Price not available,No promotion,No coupon,2025-01-12 17:42:47
"HP EliteBook 1040 G4 Laptop | 14"" 1920x1080 FHD | Core i5-7300U - 256GB SSD Hard Drive - 8GB RAM | 2 cores @ 3.5 GHz Win 11 Home Silver (Renewed)",$731.99,Jan 22 - 27,No coupon,2025-01-12 17:42:47
"HP EliteBook 840 G7 Laptop | 14"" 1920x1080 FHD | Core i7-10810U - 256GB SSD Hard Drive - 16GB RAM | 6 cores @ 4.9 GHz Win 11 Pro Silver (Renewed)",$853.75,Jan 27 - 30,No coupon,2025-01-12 17:42:47
