Title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
"GIGABYTE GeForce RTX 4060 GAMING OC 8G Graphics Card, 3x WINDFORCE Fans, 8GB 128",$335.49 ,GIGABYTE,8 GB,GDDR6,NVIDIA GeForce RTX 4060,"DisplayPort, HDMI",2/5/2025 1:39
"GIGABYTE GeForce RTX 3050 OC Low Profile 6G Graphics Card, 2x WINDFORCE Fans, 6G",US $198.99,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:38
ZOTAC GT730 1GB 288-4N360-000Z8 64BIT DDR3 Video Graphics Card,$24.95 ,ZOTAC,1 GB,DDR3,NVIDIA GeForce GT 730,N/A,2/5/2025 1:38
Dell/NVIDIA Quadro P2200 5GB GDDR5X PCIe Graphics Video Card GPU PX8M5,$165.50 ,Dell,5 GB,GDDR5X,NVIDIA Quadro P2200,DisplayPort,2/5/2025 1:38
(For Parts) NVIDIA GeForce RTX 4090 Founders Edition Graphic Card No Core & VRAM,$279.00 ,NVIDIA,N/A,VRAM,RTX 4090 Founders Edition,N/A,2/5/2025 1:38
NVIDIA GTX 1660 SUPER 6GB Graphics Card - PARTS ONLY,$20.00 ,Graphics,6 GB,GDDR6,NVIDIA GeForce GTX 1660,N/A,2/5/2025 1:39
Open Box!  GIGABYTE GTX 1660TI 6GB OC VIDEO CARD,US $129.99,N/A,N/A,N/A,N/A,N/A,2/5/2025 1:39
CF1010U12S 85MM/95MM Cooler Fan For XFX RX580 590 8G Black Wolf Edition Part,$10.36/ea,Unbranded,N/A,N/A,CF1010U12S,N/A,2/5/2025 1:39
AMD FIREPRO W4300 4GB GDDR5 Graphics Card,$39.00 ,AMD,4 GB,GDDR5,FIREPRO W4300,Mini DisplayPort,2/5/2025 1:38
ASUS NVIDIA Geforce GTX 1050 2GB 128-Bit GDDR5 PCIe 3.0 x16 Video Graphics Card,$45.45 ,ASUS,2 GB,GDDR5,NVIDIA GeForce GTX 1050,N/A,2/5/2025 1:38
Asus Radeon TUF RX 7900 XT Gaming OC Edition 20GB Graphics Card -NEW/SEALED-,$750.00 ,ASUS,20 GB,GDDR6,AMD Radeon RX 7900 XT,N/A,2/5/2025 1:38
ASUS GeForce RTX 3070 8GB GDDR6 Graphics Card TUF-RTX3070-O8G-GAMING,$304.99 ,ASUS,8GB GDDR6,N/A,N/A,N/A,2/5/2025 1:39
HP Pavilion s5716f s5726f s5730f s5730y s5-1000z PCIe x1 Dual VGA Graphics Card,$49.89 ,NVIDIA,N/A,N/A,NVIDIA NVS,DMS-59,2/5/2025 1:39
"Uphere Graphics Card GPU Brace Support Video Card Sag Holder/Holster Bracket, An",$12.17 ,upHere,N/A,N/A,Does not apply,N/A,2/5/2025 1:39
SFF DUAL HP 430956-001 430965-001 NVS 285 P383 128MB PCIE DVI/VGA SPLITTER WIN 8,$17.42 ,HP,128MB,DDR2,NVIDIA Quadro,DMS-59 Output,2/5/2025 1:39
NEW Dell Nvidia Quadro K1200 4GB DDR5 PCIe Video Graphics Card WHT93,$49.99 ,Dell,4 GB,DDR5,Nvidia Quadro K1200,Mini DisplayPort,2/5/2025 1:38
VINTAGE 1993 DIAMOND VIPER PCI WEITEK POWER 9000 2 MEG VIDEO CARD FTUPCICPRA,$62.01 ,DIAMOND COMPUTER SYSTEM,N/A,N/A,WEITEK POWER 9000,VGA,2/5/2025 1:39
GIGABYTE GeForce GTX 1650 4GB GDDR5  Low Profile Video Card GV-N1650OC-4GL,$169.99 ,GIGABYTE,4 GB,GDDR5,GeForce GTX 1650,"DisplayPort, DVI, HDMI",2/5/2025 1:39
ASUS Dual GeForce RTX 4060 EVO OC Edition 8GB GDDR6 PCIe 4.0 Graphics Card GPU,$319.49 ,ASUS,8GB,GDDR6,GeForce RTX 4060,"DisplayPort, HDMI",2/5/2025 1:38
Gigabyte GV-R677D5-1GD AMD Radeon HD 6770 1GB GDDR5 PCI-E 2.0 Graphics Card,$19.40 ,GIGABYTE,1 GB,GDDR5,AMD Radeon HD 6770,"DisplayPort, DVI, HDMI",2/5/2025 1:38
"Nvidia Quadro 410 Graphics Card (Gaming, Design etc) INCLUDES DISPLAY PORT",$12.45 ,NVIDIA,512 MB,GDDR3,NVIDIA Quadro 410,DisplayPort,2/5/2025 1:39
MSI Radeon RX 470 MINER 4GB GDDR5 Graphic Card,$44.99 ,MSI,N/A,N/A,See Item Description,N/A,2/5/2025 1:38
GIGABYTE GV-R9000 Rev. 2.0 ATI Radeon 9000 64MB AGP Graphics Card - NEW!,$29.95 ,GIGABYTE,64 MB,N/A,ATI Radeon 9000,N/A,2/5/2025 1:39
GeCube Radeon HD 4850 512MB GDDR3 PCI-E Graphics Card - AHD4850PG3-E3(R),$20.79 ,Gecube,512 MB,GDDR3,Radeon HD 4850,N/A,2/5/2025 1:38
PNY NVIDIA T1000 8GB GDDR6 Graphics Card VCNT10008GBPB,$250.00 ,PNY,8 GB,GDDR6,NVIDIA Quadro,Mini DisplayPort,2/5/2025 1:38
